compliance_data_id,customer_id,transaction_id,transaction_amount,transaction_date,aml_check_passed,kyc_check_passed
2509,2509,2291,397,3904,no,no
2510,2510,851,666,1219,yes,yes
2511,2511,7935,610,9638,no,no
2512,2512,3946,228,2357,no,no
2513,2513,8115,339,6294,yes,no
2514,2514,6955,669,3642,no,yes
2515,2515,8848,384,7085,no,no
2516,2516,2700,358,8908,no,yes
2517,2517,1087,777,5522,no,no
2518,2518,2005,428,7616,no,no
2519,2519,2741,913,7579,yes,yes
2520,2520,6462,429,3576,no,no
2521,2521,9080,741,3541,no,yes
2522,2522,7726,921,1313,no,no
2523,2523,2268,701,6242,yes,yes
2524,2524,7588,573,4835,yes,yes
2525,2525,7675,829,4412,yes,no
2526,2526,5317,976,7427,yes,no
2527,2527,6840,145,7033,yes,yes
2528,2528,4397,42,2220,yes,no
2529,2529,3061,728,3485,no,no
2530,2530,9762,833,3324,yes,yes
2531,2531,4107,715,2689,no,no
2532,2532,4374,68,2084,yes,yes
2533,2533,1045,105,6514,no,yes
2534,2534,8430,863,1971,yes,yes
2535,2535,7169,169,2466,yes,yes
2536,2536,3093,807,8672,yes,no
2537,2537,3939,238,3190,yes,no
2538,2538,473,227,1103,yes,no
2539,2539,9021,288,4605,yes,no
2540,2540,4730,243,6917,yes,no
2541,2541,8701,48,1327,yes,yes
2542,2542,3606,264,1447,yes,no
2543,2543,183,463,6619,yes,no
2544,2544,4363,408,2671,no,no
2545,2545,9540,602,9812,yes,no
2546,2546,6771,960,6364,no,yes
2547,2547,3328,574,7961,no,no
2548,2548,9282,989,1783,yes,no
2549,2549,9182,601,2032,no,yes
2550,2550,8139,340,1410,no,yes
2551,2551,9652,497,1366,yes,no
2552,2552,7218,381,5544,no,no
2553,2553,5266,14,5348,yes,no
2554,2554,9685,639,2664,yes,yes
2555,2555,222,920,4299,no,no
2556,2556,6246,445,9482,no,no
2557,2557,5406,202,5016,yes,no
2558,2558,5216,11,4859,yes,yes
2559,2559,754,348,1118,no,no
2560,2560,1115,8,5035,no,yes
2561,2561,552,311,1966,yes,yes
2562,2562,5002,867,3707,no,yes
2563,2563,8407,286,8887,yes,yes
2564,2564,1518,335,4872,no,no
2565,2565,313,188,2593,no,no
2566,2566,4643,757,3822,no,no
2567,2567,3698,835,3613,no,yes
2568,2568,8359,714,8517,no,no
2569,2569,7388,993,9732,yes,no
2570,2570,9653,394,9780,yes,yes
2571,2571,1368,812,7526,no,yes
2572,2572,9793,837,8236,no,yes
2573,2573,2455,618,6666,no,no
2574,2574,6263,399,8925,no,no
2575,2575,3364,30,9266,yes,yes
2576,2576,5877,587,6849,yes,no
2577,2577,1334,972,3517,yes,yes
2578,2578,4857,763,2328,no,no
2579,2579,7049,765,2492,yes,no
2580,2580,8327,111,7910,no,yes
2581,2581,6561,798,5058,yes,yes
2582,2582,90,166,9561,no,no
2583,2583,2169,462,5048,no,no
2584,2584,9947,640,7674,no,no
2585,2585,9140,827,2397,no,yes
2586,2586,2140,546,4277,yes,no
2587,2587,7110,252,2276,no,yes
2588,2588,5060,697,3570,no,yes
2589,2589,3107,990,7739,yes,no
2590,2590,810,772,7109,yes,no
2591,2591,9866,357,1867,no,no
2592,2592,4127,449,1527,yes,no
2593,2593,2995,128,2348,no,no
2594,2594,4970,949,2371,no,no
2595,2595,418,718,8390,no,yes
2596,2596,2544,924,9351,no,no
2597,2597,1453,198,5522,yes,yes
2598,2598,7886,3,6572,no,no
2599,2599,7616,737,8515,no,no
2600,2600,3469,159,1164,no,no
2601,2601,1945,587,7630,yes,yes
2602,2602,6168,897,6654,no,yes
2603,2603,4983,207,7002,no,no
2604,2604,6716,397,2575,yes,no
2605,2605,6699,11,9554,yes,yes
2606,2606,1343,35,2735,no,yes
2607,2607,3084,849,2054,no,yes
2608,2608,9055,634,9658,no,no
2609,2609,5319,907,7607,yes,no
2610,2610,6168,275,9325,no,no
2611,2611,5968,501,9761,yes,no
2612,2612,9242,398,6952,no,no
2613,2613,9752,729,7703,yes,no
2614,2614,5390,716,1299,yes,no
2615,2615,3468,684,1035,yes,no
2616,2616,2999,698,1382,yes,no
2617,2617,8990,459,5403,no,no
2618,2618,1712,194,7637,no,yes
2619,2619,2262,283,3357,no,yes
2620,2620,7316,696,1684,yes,no
2621,2621,4142,192,1678,yes,no
2622,2622,4875,251,1756,no,yes
2623,2623,1684,597,6864,no,yes
2624,2624,1715,246,5833,no,yes
2625,2625,5013,986,7521,yes,yes
2626,2626,3715,797,8227,yes,no
2627,2627,3060,336,6210,no,no
2628,2628,6820,936,4846,yes,no
2629,2629,8909,197,9255,no,yes
2630,2630,7407,202,6503,no,yes
2631,2631,2345,779,4436,no,no
2632,2632,5619,152,5060,yes,yes
2633,2633,1207,401,7777,no,no
2634,2634,7072,339,7360,yes,no
2635,2635,4727,184,5667,no,yes
2636,2636,2434,911,4834,yes,no
2637,2637,7681,488,5299,no,no
2638,2638,7261,693,2620,no,yes
2639,2639,2355,994,6670,no,yes
2640,2640,4988,919,3154,no,yes
2641,2641,7018,832,4341,yes,yes
2642,2642,1146,843,5322,no,no
2643,2643,7568,861,2714,no,yes
2644,2644,7895,783,9417,yes,no
2645,2645,6596,408,2660,no,yes
2646,2646,2779,338,3780,yes,yes
2647,2647,448,558,5142,no,yes
2648,2648,3116,127,5751,no,no
2649,2649,1323,180,5511,no,no
2650,2650,665,864,1922,yes,yes
2651,2651,7840,18,3959,no,yes
2652,2652,7002,643,4150,no,no
2653,2653,7823,367,3145,no,no
2654,2654,8965,696,7460,yes,yes
2655,2655,5980,300,9392,yes,yes
2656,2656,8414,652,7588,yes,yes
2657,2657,6787,508,8063,yes,no
2658,2658,2834,547,4810,yes,yes
2659,2659,8437,502,8578,yes,no
2660,2660,2317,121,9052,yes,no
2661,2661,6243,627,3077,no,yes
2662,2662,9184,441,6270,no,yes
2663,2663,1374,388,9765,yes,yes
2664,2664,6875,195,6476,yes,yes
2665,2665,2991,167,9201,no,yes
2666,2666,5051,237,6247,yes,no
2667,2667,2188,112,6854,no,no
2668,2668,4615,491,3529,yes,no
2669,2669,8472,168,9706,no,no
2670,2670,3751,123,4718,no,no
2671,2671,2657,582,1149,yes,yes
2672,2672,1827,257,2329,no,no
2673,2673,1761,751,2714,no,no
2674,2674,1883,322,1296,yes,no
2675,2675,8795,10,1468,no,no
2676,2676,801,339,5245,yes,yes
2677,2677,8157,923,8636,yes,no
2678,2678,4051,857,1495,no,no
2679,2679,2256,572,5809,yes,yes
2680,2680,2055,42,5833,no,no
2681,2681,7734,256,9826,no,no
2682,2682,3621,219,3759,no,no
2683,2683,4464,314,8292,no,yes
2684,2684,3594,571,7422,yes,yes
2685,2685,7430,420,6637,no,yes
2686,2686,6143,376,9547,no,yes
2687,2687,2932,12,1280,yes,no
2688,2688,1752,13,6357,no,no
2689,2689,5832,292,3066,no,yes
2690,2690,374,681,3528,no,yes
2691,2691,8429,799,1224,yes,yes
2692,2692,9714,574,3435,yes,yes
2693,2693,1560,398,6664,no,yes
2694,2694,9708,203,7290,no,yes
2695,2695,7158,431,5542,yes,no
2696,2696,9395,69,6384,no,no
2697,2697,9641,934,5575,yes,no
2698,2698,5477,467,9210,no,no
2699,2699,6281,629,6236,no,no
2700,2700,105,298,3000,yes,yes
2701,2701,6945,99,6125,no,no
2702,2702,1589,26,5682,no,yes
2703,2703,6909,950,5403,yes,no
2704,2704,1825,999,7748,no,no
2705,2705,6535,294,5469,no,yes
2706,2706,5056,656,1155,yes,yes
2707,2707,2038,401,2507,no,no
2708,2708,9074,659,8561,no,no
2709,2709,6665,741,7731,no,no
2710,2710,1903,248,9539,no,no
2711,2711,4213,350,4779,no,no
2712,2712,8040,149,5821,no,yes
2713,2713,5390,550,2085,no,yes
2714,2714,6961,589,3519,yes,yes
2715,2715,877,395,5374,yes,yes
2716,2716,5262,229,7311,yes,yes
2717,2717,9649,603,6323,yes,yes
2718,2718,4893,748,8817,no,yes
2719,2719,9390,493,2185,no,no
2720,2720,6992,594,1186,yes,yes
2721,2721,1557,569,4918,yes,no
2722,2722,5061,233,4301,yes,no
2723,2723,3251,378,2077,yes,no
2724,2724,8123,709,5288,no,yes
2725,2725,9059,138,5960,no,yes
2726,2726,5730,175,2950,yes,no
2727,2727,8493,288,3568,yes,no
2728,2728,1239,732,4685,no,no
2729,2729,5316,82,4702,yes,no
2730,2730,5776,970,6031,no,no
2731,2731,3209,542,9439,yes,no
2732,2732,4364,793,2914,no,yes
2733,2733,9532,129,3077,yes,no
2734,2734,7609,827,9119,yes,yes
2735,2735,9798,463,7838,yes,yes
2736,2736,2922,408,4870,yes,no
2737,2737,1141,453,1065,yes,no
2738,2738,3343,917,4677,yes,yes
2739,2739,8640,754,1415,no,yes
2740,2740,4485,554,4478,no,no
2741,2741,1526,61,4217,yes,yes
2742,2742,6438,653,7226,yes,no
2743,2743,6940,650,6467,no,no
2744,2744,1682,920,3355,yes,no
2745,2745,1611,839,9531,yes,yes
2746,2746,3460,473,6496,no,yes
2747,2747,810,852,3883,no,no
2748,2748,6447,597,6080,no,yes
2749,2749,1732,965,4710,yes,yes
2750,2750,117,329,7910,yes,yes
2751,2751,2254,759,7632,yes,no
2752,2752,4982,515,5800,yes,no
2753,2753,3672,104,5664,no,no
2754,2754,8435,211,3219,yes,no
2755,2755,2309,906,6793,yes,no
2756,2756,6954,225,9927,no,no
2757,2757,3605,69,7298,no,no
2758,2758,2194,402,3816,yes,no
2759,2759,1210,42,3754,yes,no
2760,2760,653,427,6694,yes,no
2761,2761,7415,887,4998,no,yes
2762,2762,6313,36,4897,no,yes
2763,2763,1846,720,3659,yes,yes
2764,2764,7738,751,1091,no,no
2765,2765,6124,378,4150,yes,no
2766,2766,3283,728,4249,no,no
2767,2767,4671,66,5092,no,no
2768,2768,4034,586,5735,yes,yes
2769,2769,1970,874,1901,no,no
2770,2770,2265,260,4148,yes,no
2771,2771,773,634,5457,no,no
2772,2772,9517,587,8826,yes,yes
2773,2773,840,716,9131,yes,no
2774,2774,2763,115,7381,yes,no
2775,2775,4785,634,1271,no,yes
2776,2776,57,137,2934,yes,no
2777,2777,228,678,4150,no,no
2778,2778,7512,765,9494,no,yes
2779,2779,7943,378,4774,yes,no
2780,2780,7510,40,7747,yes,yes
2781,2781,6981,762,5664,no,yes
2782,2782,8943,232,3199,yes,yes
2783,2783,4686,830,1817,no,yes
2784,2784,7723,56,1490,no,yes
2785,2785,994,168,2337,yes,no
2786,2786,5685,565,9178,no,yes
2787,2787,5712,615,3737,no,yes
2788,2788,3522,287,9143,no,no
2789,2789,8391,439,9083,no,yes
2790,2790,4220,38,9987,no,no
2791,2791,1024,207,5598,yes,yes
2792,2792,3065,372,9466,yes,no
2793,2793,2904,651,4994,no,yes
2794,2794,4805,555,9333,yes,no
2795,2795,4230,550,5036,no,yes
2796,2796,1425,119,6498,no,yes
2797,2797,1489,156,4251,yes,no
2798,2798,2447,12,4942,no,yes
2799,2799,3162,612,1012,yes,no
2800,2800,9553,824,9802,yes,no
2801,2801,3022,511,7099,yes,yes
2802,2802,8618,542,8743,no,no
2803,2803,992,981,1722,no,no
2804,2804,9669,434,1173,yes,yes
2805,2805,8422,651,2205,no,yes
2806,2806,618,488,6326,no,no
2807,2807,1100,644,3046,no,no
2808,2808,5054,967,9915,no,yes
2809,2809,1231,329,1228,yes,no
2810,2810,8416,7,9097,yes,no
2811,2811,8680,397,7737,no,no
2812,2812,4924,108,5243,yes,yes
2813,2813,7579,769,9909,no,no
2814,2814,4903,924,7804,yes,yes
2815,2815,4703,801,8278,no,no
2816,2816,5944,201,4688,no,no
2817,2817,6250,350,5924,yes,yes
2818,2818,1712,298,4390,yes,no
2819,2819,5393,321,7514,yes,yes
2820,2820,1181,719,3882,yes,no
2821,2821,2207,791,9721,yes,no
2822,2822,1390,565,3876,no,no
2823,2823,474,305,1663,yes,yes
2824,2824,2438,562,6042,yes,yes
2825,2825,5776,737,2311,yes,no
2826,2826,2771,903,1048,no,yes
2827,2827,5221,772,5562,yes,yes
2828,2828,8955,338,6731,no,yes
2829,2829,4849,233,3039,no,no
2830,2830,7285,182,2068,no,no
2831,2831,951,711,5248,yes,yes
2832,2832,5093,864,3469,no,no
2833,2833,9865,875,4253,yes,no
2834,2834,2218,451,9772,yes,no
2835,2835,1209,501,4373,no,yes
2836,2836,7759,287,4986,yes,no
2837,2837,3036,499,6378,no,yes
2838,2838,9196,368,6878,no,yes
2839,2839,5786,111,8010,yes,no
2840,2840,4121,60,2219,yes,yes
2841,2841,372,920,7596,no,no
2842,2842,1301,181,6961,no,no
2843,2843,7802,387,4624,no,yes
2844,2844,5249,154,6369,no,no
2845,2845,4757,443,8304,yes,yes
2846,2846,472,99,2231,yes,no
2847,2847,185,659,7863,no,yes
2848,2848,7846,123,8758,yes,yes
2849,2849,5201,465,2548,no,yes
2850,2850,5917,218,4358,yes,yes
2851,2851,9276,436,4234,yes,no
2852,2852,3004,975,6457,no,no
2853,2853,7373,531,2868,yes,no
2854,2854,3781,163,6482,yes,yes
2855,2855,228,570,9271,yes,yes
2856,2856,6466,622,1520,yes,yes
2857,2857,4300,288,3527,no,yes
2858,2858,2407,363,7618,yes,yes
2859,2859,1691,25,1106,yes,no
2860,2860,4493,52,4820,no,yes
2861,2861,7532,187,9879,yes,no
2862,2862,4929,923,1838,yes,no
2863,2863,8998,687,4940,no,yes
2864,2864,1661,15,9563,yes,yes
2865,2865,7840,538,5407,yes,no
2866,2866,2729,449,2920,no,no
2867,2867,6610,614,3588,yes,yes
2868,2868,2638,664,9476,no,yes
2869,2869,1512,986,5059,yes,no
2870,2870,2362,172,5638,no,yes
2871,2871,4618,929,6737,yes,yes
2872,2872,9239,658,9077,yes,yes
2873,2873,2563,50,3967,no,no
2874,2874,3873,921,4559,yes,no
2875,2875,5859,418,5616,yes,no
2876,2876,7501,78,8385,no,no
2877,2877,9393,692,1020,yes,no
2878,2878,276,471,1341,no,yes
2879,2879,4883,828,1498,yes,yes
2880,2880,7845,249,3312,no,no
2881,2881,4209,273,4017,yes,no
2882,2882,4700,342,9323,no,yes
2883,2883,2507,83,2040,yes,no
2884,2884,8606,82,6280,yes,no
2885,2885,6943,265,9788,yes,yes
2886,2886,5068,358,6037,no,yes
2887,2887,827,767,2206,yes,yes
2888,2888,2623,121,3776,no,yes
2889,2889,1659,576,8091,no,yes
2890,2890,4997,661,9337,yes,no
2891,2891,241,420,1982,yes,yes
2892,2892,1301,669,9142,yes,yes
2893,2893,4560,28,3027,yes,yes
2894,2894,4533,755,2004,no,yes
2895,2895,2156,347,1019,yes,yes
2896,2896,8630,175,3807,yes,no
2897,2897,784,81,6304,no,no
2898,2898,6408,345,3065,no,yes
2899,2899,9644,738,4537,yes,yes
2900,2900,3487,862,2263,no,no
2901,2901,8413,813,6924,yes,no
2902,2902,9996,894,6993,no,yes
2903,2903,8197,107,6005,yes,yes
2904,2904,1147,530,4272,yes,no
2905,2905,4280,614,3000,yes,yes
2906,2906,4671,357,6282,no,no
2907,2907,9570,309,4714,yes,yes
2908,2908,385,562,1523,yes,no
2909,2909,7190,880,8357,yes,no
2910,2910,4131,771,7985,yes,no
2911,2911,7732,437,1199,no,no
2912,2912,6955,933,6349,yes,yes
2913,2913,7423,428,3775,no,no
2914,2914,9188,40,3115,yes,yes
2915,2915,7880,726,1552,yes,no
2916,2916,8080,434,6871,no,yes
2917,2917,9186,283,3960,yes,yes
2918,2918,5078,926,8573,yes,yes
2919,2919,3598,219,4537,no,yes
2920,2920,8641,397,7731,yes,yes
2921,2921,743,438,7315,yes,no
2922,2922,2630,582,8550,yes,yes
2923,2923,1570,271,1871,yes,yes
2924,2924,6561,452,3522,yes,no
2925,2925,9176,305,7214,no,no
2926,2926,4982,843,1066,yes,yes
2927,2927,3630,471,4709,no,yes
2928,2928,5683,931,5092,no,no
2929,2929,66,980,4265,yes,yes
2930,2930,6764,592,7350,no,no
2931,2931,2105,143,5871,yes,yes
2932,2932,6594,426,4989,no,yes
2933,2933,7727,651,5323,no,no
2934,2934,9247,5,7563,no,no
2935,2935,9354,703,3979,no,yes
2936,2936,3640,616,1995,yes,yes
2937,2937,7819,700,5299,yes,no
2938,2938,6110,556,4317,yes,yes
2939,2939,4865,628,7021,no,no
2940,2940,5916,451,8455,no,no
2941,2941,1781,646,6725,yes,yes
2942,2942,7935,102,2440,no,yes
2943,2943,2370,17,8200,no,no
2944,2944,8818,178,4002,yes,no
2945,2945,9805,705,9552,yes,yes
2946,2946,7749,694,2460,no,no
2947,2947,3571,256,8747,no,no
2948,2948,2819,265,6189,yes,yes
2949,2949,696,980,9461,yes,yes
2950,2950,1670,440,4567,no,yes
2951,2951,9139,442,8622,yes,no
2952,2952,8879,881,7045,yes,no
2953,2953,632,257,5130,yes,no
2954,2954,5009,969,1503,yes,no
2955,2955,2464,243,1904,yes,yes
2956,2956,8042,92,6153,yes,yes
2957,2957,9305,94,8015,yes,no
2958,2958,4674,667,7045,no,yes
2959,2959,1067,12,4820,yes,no
2960,2960,3940,309,7793,no,yes
2961,2961,5033,631,7901,yes,no
2962,2962,4925,742,5774,yes,no
2963,2963,5481,446,3583,no,yes
2964,2964,3678,590,9272,no,yes
2965,2965,1959,166,3046,no,yes
2966,2966,807,244,4742,no,yes
2967,2967,2619,987,6138,no,no
2968,2968,276,936,6897,no,no
2969,2969,6547,330,9429,no,yes
2970,2970,8937,907,9794,no,no
2971,2971,9201,197,4272,yes,yes
2972,2972,8537,16,5981,no,no
2973,2973,7820,151,9897,yes,no
2974,2974,8287,732,8684,yes,yes
2975,2975,4163,184,3084,yes,no
2976,2976,5163,680,2051,yes,yes
2977,2977,3549,237,8359,no,no
2978,2978,7313,664,4393,yes,yes
2979,2979,9417,698,2215,no,yes
2980,2980,2370,534,7621,no,yes
2981,2981,9142,812,6220,no,no
2982,2982,4293,295,1423,yes,yes
2983,2983,9640,874,6741,yes,no
2984,2984,57,506,4616,no,yes
2985,2985,378,841,7403,yes,no
2986,2986,5908,617,8786,no,no
2987,2987,5352,837,2621,yes,no
2988,2988,1578,179,7717,yes,no
2989,2989,4262,809,8342,yes,no
2990,2990,9278,513,8724,yes,yes
2991,2991,6308,175,4296,no,yes
2992,2992,9165,487,5437,no,no
2993,2993,2654,514,4230,yes,yes
2994,2994,5627,598,4634,no,yes
2995,2995,7423,153,4734,yes,no
2996,2996,6012,388,8097,yes,no
2997,2997,378,288,9883,yes,yes
2998,2998,217,758,3673,yes,no
2999,2999,9821,204,4330,no,no
3000,3000,2343,493,3759,yes,no
3001,3001,3213,480,8538,no,no
3002,3002,8400,388,8797,no,no
3003,3003,9251,60,6891,no,no
3004,3004,9075,46,1473,yes,yes
3005,3005,7903,809,7158,no,yes
3006,3006,6139,314,9599,yes,yes
3007,3007,9418,50,6481,yes,no
3008,3008,2466,288,6597,no,no
3009,3009,46,63,3462,no,yes
3010,3010,4965,653,7500,no,yes
3011,3011,257,632,7283,no,yes
3012,3012,9233,415,6651,no,yes
3013,3013,8491,648,3235,yes,yes
3014,3014,3892,19,3673,yes,yes
3015,3015,8089,702,3795,no,no
3016,3016,9784,282,1199,yes,yes
3017,3017,2674,707,3055,yes,no
3018,3018,8239,788,1178,no,no
3019,3019,1553,970,5267,yes,no
3020,3020,3769,280,7877,no,no
3021,3021,7918,851,7743,yes,yes
3022,3022,9808,367,2360,yes,yes
3023,3023,2817,630,7404,no,yes
3024,3024,648,855,1048,no,yes
3025,3025,2083,420,8602,yes,yes
3026,3026,5616,673,5142,no,yes
3027,3027,6651,826,6806,yes,no
3028,3028,1588,68,7627,yes,no
3029,3029,4437,352,9232,no,yes
3030,3030,5665,301,2840,no,yes
3031,3031,2132,62,1770,no,yes
3032,3032,107,876,2946,no,no
3033,3033,8867,855,3382,no,no
3034,3034,3724,388,7878,no,no
3035,3035,6109,183,4854,yes,no
3036,3036,1900,53,7637,no,no
3037,3037,3529,987,8535,yes,yes
3038,3038,7317,956,6338,yes,no
3039,3039,1719,806,2920,yes,yes
3040,3040,4234,653,9219,yes,no
3041,3041,3758,826,4377,no,yes
3042,3042,2905,449,9514,yes,yes
3043,3043,8685,2,2712,no,yes
3044,3044,6932,32,6579,no,yes
3045,3045,5051,822,6238,yes,no
3046,3046,5658,753,5106,no,no
3047,3047,4608,743,9206,yes,no
3048,3048,308,331,2201,no,yes
3049,3049,7584,589,3217,no,no
3050,3050,8760,466,2343,no,no
3051,3051,2796,837,8504,no,yes
3052,3052,5324,378,3023,yes,no
3053,3053,4266,141,2381,yes,yes
3054,3054,1220,265,3838,no,yes
3055,3055,2670,744,1478,no,yes
3056,3056,8865,650,7142,no,no
3057,3057,3661,335,4916,no,yes
3058,3058,4915,693,3237,no,yes
3059,3059,1876,451,5872,no,yes
3060,3060,37,666,9825,yes,yes
3061,3061,3774,699,3084,yes,no
3062,3062,5878,462,2098,yes,yes
3063,3063,6038,903,6904,yes,no
3064,3064,4148,264,1189,yes,yes
3065,3065,5614,806,8735,no,no
3066,3066,5279,546,9058,no,no
3067,3067,2271,530,9706,no,no
3068,3068,4112,450,4489,yes,no
3069,3069,2334,451,2699,no,no
3070,3070,283,244,7038,yes,no
3071,3071,8814,608,7582,no,no
3072,3072,2351,948,9202,yes,yes
3073,3073,1102,1000,2408,yes,no
3074,3074,6591,336,8276,no,yes
3075,3075,8237,226,7302,yes,yes
3076,3076,1193,476,6058,yes,yes
3077,3077,3678,525,3074,yes,yes
3078,3078,5433,332,6615,yes,no
3079,3079,7629,533,7709,no,no
3080,3080,2002,562,4974,yes,no
3081,3081,4760,364,7839,no,no
3082,3082,8349,44,2674,yes,yes
3083,3083,8140,403,8327,yes,yes
3084,3084,2786,11,2777,yes,yes
3085,3085,9682,907,4462,yes,yes
3086,3086,3625,76,2488,no,yes
3087,3087,668,358,5747,no,yes
3088,3088,306,488,1296,no,no
3089,3089,4055,517,9629,no,yes
3090,3090,3000,402,5095,no,yes
3091,3091,9713,632,5666,yes,yes
3092,3092,1453,594,4959,no,yes
3093,3093,2324,989,6982,yes,no
3094,3094,1052,873,9917,no,no
3095,3095,8329,454,6207,no,yes
3096,3096,8313,259,7424,yes,yes
3097,3097,3091,753,9525,yes,yes
3098,3098,7085,616,3414,no,no
3099,3099,8649,797,7255,yes,no
3100,3100,9015,213,1148,yes,no
3101,3101,5006,79,2832,no,no
3102,3102,99,780,8277,no,no
3103,3103,4260,58,6249,yes,no
3104,3104,238,89,1241,yes,yes
3105,3105,1591,693,4023,yes,no
3106,3106,942,397,6462,no,no
3107,3107,5814,713,8012,yes,no
3108,3108,7745,482,6997,yes,no
3109,3109,2047,539,9348,yes,no
3110,3110,4490,1,9013,yes,no
3111,3111,263,754,2890,no,yes
3112,3112,5393,329,1040,yes,no
3113,3113,9353,22,4257,no,yes
3114,3114,9300,467,8653,yes,no
3115,3115,3425,528,4380,yes,yes
3116,3116,4827,191,7649,yes,yes
3117,3117,8333,711,3082,no,yes
3118,3118,8251,729,7193,no,yes
3119,3119,9679,753,4131,yes,no
3120,3120,1123,244,9862,yes,no
3121,3121,9960,788,9999,no,no
3122,3122,219,427,5262,no,yes
3123,3123,1589,180,1021,yes,yes
3124,3124,337,172,3292,yes,no
3125,3125,6035,805,2695,yes,no
3126,3126,9238,912,9373,no,no
3127,3127,38,547,1038,yes,no
3128,3128,177,146,2068,yes,no
3129,3129,7808,567,4439,no,no
3130,3130,2084,373,5273,yes,no
3131,3131,9809,254,8972,no,no
3132,3132,6588,316,8468,no,no
3133,3133,673,652,1504,yes,no
3134,3134,6078,48,4441,yes,yes
3135,3135,2161,988,1053,yes,yes
3136,3136,3480,297,8456,no,no
3137,3137,3628,862,1316,yes,yes
3138,3138,4368,257,3274,yes,no
3139,3139,4632,303,4768,no,no
3140,3140,3410,122,9769,yes,no
3141,3141,5829,161,5066,yes,no
3142,3142,5070,897,7750,yes,no
3143,3143,4178,41,4559,no,yes
3144,3144,9634,323,3100,no,no
3145,3145,7934,772,1446,yes,no
3146,3146,3944,297,9503,yes,yes
3147,3147,3511,171,5436,yes,no
3148,3148,9123,263,1894,no,yes
3149,3149,9079,626,2637,no,yes
3150,3150,3214,123,8202,yes,no
3151,3151,349,426,4282,no,no
3152,3152,8079,541,7978,no,no
3153,3153,9634,196,9405,yes,yes
3154,3154,6201,297,6836,no,no
3155,3155,3318,892,6288,no,no
3156,3156,3816,344,1358,yes,no
3157,3157,9956,511,2519,no,yes
3158,3158,551,249,2039,no,no
3159,3159,944,892,3274,no,yes
3160,3160,6777,366,7276,yes,no
3161,3161,7375,286,1409,no,no
3162,3162,3052,279,3349,no,no
3163,3163,9279,333,9243,yes,no
3164,3164,336,832,2731,yes,no
3165,3165,1125,777,4756,no,no
3166,3166,95,167,6682,no,yes
3167,3167,6686,449,1407,yes,yes
3168,3168,5050,751,4459,yes,yes
3169,3169,4031,940,7972,no,yes
3170,3170,4109,726,6736,no,no
3171,3171,3628,940,1756,yes,no
3172,3172,6148,827,2895,yes,yes
3173,3173,3722,524,4403,yes,yes
3174,3174,9373,254,6601,no,no
3175,3175,4391,131,1905,no,yes
3176,3176,1047,154,3070,no,yes
3177,3177,6979,520,1061,no,yes
3178,3178,7403,252,2711,no,no
3179,3179,1157,560,4158,yes,no
3180,3180,5293,580,4993,yes,no
3181,3181,1343,292,5228,yes,yes
3182,3182,6104,928,7432,yes,no
3183,3183,6520,109,6513,yes,no
3184,3184,6662,327,4720,no,yes
3185,3185,7374,538,6558,no,no
3186,3186,338,906,2378,no,no
3187,3187,4511,229,8960,no,yes
3188,3188,2068,377,2343,yes,yes
3189,3189,4419,79,4710,yes,no
3190,3190,7937,309,7460,yes,yes
3191,3191,6820,329,5800,yes,no
3192,3192,9371,565,1245,no,yes
3193,3193,7025,280,3926,no,no
3194,3194,1752,780,9473,no,yes
3195,3195,6288,797,4346,no,no
3196,3196,9513,145,5441,no,no
3197,3197,858,417,2072,yes,yes
3198,3198,2090,545,2707,yes,no
3199,3199,1621,115,5693,yes,no
3200,3200,3429,612,9597,no,no
3201,3201,2218,158,9726,yes,yes
3202,3202,5040,303,4930,no,no
3203,3203,2900,151,3072,no,yes
3204,3204,9467,30,5150,no,no
3205,3205,7080,510,5405,no,yes
3206,3206,3452,917,3047,no,no
3207,3207,5024,23,9101,yes,yes
3208,3208,8279,444,3072,yes,yes
3209,3209,2435,896,9092,yes,no
3210,3210,7102,797,5180,no,yes
3211,3211,6822,4,9885,yes,no
3212,3212,7392,103,5123,no,no
3213,3213,3692,947,8954,no,yes
3214,3214,5255,993,8109,yes,yes
3215,3215,321,267,9062,yes,no
3216,3216,8902,568,9506,yes,yes
3217,3217,4624,985,3378,no,yes
3218,3218,7716,570,6221,yes,yes
3219,3219,3632,881,9830,yes,no
3220,3220,4742,853,3453,yes,no
3221,3221,7454,220,7008,no,no
3222,3222,4630,616,7654,no,no
3223,3223,3415,581,8498,no,yes
3224,3224,3525,314,4586,yes,no
3225,3225,855,984,3828,no,yes
3226,3226,5379,50,8568,yes,no
3227,3227,8529,607,5482,yes,yes
3228,3228,4615,29,6159,yes,no
3229,3229,5396,858,1983,no,yes
3230,3230,9283,882,9301,yes,yes
3231,3231,304,538,8804,no,yes
3232,3232,1239,435,5103,yes,no
3233,3233,3954,472,6562,yes,yes
3234,3234,8461,565,5202,yes,no
3235,3235,4881,917,4384,yes,yes
3236,3236,5482,350,6008,yes,yes
3237,3237,981,849,3037,no,yes
3238,3238,3745,761,8490,yes,yes
3239,3239,8010,285,8539,no,no
3240,3240,3935,853,6505,yes,yes
3241,3241,8642,415,9369,yes,yes
3242,3242,5271,353,9975,no,yes
3243,3243,4186,306,1523,no,yes
3244,3244,4061,532,6568,yes,no
3245,3245,5716,498,5085,yes,no
3246,3246,8151,317,2248,yes,yes
