transaction_id,customer_id,deposit_amount,withdrawal_amount,transfer_amount,transaction_date
70830,1275,2440,1010,4149,21/08/2007 21:52:55
903691,1276,4526,7947,6009,07/03/1984 15:25:43
271884,1277,3719,1448,3805,13/03/1981 20:21:47
978259,1278,1765,5583,6962,15/01/1995 14:03:10
36429,1279,5206,3727,1440,10/03/2021 15:36:10
339381,1280,1477,8466,4414,23/11/2012 03:18:45
152729,1281,7858,1041,8974,06/08/1995 00:08:12
36235,1282,4755,6207,6036,30/09/2013 12:53:58
961214,1283,6159,9514,2987,05/04/1987 04:01:17
188774,1284,5024,4476,2848,26/05/2016 20:45:57
648241,1285,7806,1046,9691,05/08/2020 13:29:05
759330,1286,7377,5865,9997,20/12/2007 19:57:32
770079,1287,4881,4257,3129,30/05/2000 01:22:16
480259,1288,2734,5894,7709,20/12/2019 10:10:12
460903,1289,2981,3434,6148,01/12/1997 08:30:20
501720,1290,8630,5171,3189,27/12/2004 14:40:38
380605,1291,3691,8823,4787,19/08/1988 20:47:13
149822,1292,9097,3723,4268,10/08/1991 11:13:48
554287,1293,4579,2718,8163,27/04/1999 14:22:13
838510,1294,6052,6644,6333,02/01/2021 17:28:28
714362,1295,6077,3966,9942,29/12/1995 17:09:11
881476,1296,6315,5295,2681,13/04/2013 23:02:13
243717,1297,6942,6214,6376,22/10/2020 04:32:05
787519,1298,6886,1879,5377,03/03/1982 14:31:46
423964,1299,5467,1401,1094,21/02/2006 12:58:59
834158,1300,8504,5742,4476,13/01/1987 16:58:13
675180,1301,8017,1076,6230,25/03/2001 03:14:28
859837,1302,1820,1820,3857,05/07/2012 11:21:33
887858,1303,2357,8582,1826,16/12/1986 05:35:26
267599,1304,1774,3972,4678,05/01/1981 19:39:03
977516,1305,9962,2470,5556,13/08/2016 11:13:07
736310,1306,3213,5766,6435,01/02/2014 14:08:19
409416,1307,3884,8053,4149,03/10/1984 04:55:55
983839,1308,1602,6918,3757,10/04/2006 04:36:51
395523,1309,3156,6346,8367,06/11/2022 00:46:51
612736,1310,4855,2070,1157,15/01/1986 23:15:48
115460,1311,6645,5627,6026,28/07/2006 07:38:33
848112,1312,6189,6790,2396,27/03/2016 06:26:24
991554,1313,6527,9432,1172,06/04/2019 23:46:38
373134,1314,2720,8159,9692,29/09/2002 18:56:24
576185,1315,1801,5103,2891,23/03/2004 11:42:51
659468,1316,6456,2561,9806,13/02/1988 17:49:30
372760,1317,8553,8061,8979,03/11/1982 08:44:30
256977,1318,8844,6788,3416,11/06/2001 22:53:37
611777,1319,6378,4546,5545,05/05/1989 07:18:42
502582,1320,3296,5104,7369,03/11/2007 02:21:29
687617,1321,3877,5365,6187,12/02/2010 06:21:45
846913,1322,4024,2478,7800,13/07/2004 13:17:00
627451,1323,1283,2792,7939,18/11/1997 20:15:30
181466,1324,7424,5251,8648,26/04/1986 09:22:57
106002,1325,7044,8796,4445,28/07/2002 11:25:08
439110,1326,1855,5797,7889,05/04/1993 20:21:39
307274,1327,6166,1967,9803,17/11/2000 11:37:09
656092,1328,7607,7188,1698,17/04/2009 15:48:48
934649,1329,8194,4717,8942,31/12/2017 22:57:35
463405,1330,5935,7721,6955,23/10/1985 18:56:44
458905,1331,3875,4647,6948,16/11/2021 12:15:30
352633,1332,5088,5394,9487,19/09/2005 21:01:44
649273,1333,1579,8690,6924,11/01/1985 21:51:47
500888,1334,8904,4252,8113,31/07/2011 05:59:16
412929,1335,6805,4798,5420,07/09/2017 20:36:44
834212,1336,7712,2181,2633,20/09/2015 02:47:49
542453,1337,4706,7701,5453,30/10/1987 14:19:09
671100,1338,6428,9148,3830,05/07/1988 19:38:53
834129,1339,5505,8264,7973,29/09/2011 16:21:48
419950,1340,4299,7320,1959,11/10/1999 10:27:16
922768,1341,5065,6539,6512,17/04/2008 17:12:44
362995,1342,6715,2727,9167,16/02/1980 22:25:50
469894,1343,1448,7473,2654,27/03/1995 04:15:03
312250,1344,3844,8628,9777,15/07/1989 21:04:37
17263,1345,3671,4608,5724,11/08/2006 09:12:40
941054,1346,2507,6292,5775,05/11/2003 15:18:51
188065,1347,8283,2701,2132,05/11/1987 14:47:30
992890,1348,1542,9273,9352,12/07/1987 11:02:45
608209,1349,6884,4953,9751,23/06/1993 07:49:34
878385,1350,6574,2521,5493,27/08/2006 07:20:40
227019,1351,7780,7747,7008,12/04/2004 16:53:05
588957,1352,6319,4042,4101,15/09/1995 20:41:24
184432,1353,9998,7062,8754,29/09/2008 23:32:04
231281,1354,9043,3546,4843,16/06/2011 22:58:02
734938,1355,8147,2758,7308,29/05/2015 02:15:36
537334,1356,5806,2518,5390,25/02/2008 21:43:42
99907,1357,5350,9273,7407,05/05/2000 17:52:03
978789,1358,6600,4093,1649,14/05/1988 17:03:56
656063,1359,4079,7384,4983,21/04/2014 03:32:42
198684,1360,4086,6269,1801,27/09/1981 00:33:52
366117,1361,9519,6182,5043,02/05/2018 20:27:56
294527,1362,8503,2527,8284,10/01/2008 06:10:51
79192,1363,4395,1715,5241,15/11/1998 12:04:53
757669,1364,4991,3034,3698,18/06/2015 09:49:12
429853,1365,4692,4869,5471,01/08/2012 15:55:49
69672,1366,2886,2826,3776,11/12/1991 13:59:42
722818,1367,8400,9490,1601,19/03/1988 18:29:32
628537,1368,6520,4812,5606,06/01/1990 13:04:15
606789,1369,2222,1059,3486,16/01/1990 17:36:40
913855,1370,1656,9109,3479,31/07/1994 12:09:28
744589,1371,3546,7443,1238,15/12/2008 12:23:45
829843,1372,3689,7330,3618,02/07/2009 17:57:17
751629,1373,1430,7303,7386,21/05/1998 16:37:03
765402,1374,3017,2830,4927,17/10/2008 13:34:18
46513,1375,3037,5351,2925,26/04/1991 18:35:26
922740,1376,6224,7442,8859,04/05/1990 23:38:27
947437,1377,6419,5175,6262,02/05/1980 02:07:36
880176,1378,2628,3584,1461,19/01/2010 01:43:24
293410,1379,7163,9136,2595,27/02/2018 17:09:18
187487,1380,6432,7692,6437,30/08/2006 14:51:08
714159,1381,6392,5452,1320,06/03/1996 08:50:04
546906,1382,9711,4016,1548,11/01/2017 12:43:52
682123,1383,5750,7202,3210,04/11/1998 05:47:11
501543,1384,4054,5439,5757,30/05/1993 06:18:00
305276,1385,3752,2552,4249,06/01/2003 22:41:56
72563,1386,1940,8773,1437,01/11/2007 17:17:42
385510,1387,7519,5798,4179,13/06/2004 02:52:51
101786,1388,7269,5896,3867,14/01/2022 07:00:34
114032,1389,1197,9765,6728,04/08/1983 01:06:42
163422,1390,9255,6840,4093,21/03/2014 17:00:31
503670,1391,6279,8457,4564,15/09/2012 13:59:20
135459,1392,7516,7810,3042,25/06/1990 02:06:37
904148,1393,4882,6174,9501,24/11/1986 00:47:28
747302,1394,6401,8458,9834,10/08/2021 11:52:13
352740,1395,5002,6738,9923,29/03/2008 09:11:44
881895,1396,7395,3847,4248,08/10/1989 04:22:48
212918,1397,3834,7105,4022,20/09/1980 16:45:54
48470,1398,4192,5533,2805,06/03/2014 07:58:23
830607,1399,8293,3259,7230,23/01/2019 02:22:57
862529,1400,1009,2561,2732,01/02/2009 04:49:46
653253,1401,2090,8759,4252,26/01/2009 20:42:35
382701,1402,6578,1143,6948,25/12/1996 19:50:50
773653,1403,9106,8091,8640,25/09/2007 08:02:26
810867,1404,1347,6489,6556,20/02/2019 00:40:54
830884,1405,2266,2382,6424,28/06/1983 16:57:04
865243,1406,2480,7788,2275,26/05/2015 11:42:56
376127,1407,4345,7491,8014,12/09/1986 01:23:58
854838,1408,8800,7680,2698,06/10/1997 16:57:57
524626,1409,8355,1565,8100,26/12/2012 22:38:51
786223,1410,8983,1831,6995,27/11/1982 03:31:18
98122,1411,3275,5366,5394,04/07/2004 16:18:40
915632,1412,2290,7955,4976,10/05/2008 08:28:01
41033,1413,1275,4172,9354,26/04/1991 00:18:35
120833,1414,6468,2331,2971,24/10/1983 18:02:39
830711,1415,2911,5382,9446,03/10/1989 17:21:18
394238,1416,3007,1322,1105,14/12/1994 14:06:13
270507,1417,3947,6380,5511,22/08/1985 18:27:05
496432,1418,8234,3314,1956,09/02/1986 04:05:54
54788,1419,4846,9194,2996,02/04/1982 01:01:04
103611,1420,7217,3539,2529,22/10/2014 00:53:07
874372,1421,7417,6644,1510,09/05/1999 21:36:05
10331,1422,1862,9724,7778,07/08/2000 18:22:06
325957,1423,6485,2277,4448,23/07/1994 17:35:51
872343,1424,7903,7618,2795,21/02/1984 08:10:37
617665,1425,3777,6014,2202,15/03/1990 15:31:46
821040,1426,2562,2891,8420,30/01/1984 08:37:44
965246,1427,8179,9422,5147,08/03/2011 16:36:42
801713,1428,5250,5608,7334,01/09/1987 10:37:34
239461,1429,4905,9540,6339,31/10/2009 18:04:51
105961,1430,1049,2987,6879,08/09/1994 00:39:35
789294,1431,7614,3442,7542,17/08/2006 14:02:45
68560,1432,4373,4287,3697,22/07/2014 12:29:43
937881,1433,9253,8411,5188,16/02/2005 21:44:49
756708,1434,7202,7259,4247,14/09/1984 23:18:25
363240,1435,5278,3322,5341,10/08/1983 22:48:41
492711,1436,9663,3270,1874,12/05/1983 19:32:30
487245,1437,7412,2006,4648,09/10/2002 12:53:02
881288,1438,4583,6384,6813,28/04/1993 06:57:15
443823,1439,9598,9008,8586,15/12/2009 09:30:40
972170,1440,2901,1104,1989,15/04/2004 09:00:49
949746,1441,7027,3904,1612,10/01/2017 08:58:29
459795,1442,5223,3811,6049,13/04/2003 23:47:11
331933,1443,5487,1935,8640,17/01/1991 00:13:21
87844,1444,7780,7995,8309,21/04/1999 07:17:56
526654,1445,8242,9143,2406,16/07/2016 07:41:29
588815,1446,8871,1701,5796,09/04/1980 09:49:21
616259,1447,3104,7497,9893,07/09/1994 11:17:07
103068,1448,4192,3329,9397,21/05/2005 00:48:58
841938,1449,5748,3244,8403,09/12/2013 00:20:16
786778,1450,9667,3523,3205,21/10/2016 21:02:47
221080,1451,2595,4713,7842,08/01/2016 07:37:18
953530,1452,8698,1451,9340,17/10/1998 22:22:17
6713,1453,9301,1787,5868,10/02/2014 11:25:34
579135,1454,4562,7693,1407,09/06/2004 00:08:06
321522,1455,6773,6212,8945,05/12/2017 10:44:49
634585,1456,5230,8889,2890,04/01/1995 21:27:58
600862,1457,1492,1644,7334,01/02/2022 15:06:12
448436,1458,4439,8512,3363,22/11/2021 03:59:24
126010,1459,1399,7791,6373,02/06/1985 02:35:07
372072,1460,8628,6967,2696,19/11/2006 01:48:49
889531,1461,9671,3591,7373,03/04/1987 09:10:37
737374,1462,9472,1654,4896,15/10/1980 22:39:39
125388,1463,6833,3697,3513,20/12/1985 15:51:04
131892,1464,2788,8734,5430,31/08/1982 05:52:11
75161,1465,3396,1272,3767,11/10/2008 09:46:15
509731,1466,9359,6520,4479,15/12/2015 19:55:07
523092,1467,1367,4989,6439,01/04/2003 06:13:03
683091,1468,5107,1838,3611,03/08/1986 02:06:50
19910,1469,7206,7501,5653,13/06/2018 19:30:53
485073,1470,7605,6595,4484,26/03/2003 00:35:12
41192,1471,8332,8769,6327,19/12/2016 18:53:02
121576,1472,6387,9950,2885,04/07/2006 03:48:22
793893,1473,7453,8257,6153,27/08/1985 13:25:44
298498,1474,5918,3995,5083,30/11/2014 10:11:26
704376,1475,4609,3735,2586,06/09/1999 12:10:09
243555,1476,4570,9755,6614,13/01/1999 04:13:53
925854,1477,1592,5128,7348,08/05/2003 02:25:44
332132,1478,6295,9715,6777,03/01/2012 15:03:26
819383,1479,7520,4634,6631,14/09/2019 03:53:31
182973,1480,7961,9779,7711,09/06/1990 04:52:10
432152,1481,9462,3231,1062,10/04/1991 08:34:37
853515,1482,2354,6146,6958,20/10/2017 09:43:15
197717,1483,7512,1585,5888,22/03/1982 10:31:39
705259,1484,2701,5646,6466,10/04/1980 12:29:48
674956,1485,1694,3919,5038,23/11/1991 22:05:08
752249,1486,8892,3545,8067,15/06/1985 03:58:34
647493,1487,2897,2814,1142,09/11/2012 16:49:11
454218,1488,3707,5492,1671,13/05/1993 20:22:58
843177,1489,2566,2298,9393,07/10/2015 04:50:02
133812,1490,7514,4130,6806,26/10/1982 04:36:36
191798,1491,5272,4280,2203,20/03/1986 12:50:16
345159,1492,3655,7060,4956,04/08/2006 03:06:41
104628,1493,6315,6558,2135,04/01/2010 21:09:03
891387,1494,2945,3816,8150,08/01/2012 19:47:13
687341,1495,6774,6906,4185,10/02/2006 07:22:14
382608,1496,7319,8861,4940,19/11/1985 02:02:04
889739,1497,2659,9332,1177,26/05/2018 06:16:06
188203,1498,8203,4988,9051,22/10/2001 20:30:14
214438,1499,3641,4306,4863,22/04/1982 15:53:26
395537,1500,8205,7648,4644,31/03/2019 19:36:17
499390,1501,5146,4587,8713,25/07/1993 12:14:30
140266,1502,8155,7315,7754,01/06/2002 02:51:40
886179,1503,5765,7012,2260,23/11/1999 03:06:57
956530,1504,6778,4862,1784,26/11/2010 07:04:57
481500,1505,4952,7214,1549,24/04/1987 15:57:50
666482,1506,1250,4266,5748,16/03/1985 05:07:33
88510,1507,2970,1200,6892,17/02/1990 02:02:08
649025,1508,3978,5878,1786,13/05/2003 02:05:07
544655,1509,5520,3978,8250,20/01/2010 17:53:04
416134,1510,7762,2428,3731,22/12/1983 06:16:33
34253,1511,7353,1765,2664,10/07/1988 11:35:17
964683,1512,1028,2157,5070,19/08/2016 15:45:03
137783,1513,6818,7391,2678,01/05/1992 20:48:11
704179,1514,7106,6430,7243,16/01/1996 14:40:04
369505,1515,3863,4827,2005,30/08/2003 06:14:51
691503,1516,3447,3896,7789,10/06/1995 01:15:38
910980,1517,5819,6909,7965,25/12/2019 03:38:28
60182,1518,4157,7982,4028,28/07/1996 15:05:51
397693,1519,3475,4246,2669,10/07/2008 04:15:05
649837,1520,8652,9211,8458,06/07/2019 20:59:02
809254,1521,4952,8975,6857,05/05/1981 23:45:53
824504,1522,5513,1531,4586,12/01/2019 17:38:04
842703,1523,7167,8754,8327,21/10/1980 13:00:14
341272,1524,9528,2782,1916,19/03/1993 22:45:22
388563,1525,8416,8609,6709,09/06/1989 09:53:12
640389,1526,3661,2764,8542,23/03/1986 19:31:54
418500,1527,4379,7564,6634,04/02/1991 12:52:42
407901,1528,4283,5789,5873,15/08/2006 13:58:07
932637,1529,1858,8012,1276,31/03/1990 21:39:33
659120,1530,4295,8831,2450,16/09/2014 22:16:40
834009,1531,2772,2841,3501,06/04/1982 10:29:55
415607,1532,4964,4352,2261,22/04/2003 08:28:13
23962,1533,4271,4306,5360,22/01/2009 10:56:28
160871,1534,9420,9525,5409,06/02/2000 10:32:16
128625,1535,2543,3347,5588,10/09/1984 04:18:24
210958,1536,4399,6467,4596,03/10/1998 03:08:34
684503,1537,5920,3769,7467,05/08/1997 09:56:43
808254,1538,8021,6961,4167,20/01/2014 06:00:02
132679,1539,7664,8946,4103,07/08/2002 11:15:48
280329,1540,3134,2606,6953,27/02/1994 15:30:41
520923,1541,7698,2555,6060,21/09/2016 03:38:40
874758,1542,4404,2396,5860,25/03/2012 13:39:45
369677,1543,1030,1095,8324,09/03/2009 15:47:01
721358,1544,7785,4996,5201,22/06/2014 00:34:21
529362,1545,9552,4740,2182,26/12/1982 06:56:30
693013,1546,6913,7696,5609,02/09/1999 05:10:58
981921,1547,3747,7294,9591,12/01/2010 19:03:33
87253,1548,5584,6002,1470,10/08/2005 17:47:32
460133,1549,4538,8978,3032,08/02/1994 14:50:02
361463,1550,6285,8257,8756,13/07/1990 13:00:33
544148,1551,5292,4880,7050,27/01/2012 08:35:37
568016,1552,6446,7239,1539,20/08/1997 07:00:25
499701,1553,7436,1455,5954,07/02/2018 07:20:58
313100,1554,5883,7476,2832,14/08/1996 19:40:25
997699,1555,2179,3478,8425,07/08/1997 17:47:37
311430,1556,7560,2821,6665,21/06/1983 19:48:01
420761,1557,3706,7158,9626,03/10/2000 23:49:53
960716,1558,6493,5753,7287,09/09/2021 12:26:49
140749,1559,3341,6009,6323,10/08/1995 00:11:37
86889,1560,8787,9191,2514,18/05/2006 07:04:12
862596,1561,7951,8153,1143,24/06/2002 22:11:33
575372,1562,5901,9740,4774,09/05/2003 12:35:22
874791,1563,9910,9203,9111,04/10/1986 00:44:15
146680,1564,2098,4731,7706,29/12/2022 04:26:00
925555,1565,9616,5713,8533,22/08/2010 17:34:10
956215,1566,1850,7834,6491,25/09/2004 12:21:05
596867,1567,7482,2185,4086,07/02/1999 15:15:04
84556,1568,2781,8553,8001,18/02/2017 12:05:43
568896,1569,7624,4091,1871,05/02/2018 10:07:42
741070,1570,4522,1628,2323,28/11/2018 19:05:28
53524,1571,3326,3533,3909,04/07/1992 10:17:59
243936,1572,2004,2923,6495,08/12/1993 17:04:10
221667,1573,3618,9246,8152,28/07/2000 10:21:08
449082,1574,3971,1857,6561,10/08/2019 14:49:36
841201,1575,5524,3279,6306,10/01/2015 07:52:31
964815,1576,6574,1430,4483,16/10/1980 16:06:53
866342,1577,3744,4426,7470,23/10/2015 20:36:07
296153,1578,7248,4431,2242,21/11/1998 05:17:18
870892,1579,4200,8118,6614,27/07/2001 11:52:11
966202,1580,3897,9721,8485,20/01/2009 16:23:32
190248,1581,9741,7074,1461,25/07/1987 13:09:47
85171,1582,9207,3859,7576,24/12/2012 08:04:33
373096,1583,8046,7208,4361,08/01/1997 01:20:11
85410,1584,2363,8934,3910,06/09/1984 22:01:21
371514,1585,8629,7966,3755,20/11/1981 22:47:57
618712,1586,7537,7736,4565,20/02/2009 06:44:28
122061,1587,1619,2481,2187,16/01/2002 22:29:44
101769,1588,2049,6936,8399,20/10/2016 20:32:14
273986,1589,6008,8847,2978,30/05/2020 08:14:53
387839,1590,6333,4339,9944,20/12/1992 19:05:58
517063,1591,1645,5597,6526,06/04/1998 17:11:20
188444,1592,2333,5675,3153,13/02/1988 16:53:01
699067,1593,8883,3707,7136,21/06/2014 10:08:41
508337,1594,3242,7069,3001,10/01/2020 20:07:39
969288,1595,2304,2204,9013,24/03/2015 21:18:30
153046,1596,1770,2348,7649,28/02/1986 16:06:25
84967,1597,6552,2796,5167,11/07/2022 19:13:53
308957,1598,3495,3992,4176,08/02/2019 11:44:46
205027,1599,1220,8013,1281,18/06/2019 23:53:34
419737,1600,2256,8647,7554,16/01/2000 13:25:00
844581,1601,5499,9142,3164,25/06/1993 13:11:40
685856,1602,2474,2878,3453,11/07/2017 20:41:00
697528,1603,8554,1839,4383,04/06/2022 06:40:46
443894,1604,2130,4149,5138,01/12/1981 01:19:13
954254,1605,7210,7552,4150,10/02/1990 21:26:38
16362,1606,1097,4487,2516,10/04/2020 21:45:38
314284,1607,7758,4501,2368,15/05/2004 20:05:07
238631,1608,6622,5821,5716,11/09/2008 20:19:05
602916,1609,9956,1015,1873,21/06/2010 19:18:18
377568,1610,3939,7960,9190,11/03/1999 08:19:03
568115,1611,7423,8149,6098,03/01/1984 18:22:19
748012,1612,6166,3266,3697,12/04/1997 16:39:57
270648,1613,4570,5627,3784,23/01/1984 01:17:44
622352,1614,8149,4646,4925,05/05/2013 10:36:25
424049,1615,3587,5921,2603,06/06/2014 11:20:32
804111,1616,6700,2557,5635,03/05/2008 22:20:52
921356,1617,3868,9605,5528,24/11/2013 14:58:08
728616,1618,1572,9749,7668,29/01/2011 04:11:19
556130,1619,9877,8068,7108,10/11/2007 17:39:07
465220,1620,2095,9067,3561,23/09/1991 12:09:10
896216,1621,9581,5216,4826,24/05/2000 06:30:10
647529,1622,8345,1081,3026,17/07/2005 07:20:41
196698,1623,3137,6487,7890,11/04/2009 13:49:27
577660,1624,6420,5774,6294,10/10/1999 21:15:51
50027,1625,1635,2990,6095,10/01/1995 12:01:53
115818,1626,4386,1510,5440,30/10/1996 17:22:03
969329,1627,4627,4333,1664,12/10/2014 00:46:49
608681,1628,4000,9894,6248,01/05/1997 15:19:14
393074,1629,6464,1325,7931,03/01/1999 01:37:14
813161,1630,4844,9113,2697,16/08/2011 02:43:06
154704,1631,7025,8385,6651,02/04/2011 12:00:27
890420,1632,3944,8735,4742,31/12/2006 20:54:24
249386,1633,8289,9189,3964,23/10/1984 08:16:57
998547,1634,5191,1788,1171,27/07/1992 17:16:12
511148,1635,4775,3521,4736,15/05/2013 05:49:34
2560,1636,9702,9523,9001,05/10/1994 17:39:21
178197,1637,6172,7056,4538,28/11/2015 00:55:12
161196,1638,6401,7045,3484,11/11/2021 10:59:23
138913,1639,4178,7667,7077,23/02/1983 03:36:24
31908,1640,5345,2143,2283,26/06/1995 11:16:14
734762,1641,9749,4376,8730,03/08/2000 04:10:32
762634,1642,3329,1212,1458,10/02/1980 20:17:40
647176,1643,6511,6990,3150,09/10/2012 16:24:12
751010,1644,2608,9357,2936,17/10/1991 07:43:23
441602,1645,7582,9904,6851,29/11/1982 04:57:49
685259,1646,9623,4234,7035,23/07/2011 22:30:38
935677,1647,8939,8676,1327,22/12/2003 19:40:36
959873,1648,6933,7749,6519,01/01/2010 15:29:04
14143,1649,6048,4591,1350,11/06/2002 05:28:21
38520,1650,4055,5152,6505,11/02/2006 17:25:36
60971,1651,7898,1315,4583,01/11/1985 11:01:03
525865,1652,7865,4907,5554,01/12/2000 23:51:03
650590,1653,8268,4977,5776,30/09/1994 11:40:25
327065,1654,1623,3951,7837,16/04/1983 21:30:37
578080,1655,4082,6857,9700,23/03/2016 10:15:44
65011,1656,8441,2316,9169,24/12/2002 23:45:58
904496,1657,4896,4320,8689,28/07/1992 02:52:10
903761,1658,8517,9771,7031,03/07/2019 02:02:38
164596,1659,6302,8434,1244,22/07/2004 03:09:56
175257,1660,9473,2801,2034,18/08/1993 03:00:50
811244,1661,8966,4920,8137,14/12/1991 21:28:02
453254,1662,1050,4881,7400,24/11/2000 06:51:34
509296,1663,7368,9106,5829,20/09/2018 15:30:06
849917,1664,2262,3369,5939,18/12/2019 07:23:14
613917,1665,4493,6735,6703,03/02/2022 01:05:51
823946,1666,1261,9300,2421,10/04/2013 05:24:47
14888,1667,7204,3319,7644,01/12/1982 12:54:15
330774,1668,9855,1432,1623,26/03/2006 14:32:23
785762,1669,1036,9060,2358,24/08/2003 11:04:01
853431,1670,6329,6701,9899,16/11/2001 16:37:26
88975,1671,3394,4062,4792,26/12/1990 09:37:58
955163,1672,1118,1137,5114,15/10/2016 03:34:46
309224,1673,3103,8983,2107,30/09/1998 16:33:49
994032,1674,9134,4485,3478,24/01/1986 07:17:04
833849,1675,6035,9150,9047,23/01/1997 18:33:11
673329,1676,5115,2628,1840,11/08/1997 11:25:46
532100,1677,1987,2325,7582,06/09/1998 14:47:37
375337,1678,3707,8485,1130,08/04/1990 17:46:36
578218,1679,9855,5701,6768,23/06/1988 13:13:36
295820,1680,5327,7579,7009,16/01/2023 05:53:30
161863,1681,6928,7131,6685,29/10/2006 08:14:51
696449,1682,7428,3749,9482,25/08/1997 08:05:52
852678,1683,9847,1595,1581,27/01/2008 12:30:03
447004,1684,1106,3693,9518,04/05/1994 20:16:42
885791,1685,5066,8770,1656,11/03/2014 00:14:21
417857,1686,5330,3291,4975,04/11/1989 22:35:29
930980,1687,6476,9266,1054,05/06/1998 14:50:00
70511,1688,9295,1654,1379,18/02/1985 03:03:10
97849,1689,1719,6573,6790,02/07/2014 14:04:06
529185,1690,9933,7436,1996,25/10/2000 05:46:28
227906,1691,2770,1076,6642,12/12/2003 19:18:20
682634,1692,5822,9773,7895,25/11/2009 21:32:47
622543,1693,5028,6171,2524,20/01/2016 19:05:07
622640,1694,1242,6585,1284,18/10/2015 17:31:51
512553,1695,2254,8016,2102,12/07/2001 10:19:18
448390,1696,9101,3958,6358,03/10/2003 18:02:28
49528,1697,1322,8269,3493,07/09/1998 22:12:13
360826,1698,9304,4087,6953,01/07/1990 22:28:57
153778,1699,6228,2095,5737,25/09/1982 04:50:59
378922,1700,3088,5757,9068,28/04/2011 06:58:29
457404,1701,8630,7946,4544,21/05/1984 15:40:23
232248,1702,1988,6148,1669,29/05/2000 13:44:35
749763,1703,7280,9415,2522,22/08/1995 12:48:13
89273,1704,7407,4970,2431,24/01/2017 00:12:53
948151,1705,7335,9905,1757,03/10/1984 08:38:27
177849,1706,7616,8233,2443,05/07/1995 10:03:28
403111,1707,5896,6732,7962,05/05/1985 20:59:42
485434,1708,3940,8194,8104,14/03/1990 02:26:37
950695,1709,7320,9575,5611,17/09/1980 09:44:05
507856,1710,1178,1912,4927,01/11/2021 00:10:39
712328,1711,2044,1272,1450,08/09/2008 00:18:25
976551,1712,7007,2507,5783,22/05/2011 06:38:33
843090,1713,2148,1189,6415,09/02/1999 15:40:42
542946,1714,7230,5787,3836,15/01/1990 22:17:51
851435,1715,5072,6777,4110,03/12/1994 22:53:08
290257,1716,6758,2126,1007,24/12/2015 21:22:00
177392,1717,5904,3254,8087,02/09/2004 07:37:44
118679,1718,1391,4864,6325,05/12/1999 10:45:12
193615,1719,1352,9868,4208,02/11/1982 03:18:15
370022,1720,1102,6056,9085,12/01/2014 06:07:05
491727,1721,3819,1920,4146,01/03/2000 14:41:13
807404,1722,2622,4271,1232,22/10/1984 10:40:16
201775,1723,9812,3775,4153,31/03/2012 11:37:56
477798,1724,8912,8767,8623,22/03/2018 18:57:47
717691,1725,6534,3378,5722,09/01/1988 19:56:12
17898,1726,6353,8722,7028,03/07/2016 04:08:24
89605,1727,8560,9898,7606,24/03/1992 09:06:59
275681,1728,8654,5828,4606,30/01/2000 11:15:07
964516,1729,4156,5003,2323,14/09/2003 10:25:45
408644,1730,3803,7152,8210,08/11/1987 09:16:25
222347,1731,5027,8486,7318,05/04/1997 08:25:04
419298,1732,2316,4341,1400,30/09/1980 19:51:25
905816,1733,9164,3521,3536,13/11/1982 01:13:54
814277,1734,1924,6367,7883,05/05/1987 07:32:53
55969,1735,1148,3426,5845,03/01/1988 19:19:45
49883,1736,2497,4414,4299,05/02/2014 08:26:09
295046,1737,5415,4745,2026,06/06/1999 01:01:38
976810,1738,5134,6377,8255,26/12/2020 22:06:45
33810,1739,6442,8656,9818,15/07/2012 07:03:22
248447,1740,6034,9586,7277,17/06/1986 13:22:28
319138,1741,4630,4594,7411,20/09/2017 06:31:09
240040,1742,3221,9348,7258,28/03/1987 07:03:24
565824,1743,7515,7933,7506,10/11/2020 11:18:56
79580,1744,5083,9507,9238,09/07/2014 12:17:40
390471,1745,8609,6311,1553,03/03/2010 16:38:50
150820,1746,7603,8617,1104,01/09/2020 09:55:00
181331,1747,1100,5848,8486,04/03/2015 03:27:25
954360,1748,8015,3222,3834,12/11/2010 02:02:32
45125,1749,1479,8073,9051,02/05/1985 17:44:25
192049,1750,1034,8395,1379,03/09/1988 17:40:15
636779,1751,1564,6592,6193,26/11/1987 19:42:22
777341,1752,4741,1062,2085,05/08/2004 07:03:31
247667,1753,9776,6767,4105,09/08/1984 17:26:44
148478,1754,9746,7904,3128,23/02/2017 04:47:18
514266,1755,1833,4761,3940,09/05/1992 14:15:22
317587,1756,5211,9826,8313,21/10/2006 11:24:27
289781,1757,6524,1383,6398,25/11/1987 03:33:31
849231,1758,4990,6666,9036,27/11/1998 11:46:01
341752,1759,2449,7860,4412,25/03/1995 12:14:00
917664,1760,4773,2591,6775,06/11/2001 12:16:58
463909,1761,1605,8110,1868,02/09/1992 19:04:56
683840,1762,2082,3504,1251,13/03/1991 07:21:33
241819,1763,7532,3434,2716,20/12/2005 01:21:40
108993,1764,6756,8972,5072,19/04/2014 11:43:11
756387,1765,4684,2141,4332,09/03/2011 05:18:42
796849,1766,2775,4659,5965,25/07/1985 17:51:36
820788,1767,8643,3312,3083,03/09/2020 02:59:48
236325,1768,8927,7577,1561,30/12/2002 09:32:32
9937,1769,5766,9967,4693,04/06/1997 10:15:07
698080,1770,8005,2955,2420,22/09/1980 14:12:49
237869,1771,6620,4312,5162,27/11/2018 15:00:19
594463,1772,5693,8555,4543,08/05/1993 00:26:14
