order_item_id,order_id,product_name,quantity,unit_price
2721,285,Product 67,7,77.28
2722,488,Product 48,6,48.5
2723,398,Product 91,5,30.14
2724,581,Product 63,3,60.83
2725,231,Product 92,5,69.96
2726,110,Product 34,6,96.79
2727,895,Product 28,5,79.8
2728,885,Product 9,1,23.15
2729,538,Product 7,3,12.26
2730,418,Product 32,3,13.0
2731,990,Product 51,4,28.33
2732,621,Product 48,8,65.6
2733,920,Product 64,7,54.31
2734,310,Product 96,7,95.04
2735,512,Product 34,8,23.79
2736,529,Product 42,2,10.4
2737,134,Product 48,6,87.82
2738,146,Product 90,6,31.22
2739,577,Product 37,1,79.03
2740,412,Product 56,2,55.94
2741,131,Product 4,3,30.2
2742,249,Product 59,9,45.2
2743,447,Product 11,4,39.38
2744,987,Product 17,9,63.06
2745,66,Product 61,3,53.82
2746,774,Product 3,2,81.26
2747,397,Product 22,6,69.36
2748,131,Product 2,5,18.45
2749,501,Product 70,8,62.78
2750,654,Product 18,4,17.09
2751,502,Product 46,1,29.21
2752,650,Product 58,8,73.42
2753,629,Product 18,9,94.66
2754,753,Product 18,7,87.53
2755,355,Product 92,3,95.66
2756,851,Product 79,3,30.19
2757,781,Product 23,4,13.33
2758,30,Product 37,2,47.64
2759,859,Product 30,1,16.34
2760,432,Product 17,5,42.13
2761,156,Product 66,1,60.95
2762,909,Product 80,8,50.55
2763,722,Product 59,4,54.49
2764,131,Product 61,3,28.25
2765,342,Product 25,3,51.52
2766,424,Product 89,3,50.38
2767,870,Product 16,9,11.56
2768,8,Product 79,5,71.31
2769,384,Product 100,6,16.41
2770,333,Product 47,10,45.19
2771,70,Product 39,10,27.79
2772,481,Product 1,7,64.92
2773,204,Product 87,8,69.81
2774,734,Product 99,7,33.24
2775,29,Product 62,1,45.44
2776,931,Product 25,1,51.19
2777,105,Product 50,1,72.84
2778,380,Product 30,5,31.38
2779,532,Product 20,9,29.93
2780,559,Product 27,5,68.3
2781,195,Product 64,5,85.78
2782,533,Product 63,2,48.68
2783,967,Product 92,5,67.12
2784,318,Product 78,10,56.85
2785,413,Product 64,5,26.24
2786,954,Product 38,9,47.26
2787,467,Product 46,4,33.95
2788,609,Product 48,8,50.2
2789,2,Product 30,9,14.34
2790,714,Product 94,6,92.43
2791,156,Product 24,6,10.13
2792,396,Product 36,10,40.97
2793,829,Product 68,7,38.6
2794,770,Product 14,2,56.57
2795,94,Product 25,4,81.63
2796,181,Product 43,2,88.22
2797,86,Product 4,8,22.75
2798,130,Product 86,3,81.87
2799,880,Product 17,10,59.93
2800,620,Product 90,8,75.31
2801,897,Product 89,3,57.59
2802,533,Product 87,6,40.2
2803,692,Product 78,10,30.2
2804,291,Product 69,4,85.44
2805,267,Product 100,8,60.42
2806,787,Product 38,3,17.2
2807,328,Product 35,6,39.77
2808,812,Product 12,4,37.29
2809,142,Product 88,3,58.15
2810,598,Product 100,9,84.67
2811,173,Product 93,6,10.14
2812,24,Product 9,4,21.14
2813,643,Product 21,1,48.01
2814,806,Product 98,10,93.88
2815,910,Product 86,9,77.27
2816,795,Product 85,4,43.23
2817,566,Product 61,7,48.14
2818,407,Product 23,7,96.28
2819,877,Product 87,9,21.99
2820,1,Product 83,10,97.74
2821,438,Product 29,10,91.16
2822,463,Product 92,8,58.69
2823,253,Product 7,1,35.17
2824,20,Product 99,8,64.96
2825,971,Product 67,1,18.25
2826,343,Product 45,8,96.83
2827,389,Product 16,8,53.52
2828,774,Product 19,8,44.61
2829,716,Product 53,2,53.33
2830,64,Product 9,3,34.52
2831,585,Product 56,7,66.99
2832,826,Product 61,2,59.73
2833,970,Product 64,10,87.5
2834,262,Product 73,8,89.28
2835,777,Product 60,2,74.84
2836,230,Product 49,1,20.96
2837,352,Product 70,4,64.5
2838,589,Product 83,1,37.84
2839,619,Product 37,6,72.77
2840,261,Product 57,9,39.37
2841,544,Product 84,1,87.87
2842,743,Product 60,8,55.14
2843,505,Product 43,2,54.71
2844,590,Product 34,1,35.43
2845,372,Product 83,6,54.84
2846,780,Product 45,1,46.23
2847,682,Product 91,1,31.95
2848,251,Product 39,8,64.79
2849,844,Product 99,7,29.79
2850,294,Product 25,9,24.19
2851,216,Product 92,3,74.01
2852,426,Product 100,4,43.8
2853,580,Product 75,2,89.57
2854,888,Product 9,9,21.11
2855,801,Product 42,1,20.75
2856,929,Product 39,9,16.4
2857,857,Product 11,4,13.06
2858,754,Product 33,5,62.46
2859,558,Product 13,2,75.98
2860,168,Product 35,10,54.5
2861,489,Product 71,1,26.05
2862,77,Product 62,5,24.82
2863,341,Product 79,9,13.03
2864,286,Product 30,7,96.41
2865,209,Product 89,9,83.48
2866,803,Product 57,1,46.67
2867,903,Product 6,7,10.75
2868,283,Product 78,2,83.47
2869,202,Product 53,9,47.03
2870,212,Product 29,3,99.11
2871,521,Product 73,7,55.75
2872,313,Product 42,7,31.27
2873,657,Product 51,4,35.04
2874,339,Product 82,3,28.18
2875,403,Product 68,9,53.26
2876,866,Product 89,1,37.26
2877,173,Product 29,2,52.2
2878,951,Product 71,8,57.0
2879,247,Product 29,1,96.21
2880,141,Product 94,9,55.76
2881,711,Product 63,4,95.87
2882,423,Product 41,5,45.8
2883,110,Product 92,8,81.64
2884,196,Product 84,4,26.97
2885,627,Product 77,9,98.33
2886,818,Product 76,5,76.38
2887,319,Product 94,5,28.7
2888,691,Product 60,2,48.84
2889,978,Product 23,7,75.93
2890,129,Product 89,9,80.0
2891,194,Product 35,6,81.27
2892,348,Product 92,9,97.88
2893,966,Product 37,9,77.62
2894,13,Product 3,8,32.35
2895,82,Product 44,2,53.55
2896,588,Product 14,4,84.43
2897,960,Product 13,7,21.0
2898,693,Product 23,1,49.17
2899,633,Product 65,6,65.74
2900,994,Product 33,5,69.44
2901,666,Product 95,3,93.26
2902,683,Product 11,2,76.44
2903,841,Product 2,8,57.43
2904,762,Product 34,7,13.21
2905,426,Product 32,9,13.78
2906,432,Product 27,1,72.71
2907,835,Product 75,7,37.45
2908,850,Product 55,5,45.27
2909,377,Product 95,2,30.38
2910,857,Product 4,8,39.24
2911,90,Product 42,2,33.58
2912,161,Product 33,7,43.17
2913,579,Product 22,10,74.66
2914,446,Product 98,1,68.0
2915,2,Product 100,6,82.06
2916,653,Product 66,4,98.46
2917,542,Product 27,4,32.96
2918,993,Product 66,7,56.4
2919,541,Product 39,7,20.21
2920,308,Product 96,9,44.73
2921,793,Product 77,3,97.58
2922,180,Product 50,4,19.86
2923,609,Product 45,6,62.83
2924,141,Product 78,8,81.81
2925,666,Product 61,10,75.82
2926,355,Product 97,8,92.48
2927,183,Product 74,6,14.74
2928,457,Product 100,4,14.27
2929,892,Product 89,7,66.79
2930,205,Product 47,9,53.46
2931,189,Product 50,7,57.46
2932,839,Product 80,9,64.61
2933,891,Product 67,2,45.68
2934,421,Product 14,4,78.7
2935,604,Product 90,2,20.55
2936,237,Product 92,6,98.31
2937,963,Product 52,1,20.28
2938,40,Product 24,6,22.52
2939,983,Product 13,1,30.18
2940,508,Product 1,4,24.81
2941,294,Product 96,3,66.6
2942,68,Product 50,6,98.38
2943,690,Product 88,10,97.4
2944,957,Product 93,4,19.01
2945,827,Product 73,2,29.0
2946,541,Product 19,2,32.09
2947,984,Product 97,10,53.74
2948,639,Product 80,7,74.84
2949,723,Product 58,8,77.12
2950,819,Product 34,8,16.28
2951,164,Product 75,6,80.11
2952,375,Product 65,2,41.38
2953,578,Product 29,10,18.57
2954,177,Product 97,6,18.57
2955,843,Product 36,5,36.7
2956,731,Product 46,8,35.67
2957,679,Product 10,9,57.66
2958,426,Product 86,10,52.09
2959,257,Product 26,3,13.49
2960,589,Product 32,6,26.0
2961,714,Product 9,4,75.84
2962,825,Product 65,1,88.0
2963,22,Product 20,9,76.62
2964,614,Product 61,1,99.6
2965,714,Product 27,7,44.57
2966,390,Product 36,5,73.77
2967,531,Product 17,8,12.53
2968,663,Product 19,2,38.97
2969,430,Product 77,9,61.97
2970,823,Product 59,1,95.3
2971,446,Product 16,2,13.9
2972,831,Product 15,7,76.14
2973,984,Product 44,8,62.98
2974,51,Product 70,7,67.16
2975,7,Product 55,6,35.31
2976,841,Product 47,5,46.17
2977,279,Product 28,7,60.44
2978,812,Product 72,1,28.77
2979,813,Product 97,8,58.03
2980,67,Product 23,1,33.54
2981,99,Product 85,1,52.57
2982,721,Product 32,6,62.66
2983,601,Product 63,7,48.85
2984,894,Product 32,4,93.53
2985,356,Product 43,3,42.99
2986,56,Product 21,1,19.86
2987,922,Product 35,8,71.68
2988,201,Product 2,9,15.68
2989,936,Product 97,10,39.31
2990,611,Product 13,2,49.7
2991,202,Product 59,10,27.25
2992,237,Product 30,3,78.1
2993,842,Product 45,2,66.87
2994,503,Product 76,6,45.21
2995,618,Product 5,9,20.31
2996,323,Product 95,3,30.03
2997,477,Product 19,2,57.81
2998,344,Product 65,9,60.88
2999,908,Product 35,9,37.59
3000,432,Product 24,3,36.31
3001,96,Product 88,7,19.8
3002,118,Product 48,9,64.86
3003,292,Product 99,3,13.92
3004,828,Product 72,4,72.98
3005,862,Product 80,3,26.33
3006,458,Product 77,9,60.33
3007,826,Product 19,4,48.64
3008,815,Product 30,1,46.48
3009,595,Product 70,2,87.89
3010,910,Product 8,4,77.87
3011,133,Product 86,5,46.88
3012,990,Product 59,5,32.39
3013,30,Product 20,9,89.43
3014,707,Product 10,10,82.22
3015,243,Product 14,5,31.54
3016,391,Product 10,1,49.02
3017,689,Product 34,7,12.81
3018,379,Product 32,4,41.17
3019,673,Product 37,3,82.84
3020,980,Product 49,10,78.33
3021,419,Product 18,5,79.88
3022,527,Product 59,2,11.45
3023,348,Product 23,5,97.54
3024,139,Product 25,10,43.33
3025,753,Product 66,9,20.99
3026,882,Product 39,9,11.47
3027,695,Product 55,3,62.34
3028,152,Product 15,5,68.53
3029,168,Product 13,10,69.82
3030,576,Product 69,3,95.11
3031,859,Product 64,8,74.54
3032,228,Product 17,3,75.69
3033,551,Product 4,8,65.34
3034,355,Product 65,1,84.4
3035,547,Product 7,6,26.83
3036,80,Product 79,9,62.26
3037,6,Product 91,9,79.11
3038,207,Product 8,3,55.84
3039,571,Product 3,6,12.74
3040,553,Product 71,6,33.83
3041,801,Product 65,1,88.53
3042,972,Product 44,7,46.48
3043,357,Product 49,7,40.41
3044,666,Product 75,1,53.24
3045,674,Product 66,4,65.26
3046,219,Product 43,1,46.81
3047,563,Product 18,1,47.72
3048,477,Product 32,10,83.08
3049,727,Product 50,9,86.29
3050,136,Product 40,10,54.07
3051,168,Product 5,1,29.36
3052,429,Product 41,7,64.59
3053,44,Product 12,10,82.34
3054,741,Product 33,8,98.84
3055,919,Product 15,4,47.42
3056,358,Product 26,7,67.77
3057,505,Product 62,4,94.72
3058,525,Product 56,8,76.8
3059,488,Product 76,9,95.01
3060,319,Product 20,10,75.71
3061,599,Product 94,8,50.66
3062,403,Product 3,1,56.01
3063,526,Product 13,5,55.89
3064,472,Product 82,2,38.77
3065,441,Product 47,4,32.87
3066,297,Product 76,8,30.42
3067,855,Product 48,6,22.69
3068,915,Product 12,7,30.7
3069,736,Product 12,2,47.43
3070,998,Product 9,3,95.7
3071,553,Product 23,4,48.44
3072,609,Product 24,7,60.59
3073,431,Product 67,2,27.85
3074,570,Product 38,3,44.85
3075,79,Product 74,8,51.33
3076,455,Product 2,9,63.31
3077,141,Product 60,5,62.95
3078,305,Product 90,10,61.3
3079,241,Product 68,10,95.35
3080,574,Product 97,2,23.25
3081,325,Product 85,4,64.07
3082,113,Product 34,6,97.74
3083,328,Product 83,2,15.23
3084,541,Product 16,7,24.46
3085,576,Product 89,5,59.21
3086,36,Product 21,6,92.75
3087,277,Product 45,10,58.47
3088,161,Product 82,4,81.39
3089,475,Product 39,2,73.5
3090,397,Product 30,6,16.72
3091,538,Product 55,10,84.8
3092,128,Product 46,9,48.06
3093,533,Product 53,8,35.93
3094,117,Product 18,10,20.29
3095,332,Product 14,6,79.79
3096,112,Product 100,10,31.4
3097,722,Product 56,10,31.92
3098,769,Product 45,3,93.04
3099,691,Product 59,3,97.16
3100,994,Product 46,5,62.74
3101,699,Product 98,1,50.4
3102,687,Product 36,9,16.07
3103,761,Product 89,3,87.21
3104,983,Product 5,8,87.83
3105,775,Product 99,6,52.44
3106,528,Product 62,8,85.34
3107,796,Product 53,5,93.41
3108,884,Product 29,2,23.36
3109,692,Product 43,7,53.57
3110,547,Product 44,4,79.14
3111,25,Product 88,3,59.36
3112,719,Product 54,9,24.17
3113,533,Product 14,10,35.5
3114,303,Product 47,3,90.02
3115,808,Product 26,5,97.49
3116,925,Product 79,9,50.9
3117,44,Product 8,9,69.38
3118,603,Product 50,1,33.48
3119,798,Product 24,10,89.88
3120,949,Product 77,9,72.47
3121,535,Product 14,3,92.47
3122,759,Product 68,6,71.06
3123,7,Product 48,3,24.31
3124,185,Product 61,7,64.98
3125,574,Product 21,5,60.42
3126,429,Product 32,3,30.24
3127,384,Product 66,2,82.85
3128,998,Product 26,5,21.76
3129,825,Product 54,4,48.26
3130,76,Product 25,4,52.56
3131,647,Product 61,9,25.4
3132,400,Product 26,1,96.54
3133,109,Product 8,6,44.03
3134,45,Product 68,1,22.08
3135,25,Product 66,6,27.79
3136,544,Product 64,7,30.85
3137,410,Product 8,6,13.57
3138,370,Product 26,5,99.35
3139,7,Product 1,8,55.78
3140,680,Product 83,6,45.43
3141,322,Product 24,2,10.29
3142,593,Product 72,7,60.23
3143,417,Product 80,9,84.09
3144,16,Product 10,6,32.07
3145,193,Product 73,2,34.8
3146,373,Product 1,6,50.92
3147,300,Product 29,8,61.63
3148,846,Product 52,4,49.36
3149,6,Product 80,8,58.44
3150,884,Product 25,3,51.52
3151,136,Product 89,4,25.0
3152,750,Product 31,6,71.68
3153,396,Product 84,6,23.29
3154,548,Product 47,4,35.95
3155,707,Product 18,2,73.13
3156,256,Product 97,1,86.84
3157,217,Product 94,5,88.98
3158,788,Product 70,10,58.39
3159,73,Product 2,4,54.78
3160,799,Product 81,7,15.25
3161,151,Product 35,8,12.52
3162,64,Product 70,5,86.29
3163,282,Product 21,4,62.06
3164,280,Product 84,10,77.21
3165,922,Product 9,7,91.56
3166,101,Product 43,2,59.96
3167,997,Product 79,9,75.73
3168,64,Product 97,6,60.98
3169,894,Product 29,5,61.48
3170,526,Product 68,3,69.88
3171,585,Product 51,3,84.5
3172,365,Product 35,5,56.95
3173,324,Product 37,1,36.26
3174,659,Product 78,2,31.15
3175,549,Product 79,2,53.95
3176,482,Product 75,6,95.26
3177,555,Product 90,3,69.53
3178,67,Product 87,2,89.53
3179,41,Product 30,3,25.16
3180,652,Product 54,1,11.62
3181,773,Product 34,9,81.9
3182,502,Product 49,6,83.41
3183,522,Product 81,7,22.39
3184,69,Product 8,9,37.51
3185,931,Product 96,8,80.42
3186,70,Product 74,8,69.57
3187,966,Product 30,6,75.49
3188,359,Product 44,4,30.64
3189,699,Product 93,6,91.81
3190,883,Product 71,9,40.82
3191,437,Product 82,9,74.25
3192,688,Product 76,3,78.29
3193,644,Product 30,6,94.71
3194,167,Product 52,5,53.74
3195,786,Product 61,5,56.17
3196,293,Product 90,10,93.69
3197,823,Product 78,3,87.9
3198,131,Product 4,5,52.39
3199,617,Product 15,10,42.25
3200,822,Product 76,7,46.31
3201,566,Product 89,6,65.39
3202,17,Product 91,1,92.41
3203,438,Product 34,1,33.18
3204,473,Product 52,4,53.85
3205,835,Product 71,9,16.09
3206,383,Product 75,7,42.01
3207,266,Product 61,7,65.48
3208,797,Product 48,7,72.94
3209,551,Product 66,8,50.77
3210,45,Product 48,4,83.11
3211,221,Product 69,8,22.85
3212,738,Product 17,6,62.67
3213,857,Product 2,7,35.53
3214,121,Product 93,10,45.22
3215,824,Product 2,2,25.15
3216,647,Product 42,5,66.74
3217,67,Product 46,1,35.46
3218,495,Product 92,1,88.48
3219,378,Product 63,4,76.28
3220,46,Product 84,5,52.9
3221,714,Product 77,6,59.07
3222,39,Product 71,8,57.8
3223,274,Product 81,2,93.99
3224,435,Product 18,6,41.8
3225,383,Product 89,2,38.2
3226,342,Product 3,2,30.42
3227,175,Product 21,1,57.61
3228,787,Product 7,2,20.65
3229,372,Product 41,5,45.09
3230,846,Product 73,7,29.14
3231,706,Product 91,4,46.67
3232,355,Product 86,4,28.83
3233,197,Product 81,4,49.47
3234,135,Product 93,10,94.23
3235,2,Product 36,4,56.3
3236,49,Product 28,5,34.71
3237,283,Product 100,9,88.56
3238,748,Product 35,7,11.01
3239,157,Product 21,4,18.42
3240,879,Product 81,7,32.36
3241,264,Product 27,2,17.2
3242,367,Product 50,2,13.3
3243,319,Product 75,4,36.3
3244,785,Product 67,5,68.37
3245,578,Product 72,3,12.23
3246,755,Product 39,4,67.12
3247,630,Product 29,6,13.31
3248,365,Product 41,7,77.98
3249,582,Product 82,1,27.71
3250,98,Product 74,4,84.14
3251,741,Product 42,8,50.09
3252,60,Product 57,2,22.14
3253,661,Product 23,5,95.53
3254,272,Product 28,7,72.49
3255,537,Product 67,9,58.72
3256,835,Product 85,7,84.79
3257,271,Product 24,2,55.3
3258,434,Product 18,5,83.04
3259,829,Product 63,2,72.32
3260,710,Product 23,10,91.32
3261,914,Product 6,9,16.94
3262,188,Product 1,6,70.98
3263,172,Product 67,4,32.79
3264,847,Product 16,7,82.83
3265,597,Product 81,3,13.67
3266,315,Product 20,3,33.45
3267,881,Product 15,10,16.36
3268,759,Product 14,6,20.95
3269,454,Product 81,10,93.82
3270,487,Product 89,6,60.85
3271,717,Product 63,1,42.7
3272,97,Product 41,5,99.78
3273,322,Product 97,7,41.72
3274,352,Product 73,2,75.79
3275,683,Product 68,9,36.82
3276,277,Product 79,1,98.96
3277,684,Product 7,5,21.32
3278,316,Product 8,1,98.23
3279,848,Product 56,6,18.97
3280,150,Product 45,6,94.24
3281,849,Product 81,3,12.62
3282,319,Product 85,1,34.47
3283,927,Product 66,3,58.95
3284,732,Product 1,7,31.79
3285,41,Product 58,5,15.7
3286,443,Product 6,5,39.76
3287,356,Product 32,2,77.15
3288,39,Product 8,10,72.23
3289,77,Product 14,6,87.38
3290,233,Product 3,6,15.88
3291,698,Product 88,10,50.11
3292,491,Product 23,7,22.74
3293,380,Product 51,2,65.16
3294,405,Product 45,2,66.07
3295,105,Product 81,9,59.14
3296,614,Product 68,2,27.18
3297,351,Product 31,3,85.11
3298,9,Product 8,1,13.48
3299,677,Product 63,6,10.88
3300,987,Product 48,8,96.22
3301,291,Product 61,1,82.29
3302,293,Product 74,7,31.2
3303,883,Product 63,1,34.47
3304,911,Product 92,8,89.71
3305,826,Product 11,1,65.31
3306,348,Product 61,4,58.41
3307,68,Product 60,1,95.52
3308,390,Product 2,4,25.47
3309,129,Product 72,6,94.0
3310,232,Product 74,6,47.8
3311,173,Product 79,1,78.38
3312,683,Product 63,10,77.81
3313,965,Product 24,7,94.66
3314,342,Product 25,10,60.65
3315,889,Product 30,9,77.29
3316,954,Product 100,7,35.87
3317,614,Product 37,8,86.88
3318,169,Product 9,10,89.12
3319,948,Product 16,5,73.53
3320,681,Product 72,5,89.43
3321,18,Product 77,4,58.28
3322,688,Product 12,7,85.85
3323,660,Product 89,5,50.13
3324,443,Product 74,9,74.7
3325,214,Product 43,4,16.35
3326,82,Product 29,3,11.05
3327,846,Product 26,7,77.5
3328,999,Product 33,10,37.32
3329,71,Product 58,3,85.61
3330,345,Product 100,4,23.24
3331,774,Product 58,5,23.98
3332,198,Product 4,5,37.76
3333,113,Product 47,2,71.77
3334,327,Product 67,10,92.96
3335,191,Product 77,7,13.94
3336,698,Product 89,10,13.19
3337,152,Product 70,10,22.92
3338,678,Product 59,9,89.58
3339,13,Product 79,6,54.0
3340,735,Product 2,10,96.23
3341,26,Product 42,3,75.73
3342,19,Product 20,5,62.26
3343,7,Product 31,9,64.73
3344,25,Product 41,8,61.78
3345,782,Product 14,7,30.55
3346,809,Product 87,2,84.4
3347,437,Product 92,2,62.48
3348,331,Product 93,2,89.88
3349,130,Product 1,4,82.27
3350,719,Product 87,5,78.12
3351,602,Product 41,3,66.58
3352,822,Product 1,1,81.64
3353,205,Product 56,4,19.62
3354,41,Product 27,2,12.75
3355,553,Product 98,4,80.53
3356,70,Product 96,9,17.2
3357,845,Product 63,6,35.99
3358,851,Product 70,8,45.48
3359,732,Product 69,3,14.06
3360,991,Product 100,1,66.35
3361,796,Product 21,3,48.84
3362,608,Product 41,9,55.73
3363,852,Product 16,3,35.0
3364,983,Product 18,4,13.42
3365,933,Product 12,5,85.26
3366,72,Product 33,4,80.61
3367,19,Product 40,4,84.11
3368,636,Product 59,6,48.42
3369,869,Product 54,7,33.12
3370,835,Product 85,9,82.96
3371,557,Product 18,9,57.58
3372,704,Product 8,7,46.97
3373,890,Product 16,3,57.09
3374,726,Product 62,8,44.89
3375,635,Product 37,5,78.27
3376,591,Product 82,7,50.1
3377,478,Product 70,3,62.52
3378,941,Product 87,10,40.59
3379,523,Product 91,3,47.58
3380,595,Product 1,1,72.0
3381,471,Product 70,4,53.74
3382,142,Product 64,1,84.25
3383,56,Product 82,9,17.35
3384,861,Product 38,10,82.39
3385,406,Product 80,4,38.62
3386,208,Product 22,6,39.97
3387,665,Product 11,8,65.54
3388,682,Product 74,2,50.27
3389,621,Product 35,7,24.09
3390,547,Product 89,2,12.17
3391,212,Product 65,3,70.64
3392,576,Product 5,3,66.77
3393,422,Product 87,2,96.0
3394,506,Product 38,5,40.8
3395,475,Product 65,6,73.38
3396,652,Product 13,10,18.96
3397,916,Product 43,2,75.25
3398,659,Product 77,4,66.86
3399,884,Product 84,6,20.82
3400,374,Product 17,7,17.96
3401,817,Product 26,2,89.48
3402,871,Product 38,4,59.11
3403,260,Product 78,5,64.45
3404,21,Product 13,8,63.12
3405,782,Product 70,1,94.55
3406,668,Product 37,3,45.52
3407,682,Product 6,10,68.02
3408,671,Product 88,3,54.32
3409,205,Product 68,4,28.09
3410,737,Product 66,5,93.65
3411,701,Product 93,1,85.09
3412,62,Product 38,7,68.5
3413,30,Product 67,7,90.88
3414,389,Product 7,6,20.48
3415,909,Product 14,5,46.59
3416,900,Product 10,3,18.57
3417,769,Product 55,6,46.85
3418,823,Product 84,9,80.91
3419,665,Product 44,10,51.88
3420,352,Product 18,10,92.25
3421,868,Product 76,9,20.53
3422,905,Product 60,3,20.47
3423,753,Product 96,2,78.12
3424,445,Product 59,8,30.01
3425,843,Product 58,5,21.28
3426,833,Product 100,6,39.27
3427,374,Product 71,3,36.45
3428,256,Product 39,9,32.11
3429,385,Product 26,1,41.49
3430,254,Product 70,9,95.56
3431,189,Product 85,6,86.68
3432,949,Product 52,2,45.57
3433,802,Product 50,8,53.01
3434,869,Product 7,6,44.28
3435,350,Product 60,7,86.63
3436,933,Product 10,9,63.76
3437,356,Product 100,7,24.33
3438,968,Product 74,10,36.96
3439,407,Product 7,3,56.21
3440,146,Product 57,10,83.66
3441,493,Product 58,2,60.65
3442,222,Product 35,2,70.58
3443,858,Product 52,4,71.6
3444,237,Product 79,10,92.63
3445,365,Product 80,3,13.19
3446,811,Product 55,9,27.38
3447,381,Product 15,10,12.4
3448,874,Product 93,1,91.93
3449,863,Product 93,9,27.53
3450,65,Product 59,5,66.78
3451,107,Product 94,7,81.23
3452,303,Product 16,2,33.6
3453,45,Product 8,3,83.11
3454,759,Product 76,5,24.69
3455,508,Product 11,4,51.75
3456,47,Product 89,4,31.07
3457,155,Product 32,6,57.89
3458,600,Product 31,3,71.52
3459,677,Product 88,8,66.61
3460,876,Product 80,8,32.59
3461,898,Product 2,8,95.12
3462,234,Product 62,10,12.21
3463,751,Product 29,2,24.47
3464,419,Product 63,4,71.84
3465,170,Product 92,4,53.41
3466,834,Product 92,5,30.21
3467,386,Product 48,6,46.41
3468,744,Product 22,6,71.45
3469,587,Product 29,10,72.28
3470,508,Product 80,1,10.81
3471,827,Product 56,9,14.64
3472,708,Product 48,7,56.1
3473,214,Product 71,4,13.78
3474,132,Product 94,4,55.83
3475,665,Product 7,1,51.43
3476,436,Product 60,7,60.99
3477,214,Product 84,6,86.9
3478,490,Product 16,3,78.99
3479,37,Product 72,6,74.94
3480,673,Product 75,2,46.57
3481,569,Product 23,3,20.31
3482,640,Product 28,1,50.57
3483,3,Product 5,9,68.84
3484,936,Product 86,2,58.32
3485,23,Product 75,6,69.84
3486,196,Product 41,2,93.53
3487,937,Product 79,6,31.36
3488,897,Product 17,6,95.74
3489,321,Product 14,8,54.3
3490,32,Product 61,3,70.46
3491,683,Product 100,2,10.69
3492,423,Product 73,5,24.24
3493,397,Product 38,8,99.5
3494,982,Product 96,6,96.25
3495,197,Product 65,1,85.73
3496,726,Product 80,5,22.28
3497,999,Product 14,10,25.39
3498,58,Product 85,2,31.46
3499,744,Product 83,1,55.64
3500,526,Product 53,6,75.39
3501,714,Product 3,6,16.43
3502,858,Product 59,5,63.41
3503,634,Product 51,10,10.06
3504,604,Product 14,4,69.89
3505,682,Product 51,6,34.44
3506,628,Product 57,2,13.37
3507,455,Product 99,7,29.57
3508,696,Product 7,4,13.64
3509,966,Product 91,4,43.27
3510,82,Product 95,6,55.12
3511,947,Product 12,6,52.64
3512,547,Product 7,2,24.46
3513,705,Product 29,4,66.11
3514,6,Product 60,3,59.83
3515,221,Product 1,6,81.96
3516,456,Product 78,10,82.5
3517,234,Product 47,6,59.71
3518,155,Product 72,3,24.59
3519,969,Product 96,7,41.02
3520,695,Product 96,4,78.49
3521,362,Product 86,7,74.66
3522,90,Product 96,9,32.9
3523,990,Product 17,10,20.09
3524,324,Product 84,5,25.0
3525,919,Product 37,1,37.19
3526,299,Product 45,7,23.06
3527,739,Product 36,5,43.68
3528,535,Product 95,3,70.97
3529,546,Product 39,2,87.72
3530,38,Product 100,6,22.55
3531,377,Product 48,8,97.85
3532,613,Product 21,7,33.29
3533,741,Product 52,3,51.03
3534,965,Product 13,9,81.91
3535,222,Product 74,4,16.75
3536,833,Product 33,7,56.05
3537,554,Product 8,9,64.84
3538,787,Product 10,10,49.7
3539,664,Product 4,3,32.64
3540,110,Product 48,3,54.26
3541,78,Product 69,4,11.31
3542,867,Product 10,1,11.6
3543,568,Product 98,8,88.09
3544,266,Product 41,3,55.09
3545,55,Product 61,8,50.63
3546,397,Product 70,5,20.48
3547,337,Product 64,4,97.55
3548,565,Product 45,5,78.35
3549,964,Product 64,5,50.02
3550,751,Product 52,10,80.42
3551,324,Product 10,10,82.84
3552,315,Product 49,2,90.49
3553,300,Product 70,2,88.79
3554,845,Product 77,4,28.55
3555,983,Product 19,10,98.22
3556,106,Product 79,1,17.59
3557,104,Product 6,1,74.9
3558,931,Product 65,3,86.66
3559,634,Product 88,2,63.01
3560,895,Product 79,1,58.93
3561,779,Product 19,5,78.24
3562,970,Product 37,3,51.79
3563,721,Product 58,5,31.39
3564,294,Product 35,9,33.96
3565,132,Product 32,10,52.42
3566,105,Product 91,3,44.88
3567,687,Product 12,5,96.93
3568,902,Product 13,10,98.34
3569,465,Product 78,2,59.99
3570,404,Product 83,9,26.47
3571,43,Product 82,9,84.32
3572,126,Product 8,2,80.47
3573,214,Product 14,8,41.34
3574,905,Product 80,6,26.43
3575,648,Product 7,4,86.43
3576,620,Product 82,3,80.03
3577,560,Product 3,2,59.98
3578,796,Product 90,10,52.71
3579,887,Product 57,9,52.98
3580,121,Product 51,7,87.04
3581,476,Product 72,8,15.66
3582,691,Product 99,1,71.29
3583,305,Product 5,7,74.8
3584,855,Product 97,6,95.02
3585,297,Product 87,4,91.05
3586,151,Product 90,6,35.28
3587,433,Product 76,10,27.16
3588,173,Product 79,9,79.76
3589,255,Product 43,7,64.08
3590,395,Product 31,4,37.74
3591,398,Product 69,10,11.44
3592,801,Product 6,4,25.18
3593,653,Product 50,2,64.96
