payment_id,supplier_id,payment_date,payment_method,amount
1928,8040,2022-03-23,Debit Card,521.97
1929,8072,2022-04-02,Debit Card,63.95
1930,2238,2022-11-28,Debit Card,785.66
1931,927,2022-04-05,Bank Transfer,515.09
1932,3467,2022-07-18,Credit Card,520.33
1933,3383,2022-07-02,PayPal,570.34
1934,6047,2023-02-25,Debit Card,531.48
1935,6547,2022-11-17,Bank Transfer,103.71
1936,1626,2022-05-27,Bank Transfer,134.54
1937,9923,2022-06-17,Bank Transfer,87.63
1938,3628,2022-11-13,Debit Card,424.56
1939,6732,2022-10-07,Bank Transfer,248.8
1940,1890,2023-01-02,Credit Card,233.87
1941,7045,2022-04-21,PayPal,678.78
1942,99,2023-02-19,Credit Card,450.64
1943,720,2022-12-11,PayPal,615.7
1944,7435,2022-10-29,Bank Transfer,780.64
1945,4285,2022-10-19,PayPal,84.14
1946,9725,2022-04-13,Bank Transfer,872.51
1947,7820,2023-01-21,PayPal,465.92
1948,3489,2022-05-10,PayPal,653.31
1949,2697,2022-12-06,Debit Card,44.85
1950,9073,2022-11-29,Debit Card,810.25
1951,1686,2022-08-03,PayPal,754.16
1952,8947,2022-09-20,Credit Card,88.52
1953,1018,2022-03-17,Bank Transfer,948.45
1954,4890,2022-04-15,Credit Card,565.66
1955,8624,2022-12-28,Debit Card,141.04
1956,3967,2022-04-11,Debit Card,343.37
1957,3603,2022-03-22,Credit Card,199.77
1958,8205,2022-08-12,PayPal,488.18
1959,5347,2023-02-12,PayPal,487.08
1960,4061,2023-01-28,Debit Card,916.02
1961,5641,2022-08-17,Bank Transfer,319.67
1962,804,2022-12-26,PayPal,99.09
1963,1421,2023-01-13,Bank Transfer,180.35
1964,8904,2022-08-17,PayPal,174.49
1965,443,2022-03-29,Debit Card,796.05
1966,3747,2022-11-20,Debit Card,28.14
1967,4000,2022-06-13,Bank Transfer,119.2
1968,6761,2022-05-21,Credit Card,820.61
1969,1059,2023-02-07,Debit Card,536.47
1970,7079,2023-02-18,Bank Transfer,490.21
1971,5993,2022-07-31,Debit Card,478.07
1972,4735,2022-07-10,Credit Card,294.05
1973,9947,2022-07-01,Credit Card,895.02
1974,3301,2022-03-22,Bank Transfer,569.02
1975,5752,2022-12-11,Debit Card,558.31
1976,5236,2022-10-06,Credit Card,885.39
1977,7828,2022-09-18,Credit Card,429.94
1978,1773,2022-05-14,Bank Transfer,207.82
1979,7661,2022-10-20,Debit Card,540.53
1980,7617,2023-01-19,PayPal,383.27
1981,5917,2023-02-01,Bank Transfer,117.33
1982,8251,2022-10-26,PayPal,433.68
1983,2189,2022-04-02,Debit Card,424.64
1984,1487,2022-07-10,Bank Transfer,170.62
1985,2242,2022-10-22,PayPal,587.11
1986,8213,2023-01-12,PayPal,742.52
1987,6022,2022-09-03,Debit Card,78.71
1988,5778,2022-11-10,PayPal,711.49
1989,1255,2022-08-28,Debit Card,886.75
1990,9672,2022-05-24,Bank Transfer,42.01
1991,3701,2023-01-03,Bank Transfer,362.23
1992,6846,2023-01-08,Debit Card,688.08
1993,9598,2023-01-12,PayPal,808.95
1994,2561,2022-08-21,Debit Card,613.79
1995,8056,2022-11-03,PayPal,886.58
1996,4811,2022-12-15,Bank Transfer,365.13
1997,5221,2022-11-05,Credit Card,454.46
1998,2358,2023-02-27,Debit Card,78.02
1999,1412,2022-06-08,Debit Card,790.48
2000,3424,2023-01-13,PayPal,826.93
2001,2485,2022-10-24,Credit Card,551.97
2002,6890,2022-05-08,Credit Card,76.4
2003,1040,2022-08-17,Debit Card,797.76
2004,5854,2022-07-24,PayPal,143.87
2005,1347,2022-10-14,Credit Card,484.68
2006,9218,2022-12-25,Credit Card,767.86
2007,8738,2022-10-01,Debit Card,222.03
2008,2420,2022-03-28,Bank Transfer,879.11
2009,8810,2022-07-07,Bank Transfer,420.11
2010,7544,2022-06-15,Credit Card,415.54
2011,7728,2022-07-12,Bank Transfer,874.08
2012,1091,2023-01-29,Debit Card,703.47
2013,7278,2022-07-01,Debit Card,162.13
2014,9243,2022-06-22,Credit Card,537.97
2015,6921,2022-04-29,Bank Transfer,734.16
2016,5898,2022-07-29,PayPal,506.14
2017,4152,2022-09-05,Bank Transfer,324.33
2018,9684,2022-06-12,Debit Card,132.99
2019,9772,2022-04-16,PayPal,80.66
2020,356,2022-11-27,Bank Transfer,758.88
2021,8495,2022-06-26,Debit Card,957.48
2022,4344,2022-07-30,Debit Card,27.87
2023,9245,2022-10-10,PayPal,224.8
2024,9726,2022-12-03,PayPal,427.59
2025,6611,2022-04-02,Bank Transfer,463.16
2026,1882,2023-02-24,Credit Card,222.0
2027,7420,2022-04-06,Bank Transfer,554.53
2028,725,2022-06-15,Bank Transfer,867.56
2029,7627,2022-08-20,Credit Card,897.88
2030,1067,2022-06-14,Bank Transfer,447.86
2031,9746,2022-09-27,PayPal,973.91
2032,5131,2023-01-02,Credit Card,906.36
2033,3576,2022-12-19,Bank Transfer,638.63
2034,6179,2022-05-02,Credit Card,269.89
2035,9179,2022-04-03,Bank Transfer,108.48
2036,1813,2022-06-08,Credit Card,193.11
2037,4439,2023-02-03,Debit Card,83.37
2038,4918,2022-09-11,Credit Card,682.47
2039,2743,2022-10-10,PayPal,312.49
2040,5391,2022-08-21,Bank Transfer,480.82
2041,4446,2022-06-03,PayPal,267.27
2042,904,2022-04-14,Debit Card,126.71
2043,843,2022-08-06,Bank Transfer,114.59
2044,7359,2022-12-02,PayPal,650.14
2045,5070,2022-07-22,PayPal,564.02
2046,611,2022-11-12,Bank Transfer,309.48
2047,5047,2023-01-03,Bank Transfer,231.0
2048,5059,2022-09-12,Bank Transfer,899.47
2049,9331,2022-12-22,Debit Card,113.35
2050,3665,2022-08-21,PayPal,94.3
2051,1844,2023-02-16,Bank Transfer,26.45
2052,4363,2022-04-25,Bank Transfer,916.05
2053,2123,2023-01-14,Debit Card,616.67
2054,8199,2022-05-21,Debit Card,154.57
2055,7497,2023-02-02,PayPal,994.32
2056,3950,2022-10-29,Debit Card,332.19
2057,2977,2022-06-21,PayPal,478.16
2058,2143,2022-03-29,Debit Card,848.69
2059,3333,2023-01-18,Debit Card,136.79
2060,6641,2023-02-26,Bank Transfer,12.22
2061,9785,2023-01-21,Debit Card,491.8
2062,4920,2022-10-25,Debit Card,418.03
2063,7318,2022-11-06,Debit Card,824.65
2064,8679,2023-02-23,Credit Card,450.17
2065,6764,2022-11-16,Credit Card,589.51
2066,636,2022-06-14,Credit Card,112.89
2067,8214,2022-12-06,Debit Card,314.23
2068,2616,2022-10-31,Bank Transfer,87.01
2069,6050,2022-10-15,PayPal,957.9
2070,3537,2022-05-12,PayPal,611.52
2071,2467,2022-06-14,Credit Card,286.43
2072,9611,2022-09-27,PayPal,107.78
2073,804,2022-11-20,PayPal,262.11
2074,9377,2022-11-29,PayPal,141.15
2075,49,2022-07-18,Debit Card,241.96
2076,8517,2022-07-21,PayPal,138.87
2077,490,2022-03-23,PayPal,123.13
2078,2399,2023-01-11,PayPal,230.22
2079,9988,2022-08-29,Bank Transfer,505.77
2080,2907,2022-07-13,Debit Card,92.66
2081,7510,2022-04-06,Bank Transfer,698.35
2082,4044,2022-11-08,Debit Card,446.01
2083,1969,2022-10-01,Debit Card,75.31
2084,2817,2022-05-20,Debit Card,790.68
2085,4831,2022-06-12,Credit Card,287.68
2086,7428,2022-09-20,PayPal,345.99
2087,6528,2022-06-20,Bank Transfer,918.27
2088,534,2023-01-03,Credit Card,184.85
2089,2581,2023-03-06,PayPal,998.44
2090,6245,2023-02-05,Bank Transfer,259.54
2091,7109,2022-05-04,Credit Card,890.73
2092,2780,2023-02-16,Debit Card,423.85
2093,7855,2022-12-03,Debit Card,755.78
2094,4150,2022-03-18,PayPal,617.28
2095,7164,2022-04-05,Credit Card,478.9
2096,3657,2022-05-22,PayPal,812.6
2097,9832,2022-06-18,Debit Card,805.18
2098,3668,2023-01-30,Credit Card,181.32
2099,1195,2022-08-15,Debit Card,91.9
2100,5435,2022-04-18,PayPal,113.19
2101,936,2022-11-12,Debit Card,214.47
2102,7337,2022-05-01,Bank Transfer,907.8
2103,570,2022-06-13,Debit Card,347.73
2104,9752,2022-07-01,Bank Transfer,330.47
2105,4223,2022-09-11,Bank Transfer,346.37
2106,8816,2022-05-27,Bank Transfer,958.33
2107,442,2022-07-06,PayPal,774.61
2108,359,2023-01-20,Debit Card,234.77
2109,716,2022-03-23,Debit Card,730.21
2110,4880,2022-12-20,Bank Transfer,964.0
2111,9347,2022-04-23,PayPal,29.92
2112,6439,2022-10-12,Debit Card,497.22
2113,5880,2023-01-14,Debit Card,988.66
2114,4530,2023-01-25,Debit Card,904.41
2115,4248,2022-04-10,Credit Card,510.46
2116,4503,2022-09-25,Credit Card,58.1
2117,7669,2022-03-26,Debit Card,873.28
2118,4207,2022-08-15,Credit Card,306.18
2119,1162,2022-08-18,PayPal,310.18
2120,6053,2023-02-18,Credit Card,615.79
2121,3072,2022-04-17,PayPal,677.75
2122,1883,2022-06-10,Debit Card,587.76
2123,5641,2022-09-29,Debit Card,935.46
2124,336,2022-05-30,Bank Transfer,778.5
2125,7538,2023-01-08,Bank Transfer,367.86
2126,6004,2023-02-10,Credit Card,204.54
2127,5288,2023-02-15,Bank Transfer,168.0
2128,4163,2022-06-18,Debit Card,508.14
2129,3432,2022-09-11,Credit Card,670.17
2130,3006,2023-02-20,Bank Transfer,577.02
2131,2077,2022-09-24,Debit Card,956.67
2132,8023,2022-09-28,Debit Card,195.07
2133,3744,2022-06-05,Credit Card,445.43
2134,569,2023-02-27,Debit Card,427.86
2135,1858,2022-10-06,Credit Card,336.24
2136,5002,2023-01-03,Debit Card,248.42
2137,6126,2022-07-18,Bank Transfer,284.9
2138,3025,2022-10-03,PayPal,976.52
2139,5189,2022-08-26,Credit Card,967.35
2140,9688,2022-05-07,Bank Transfer,863.68
2141,6686,2022-07-04,Credit Card,684.33
2142,2356,2022-11-10,Credit Card,191.83
2143,3742,2022-04-26,Credit Card,229.97
2144,2530,2022-08-06,Bank Transfer,212.54
2145,4469,2022-07-01,Debit Card,419.8
2146,2,2022-04-03,Credit Card,985.63
2147,2813,2022-03-24,Credit Card,302.26
2148,7631,2022-06-19,Credit Card,91.16
2149,7515,2022-05-15,PayPal,633.03
2150,8576,2022-07-24,PayPal,122.1
2151,1016,2022-08-13,PayPal,449.64
2152,9571,2022-07-02,Debit Card,838.85
2153,12,2022-08-31,Credit Card,459.48
2154,1999,2022-05-11,Debit Card,865.21
2155,6530,2022-07-21,Bank Transfer,885.02
2156,7468,2022-12-04,PayPal,859.07
2157,2794,2022-09-13,PayPal,106.82
2158,3109,2022-03-22,Bank Transfer,635.81
2159,4708,2023-01-15,PayPal,594.43
2160,9644,2022-06-21,Bank Transfer,369.97
2161,1429,2023-02-07,Credit Card,847.59
2162,9488,2022-05-11,Bank Transfer,15.42
2163,2454,2022-11-14,Debit Card,694.77
2164,3481,2022-04-30,Bank Transfer,404.38
2165,7829,2022-12-31,PayPal,243.63
2166,9099,2022-08-18,Credit Card,803.88
2167,9502,2022-04-14,Debit Card,593.79
2168,5459,2022-12-27,Debit Card,161.73
2169,4673,2022-10-29,Debit Card,863.22
2170,9084,2022-05-04,Debit Card,216.75
2171,2325,2022-04-25,Debit Card,927.48
2172,8591,2023-02-01,Debit Card,603.44
2173,1563,2022-09-15,Credit Card,992.71
2174,932,2022-11-21,Debit Card,484.47
2175,9467,2023-01-21,PayPal,636.96
2176,5505,2022-10-18,PayPal,488.41
2177,4728,2022-07-08,Bank Transfer,26.62
2178,4149,2022-11-10,Bank Transfer,943.11
2179,9736,2022-04-30,Debit Card,811.69
2180,7719,2022-09-03,Credit Card,17.61
2181,1293,2022-11-28,PayPal,848.96
2182,6777,2022-10-15,Bank Transfer,903.59
2183,7616,2022-09-25,PayPal,426.65
2184,5026,2022-09-06,PayPal,780.11
2185,7931,2022-09-30,Bank Transfer,342.27
2186,7130,2022-04-30,Debit Card,232.82
2187,8945,2022-10-24,Debit Card,602.82
2188,8295,2022-08-01,Bank Transfer,335.59
2189,3474,2022-08-28,Credit Card,249.37
2190,9148,2022-09-19,PayPal,231.82
2191,2809,2023-01-06,Credit Card,257.92
2192,6512,2023-02-02,Credit Card,853.88
2193,5507,2022-03-10,Credit Card,448.8
2194,5498,2023-02-24,Bank Transfer,719.93
2195,1361,2022-07-29,PayPal,157.76
2196,6191,2022-11-12,Credit Card,283.35
2197,9513,2022-11-17,PayPal,163.11
2198,9680,2022-09-19,PayPal,381.87
2199,7645,2022-09-01,Credit Card,902.53
2200,2359,2023-01-11,Bank Transfer,169.38
2201,7427,2023-02-01,PayPal,871.76
2202,5558,2022-03-31,Credit Card,506.54
2203,383,2022-07-02,Credit Card,264.15
2204,8527,2022-03-13,PayPal,605.85
2205,5618,2022-08-28,PayPal,943.75
2206,1234,2022-09-15,Bank Transfer,14.27
2207,1536,2022-05-07,Credit Card,738.65
2208,8993,2023-01-10,Bank Transfer,425.9
2209,4248,2023-01-17,PayPal,163.44
2210,6543,2023-02-02,Bank Transfer,192.4
2211,9265,2022-10-26,Credit Card,355.25
2212,2350,2022-12-01,Bank Transfer,461.75
2213,2572,2022-04-01,Credit Card,728.49
2214,8813,2022-09-27,Credit Card,542.36
2215,8294,2023-01-04,Debit Card,916.54
2216,8087,2022-11-15,Bank Transfer,476.56
2217,246,2022-12-30,Credit Card,325.73
2218,3158,2022-05-04,Bank Transfer,339.56
2219,1115,2022-06-11,Credit Card,102.87
2220,8321,2023-01-15,Debit Card,533.49
2221,6047,2022-11-09,Credit Card,530.47
2222,2713,2022-07-17,Debit Card,749.39
2223,1275,2022-05-01,Credit Card,576.54
2224,5018,2023-01-17,PayPal,153.65
2225,3006,2022-09-02,Bank Transfer,936.51
2226,9941,2023-02-20,Credit Card,235.03
2227,1343,2022-08-19,Bank Transfer,656.89
2228,9070,2022-10-22,Credit Card,958.43
2229,6570,2022-05-23,Debit Card,339.27
2230,3459,2023-01-10,PayPal,480.39
2231,6508,2022-11-09,Debit Card,533.26
2232,8403,2022-09-14,Bank Transfer,302.29
2233,8594,2023-01-28,Debit Card,178.83
2234,9596,2022-07-30,PayPal,60.4
2235,8093,2023-01-18,PayPal,858.26
2236,6791,2023-01-16,Credit Card,513.3
2237,7888,2022-08-29,PayPal,752.7
2238,6023,2023-01-26,Debit Card,46.94
2239,1396,2022-11-14,Bank Transfer,705.02
2240,4149,2022-12-04,Debit Card,45.35
2241,6125,2022-10-24,PayPal,849.41
2242,7439,2022-05-27,PayPal,258.92
2243,6553,2022-05-18,Credit Card,836.15
2244,5555,2022-03-20,PayPal,606.71
2245,1178,2022-05-13,Credit Card,897.57
2246,1809,2022-06-10,Bank Transfer,729.86
2247,556,2023-02-14,Debit Card,233.52
2248,6643,2022-07-11,Credit Card,348.72
2249,7357,2022-10-26,PayPal,766.43
2250,7350,2022-12-31,Bank Transfer,762.11
2251,2247,2023-03-03,Credit Card,41.4
2252,5047,2022-07-19,PayPal,514.44
2253,7497,2022-10-26,PayPal,964.63
2254,6753,2022-08-09,Bank Transfer,853.63
2255,9873,2022-03-21,PayPal,351.79
2256,676,2022-09-18,PayPal,282.39
2257,4217,2022-09-17,Bank Transfer,34.13
2258,8060,2022-07-13,Debit Card,594.03
2259,9024,2022-09-03,Credit Card,389.87
2260,3328,2022-08-08,Debit Card,756.04
2261,2426,2022-09-17,Debit Card,337.95
2262,9549,2022-05-30,Debit Card,117.73
2263,2158,2022-08-10,PayPal,547.17
2264,4068,2022-06-26,Credit Card,982.44
2265,322,2023-01-25,Debit Card,304.14
2266,4440,2022-09-12,Bank Transfer,808.53
2267,25,2022-03-12,Bank Transfer,236.54
2268,4324,2022-06-21,Credit Card,132.75
2269,6337,2022-03-16,Debit Card,169.67
2270,8336,2023-01-11,Credit Card,644.92
2271,7343,2022-06-14,Credit Card,805.1
2272,326,2022-12-01,PayPal,442.16
2273,9687,2022-12-27,Credit Card,18.78
2274,4092,2023-02-05,Bank Transfer,218.1
2275,2827,2022-09-27,Bank Transfer,972.3
2276,6451,2022-09-17,Debit Card,559.11
2277,3320,2022-05-15,Credit Card,299.57
2278,591,2022-05-01,PayPal,858.83
2279,9596,2022-03-28,Credit Card,357.84
2280,1539,2023-02-20,Credit Card,374.77
2281,1578,2022-04-04,Bank Transfer,846.52
2282,6774,2022-09-04,Credit Card,19.76
2283,6925,2023-01-23,Credit Card,774.57
2284,2536,2022-04-20,PayPal,803.2
2285,6350,2022-09-04,Bank Transfer,630.55
2286,6666,2023-01-10,PayPal,736.89
2287,9029,2022-03-14,Bank Transfer,389.15
2288,7122,2022-04-28,PayPal,298.86
2289,6638,2022-11-05,Debit Card,708.7
2290,9192,2022-10-18,Credit Card,944.53
2291,8211,2022-05-04,PayPal,467.09
2292,8518,2023-01-09,Debit Card,83.9
2293,1640,2022-05-04,Credit Card,64.35
2294,8677,2022-12-27,Bank Transfer,143.63
2295,9594,2022-07-23,Debit Card,906.42
2296,9459,2022-08-10,PayPal,933.27
2297,814,2022-05-28,PayPal,779.73
2298,5243,2022-07-21,Bank Transfer,561.61
2299,8198,2022-07-19,Bank Transfer,352.87
2300,2320,2022-05-23,Bank Transfer,768.52
2301,2861,2022-08-17,Bank Transfer,706.33
2302,7321,2022-10-19,PayPal,581.65
2303,6613,2022-07-28,PayPal,877.96
2304,7118,2023-03-03,Credit Card,986.38
2305,2478,2022-03-31,PayPal,43.85
2306,7530,2022-05-31,PayPal,490.12
2307,8883,2023-01-30,Credit Card,917.53
2308,6127,2022-04-19,Bank Transfer,909.54
2309,5245,2023-02-11,Debit Card,517.26
2310,8710,2023-02-20,Bank Transfer,735.97
2311,5672,2022-05-04,PayPal,568.95
2312,4050,2022-04-03,Credit Card,643.34
2313,2135,2022-07-11,Bank Transfer,239.91
2314,9583,2022-07-09,Bank Transfer,633.04
2315,3722,2022-06-14,Credit Card,407.31
2316,6681,2022-07-04,PayPal,878.84
2317,2022,2023-01-08,Debit Card,782.94
2318,4596,2022-12-10,Bank Transfer,360.03
2319,1585,2022-12-26,PayPal,912.96
2320,6899,2022-08-22,Debit Card,436.78
2321,5833,2022-03-29,PayPal,544.79
2322,3575,2022-06-25,Bank Transfer,852.29
2323,3254,2023-01-05,Credit Card,728.58
2324,4455,2022-03-09,PayPal,827.65
2325,1327,2022-11-18,Debit Card,508.94
2326,52,2023-03-01,PayPal,117.09
2327,2684,2023-02-07,Credit Card,793.69
2328,6227,2023-01-12,Debit Card,311.42
2329,9387,2022-06-03,Debit Card,368.72
2330,1404,2022-06-17,Bank Transfer,768.23
2331,137,2022-08-14,PayPal,378.78
2332,4235,2022-12-25,Credit Card,700.01
2333,8179,2023-01-15,Bank Transfer,805.6
2334,2178,2022-07-24,PayPal,570.19
2335,2193,2022-08-30,Credit Card,345.5
2336,90,2022-06-11,PayPal,938.52
2337,8229,2022-03-09,Bank Transfer,445.05
2338,5744,2023-03-07,Credit Card,284.21
2339,4480,2022-09-07,Debit Card,738.14
2340,4490,2022-12-20,PayPal,56.92
2341,2322,2022-04-29,Bank Transfer,366.16
2342,7968,2022-06-22,Bank Transfer,35.24
2343,3348,2023-02-04,PayPal,878.6
2344,4177,2023-03-06,PayPal,897.37
2345,4582,2022-11-04,PayPal,203.99
2346,3640,2022-10-11,PayPal,927.82
2347,8714,2022-03-22,Bank Transfer,370.18
2348,8743,2023-01-05,PayPal,126.69
2349,5558,2022-10-23,Bank Transfer,562.71
2350,5049,2023-01-18,PayPal,669.24
2351,642,2022-12-14,Debit Card,874.04
2352,7877,2022-04-22,PayPal,126.58
2353,8862,2022-09-03,Debit Card,798.96
2354,2956,2022-09-05,PayPal,90.29
2355,9665,2022-12-24,Bank Transfer,796.72
2356,8752,2022-06-08,Credit Card,46.86
2357,4530,2022-06-29,Debit Card,346.76
2358,7881,2022-04-02,Debit Card,853.65
2359,6083,2023-02-25,Bank Transfer,556.14
2360,3204,2023-02-20,Debit Card,907.93
2361,1066,2022-06-12,PayPal,810.24
2362,746,2022-11-09,PayPal,49.86
2363,1114,2022-05-30,Debit Card,718.99
2364,3989,2022-09-03,Credit Card,395.22
2365,2515,2022-07-31,Credit Card,116.91
2366,5282,2022-12-14,Debit Card,515.55
2367,9353,2022-12-18,Debit Card,642.22
2368,9917,2022-03-17,PayPal,810.6
2369,4227,2022-09-30,Debit Card,942.43
2370,3093,2022-03-22,Bank Transfer,353.76
2371,7547,2022-08-21,PayPal,693.44
2372,2224,2022-09-23,Credit Card,181.95
2373,1285,2022-09-14,PayPal,744.48
2374,3601,2022-08-16,Debit Card,21.86
2375,6546,2022-12-31,PayPal,275.44
2376,3477,2022-03-20,Debit Card,884.25
2377,5942,2022-07-20,Credit Card,525.95
2378,240,2022-07-18,Credit Card,652.48
2379,2184,2022-09-26,PayPal,468.74
2380,3734,2022-09-16,Debit Card,203.1
2381,401,2023-03-04,Bank Transfer,169.22
2382,187,2023-03-08,Bank Transfer,271.16
2383,7890,2022-11-02,PayPal,243.59
2384,5407,2022-04-29,PayPal,372.69
2385,9488,2022-03-29,Credit Card,208.03
2386,527,2022-12-29,Credit Card,228.2
2387,779,2023-02-04,PayPal,116.53
2388,5796,2023-01-04,PayPal,422.38
2389,5678,2022-09-14,Debit Card,120.98
2390,2572,2022-09-13,Debit Card,483.28
2391,193,2022-09-26,Bank Transfer,412.42
2392,5144,2022-10-13,Bank Transfer,627.25
2393,9808,2022-05-19,Credit Card,402.63
2394,2965,2022-05-09,Bank Transfer,728.37
2395,8625,2023-03-05,Bank Transfer,950.74
2396,1239,2022-11-06,Debit Card,238.35
2397,2050,2023-01-15,Debit Card,908.18
2398,2780,2022-12-15,Credit Card,80.2
2399,2683,2022-10-20,PayPal,465.4
2400,2218,2022-06-15,Debit Card,221.14
2401,444,2022-10-15,Bank Transfer,424.56
2402,2903,2022-03-15,PayPal,179.39
2403,6846,2022-09-27,Debit Card,101.72
2404,6989,2022-06-25,PayPal,265.9
2405,4209,2023-02-08,Bank Transfer,205.66
2406,2040,2023-02-02,Debit Card,395.17
2407,1198,2022-12-07,Debit Card,864.7
2408,3121,2022-10-05,Bank Transfer,779.84
2409,3053,2022-08-19,Credit Card,614.7
2410,9816,2022-09-28,Debit Card,525.76
2411,7412,2022-10-23,Bank Transfer,205.86
2412,566,2022-09-16,Credit Card,216.8
2413,1951,2022-08-31,Debit Card,822.69
2414,76,2022-08-15,Credit Card,476.64
2415,5376,2022-06-12,Bank Transfer,648.84
2416,5613,2022-06-11,Credit Card,826.17
2417,3027,2022-08-22,Bank Transfer,972.59
2418,8807,2022-06-13,Credit Card,122.84
2419,41,2022-11-11,Debit Card,66.33
2420,4394,2022-03-16,Credit Card,641.26
2421,7678,2022-03-14,Credit Card,624.24
2422,718,2023-01-22,PayPal,60.86
2423,5171,2022-05-22,Debit Card,539.74
2424,607,2022-08-07,PayPal,455.29
2425,6945,2022-05-22,PayPal,432.89
2426,7432,2022-06-30,PayPal,239.86
2427,9297,2022-08-25,Bank Transfer,800.71
2428,6323,2022-07-25,Bank Transfer,118.08
2429,9216,2022-11-07,Debit Card,719.47
2430,8053,2022-07-22,Bank Transfer,440.17
2431,9750,2022-10-29,Debit Card,661.97
2432,716,2022-08-05,Credit Card,120.07
2433,8266,2022-05-06,Bank Transfer,958.37
2434,5193,2022-05-10,Debit Card,178.74
2435,8403,2022-07-29,PayPal,370.87
2436,5309,2022-05-07,Bank Transfer,288.57
2437,4161,2022-11-09,Debit Card,349.43
2438,2799,2022-12-29,Credit Card,556.92
2439,2110,2023-01-16,Bank Transfer,509.13
2440,7412,2022-08-16,PayPal,503.34
2441,8490,2022-05-11,PayPal,917.11
2442,1131,2022-08-07,Credit Card,125.13
2443,4830,2022-08-26,Credit Card,919.67
2444,3379,2022-07-14,Debit Card,423.07
2445,273,2022-10-18,Debit Card,159.57
2446,2019,2022-06-29,Debit Card,164.89
2447,1639,2022-04-15,PayPal,671.26
2448,521,2022-07-27,PayPal,641.82
2449,3722,2022-05-09,Bank Transfer,841.23
2450,4838,2023-01-23,Debit Card,600.37
2451,9532,2022-12-13,Credit Card,452.12
2452,7645,2022-07-18,Bank Transfer,445.44
2453,3765,2022-05-05,PayPal,429.38
2454,5855,2022-07-03,Debit Card,653.78
2455,8248,2023-02-15,PayPal,545.29
2456,6675,2023-02-16,Bank Transfer,769.58
2457,67,2022-12-19,PayPal,814.55
2458,536,2023-02-26,PayPal,652.95
2459,6083,2023-01-16,PayPal,447.18
2460,7836,2022-12-12,PayPal,648.61
2461,3729,2022-11-25,Credit Card,897.03
2462,5465,2023-02-06,Debit Card,621.3
2463,3640,2023-02-25,Debit Card,326.84
2464,6781,2022-11-13,PayPal,147.2
2465,6085,2022-12-23,PayPal,789.01
2466,4729,2023-01-06,PayPal,572.66
2467,6899,2022-10-11,PayPal,836.87
2468,4705,2022-10-17,Bank Transfer,435.06
2469,225,2022-05-22,Bank Transfer,216.98
2470,7301,2022-05-08,Bank Transfer,631.85
2471,3985,2022-04-30,Bank Transfer,329.32
2472,2226,2022-05-06,Debit Card,68.06
2473,508,2023-02-23,Debit Card,509.9
2474,7511,2022-05-09,Debit Card,681.18
2475,8848,2022-04-07,Bank Transfer,959.86
2476,6294,2022-09-27,Credit Card,587.56
2477,9445,2022-06-02,Bank Transfer,488.89
2478,7900,2023-01-30,Debit Card,586.02
2479,9523,2022-09-25,PayPal,139.37
2480,8583,2022-11-08,PayPal,906.21
2481,5112,2022-11-30,Credit Card,629.98
2482,1582,2022-12-09,PayPal,517.62
2483,9747,2022-03-13,Debit Card,472.82
2484,4275,2022-03-10,Credit Card,810.68
2485,1158,2023-02-22,Debit Card,747.49
2486,521,2022-09-24,Credit Card,699.59
2487,2935,2023-01-27,Bank Transfer,740.22
2488,2198,2022-08-16,Credit Card,404.2
2489,4157,2023-02-21,Bank Transfer,963.08
2490,6328,2022-06-28,Debit Card,388.94
2491,3717,2022-12-18,Bank Transfer,382.58
2492,1266,2022-05-14,Debit Card,311.42
2493,1197,2022-06-23,Bank Transfer,578.46
2494,9349,2022-09-23,Bank Transfer,43.37
2495,1176,2022-11-13,PayPal,118.19
2496,6156,2022-10-02,PayPal,673.99
2497,1533,2022-12-01,Credit Card,373.67
2498,6023,2022-09-17,Debit Card,38.38
2499,7330,2022-07-19,Credit Card,790.48
2500,8421,2022-04-12,PayPal,469.9
2501,1461,2022-06-06,Bank Transfer,349.26
2502,1082,2023-02-21,Bank Transfer,991.88
2503,9120,2022-05-30,PayPal,244.21
2504,3279,2022-03-29,Credit Card,339.6
2505,6203,2022-12-12,Bank Transfer,410.72
2506,6200,2022-12-22,Bank Transfer,51.96
2507,9684,2023-01-03,Debit Card,789.01
2508,4543,2022-05-24,PayPal,122.28
2509,1425,2023-02-19,Credit Card,561.58
2510,2169,2022-05-29,Credit Card,973.76
2511,2069,2022-04-01,Bank Transfer,905.53
2512,2026,2023-02-08,PayPal,622.51
2513,7459,2022-03-16,Bank Transfer,246.2
2514,3170,2022-08-02,Credit Card,68.45
2515,901,2022-09-02,Credit Card,206.13
2516,9147,2022-03-09,Credit Card,249.76
2517,6086,2023-02-14,Bank Transfer,946.79
2518,9919,2022-09-11,PayPal,196.67
2519,2263,2022-11-21,Debit Card,713.22
2520,2924,2022-11-10,Bank Transfer,453.84
2521,9531,2022-04-18,Bank Transfer,930.75
2522,7543,2022-05-12,Debit Card,332.71
2523,128,2022-09-03,Debit Card,931.68
2524,7816,2022-06-08,PayPal,10.73
2525,4001,2023-02-02,Credit Card,161.99
2526,1216,2022-05-27,PayPal,113.72
2527,2520,2022-11-27,Credit Card,205.38
2528,1486,2023-02-16,Credit Card,496.23
2529,9239,2022-03-15,Debit Card,566.79
2530,6107,2022-05-11,PayPal,904.08
2531,6999,2022-05-20,Credit Card,679.86
