order_id,supplier_id,order_date,expected_delivery_date,total_cost
1772,3385,2022-05-08,2022-05-29,1134.98
1773,4143,2022-04-30,2022-05-08,2288.11
1774,8518,2022-12-28,2023-01-22,3896.92
1775,8697,2022-07-02,2022-07-26,6989.51
1776,2221,2022-07-27,2022-08-17,3805.32
1777,5412,2023-02-02,2023-02-03,9379.34
1778,6315,2022-04-29,2022-05-05,9023.19
1779,6348,2022-10-08,2022-11-01,1136.81
1780,7296,2022-05-22,2022-06-07,7887.06
1781,5621,2022-07-06,2022-08-01,5742.1
1782,6400,2022-05-18,2022-06-08,5105.71
1783,6467,2022-04-01,2022-04-08,8569.56
1784,6618,2022-03-31,2022-04-14,897.34
1785,141,2022-06-21,2022-07-17,1789.45
1786,2394,2022-11-10,2022-12-09,2464.9
1787,9754,2022-07-17,2022-07-26,6022.93
1788,3845,2022-07-28,2022-08-02,8510.05
1789,8946,2023-02-14,2023-03-15,9321.11
1790,4416,2022-08-05,2022-08-25,7998.94
1791,2971,2022-04-28,2022-05-07,2909.26
1792,2416,2022-12-10,2022-12-31,268.8
1793,6599,2022-09-03,2022-09-06,3508.16
1794,9878,2022-09-26,2022-10-09,7153.97
1795,1233,2022-08-13,2022-09-11,8869.17
1796,4222,2022-08-09,2022-09-03,2482.03
1797,9299,2022-03-30,2022-04-19,2082.94
1798,3373,2022-12-26,2023-01-05,741.38
1799,2722,2022-05-09,2022-05-24,8698.53
1800,5556,2023-01-16,2023-01-18,5006.36
1801,2300,2023-01-11,2023-01-16,1824.46
1802,4958,2022-04-27,2022-05-13,7602.52
1803,5273,2022-09-19,2022-10-05,7026.1
1804,5877,2022-04-17,2022-04-24,4947.13
1805,2698,2023-02-16,2023-02-26,4252.37
1806,686,2022-09-08,2022-09-17,9974.04
1807,6739,2022-05-16,2022-05-22,3041.25
1808,4451,2022-10-05,2022-10-28,7650.25
1809,7463,2022-06-02,2022-06-05,5934.47
1810,8309,2023-01-31,2023-02-16,4340.03
1811,4429,2022-06-19,2022-06-29,1228.97
1812,5208,2022-03-09,2022-03-18,8802.38
1813,887,2022-07-01,2022-07-26,4831.63
1814,8450,2022-05-21,2022-05-31,8694.17
1815,6086,2022-11-08,2022-11-24,4760.11
1816,8615,2022-04-05,2022-04-27,4330.57
1817,3110,2022-06-18,2022-06-24,2976.41
1818,6057,2022-07-21,2022-08-17,295.6
1819,9745,2022-10-16,2022-10-20,3044.62
1820,3258,2022-08-25,2022-09-22,6836.89
1821,4969,2022-12-03,2022-12-24,9618.65
1822,5271,2022-04-23,2022-04-25,4320.8
1823,8674,2022-12-17,2022-12-26,8638.27
1824,8321,2023-02-12,2023-02-18,2092.0
1825,2500,2022-07-19,2022-08-13,7717.8
1826,2035,2022-10-27,2022-11-17,5182.02
1827,7098,2022-12-10,2023-01-02,2481.21
1828,8313,2022-10-24,2022-11-03,8712.38
1829,6157,2022-05-07,2022-05-09,5804.86
1830,903,2022-11-01,2022-11-09,6185.13
1831,7068,2022-04-17,2022-05-09,4484.78
1832,7005,2022-08-25,2022-09-12,7876.97
1833,1130,2022-09-29,2022-10-10,795.94
1834,1994,2022-12-18,2022-12-27,6706.24
1835,8209,2022-05-21,2022-06-03,2544.08
1836,7822,2023-01-08,2023-01-22,4496.97
1837,3769,2022-07-09,2022-07-11,4232.08
1838,2962,2022-06-28,2022-07-15,3013.66
1839,2777,2022-06-22,2022-07-16,2496.64
1840,1700,2023-02-17,2023-03-04,9334.3
1841,6875,2022-08-15,2022-09-06,5350.53
1842,8098,2022-04-23,2022-05-02,6603.76
1843,9196,2022-09-06,2022-10-03,900.5
1844,9190,2023-01-28,2023-02-04,1172.82
1845,3101,2023-01-24,2023-02-09,2406.64
1846,3665,2022-07-19,2022-07-30,1453.9
1847,8408,2022-06-06,2022-07-04,6892.93
1848,5579,2022-09-09,2022-09-24,2002.37
1849,1819,2022-05-21,2022-06-04,548.44
1850,9240,2023-01-05,2023-01-15,5700.49
1851,7336,2022-03-27,2022-04-22,6788.97
1852,2839,2022-05-25,2022-06-06,6607.41
1853,1663,2022-09-11,2022-10-11,5515.03
1854,2813,2023-02-23,2023-02-27,6855.04
1855,743,2022-05-07,2022-05-17,3981.3
1856,3515,2022-04-20,2022-05-03,4567.89
1857,937,2022-11-17,2022-12-06,8265.87
1858,4937,2022-11-08,2022-11-15,6746.51
1859,6084,2022-11-29,2022-12-17,6234.27
1860,3160,2022-09-22,2022-10-18,4336.59
1861,3164,2022-11-28,2022-12-02,9733.38
1862,72,2022-03-19,2022-04-01,4903.13
1863,4390,2022-09-13,2022-10-11,5583.04
1864,2021,2022-06-28,2022-07-01,2665.14
1865,495,2022-07-31,2022-08-14,3946.6
1866,7274,2022-11-13,2022-11-29,2057.61
1867,5676,2023-02-28,2023-03-23,9216.55
1868,5025,2022-11-26,2022-12-13,4819.5
1869,2430,2022-08-23,2022-09-09,5417.95
1870,1715,2022-12-26,2023-01-08,6302.4
1871,9575,2022-11-20,2022-12-20,8867.09
1872,632,2022-08-03,2022-08-17,1547.84
1873,6848,2022-08-02,2022-08-26,5175.56
1874,5162,2022-06-29,2022-07-29,5598.48
1875,5270,2022-09-28,2022-10-17,8232.57
1876,841,2022-06-11,2022-06-23,503.97
1877,3604,2022-12-26,2022-12-30,9105.14
1878,8654,2022-07-28,2022-08-19,1006.28
1879,4913,2022-10-29,2022-11-20,7266.93
1880,9760,2022-12-19,2022-12-27,6741.89
1881,1067,2023-02-13,2023-03-11,8840.34
1882,15,2023-02-04,2023-02-15,7780.79
1883,4655,2023-03-01,2023-03-30,5563.93
1884,1943,2022-05-07,2022-05-17,9797.16
1885,9754,2022-07-14,2022-07-20,309.34
1886,8365,2022-11-15,2022-11-23,1912.26
1887,9177,2022-07-30,2022-08-29,2552.28
1888,687,2022-09-03,2022-09-18,5005.32
1889,9758,2022-09-19,2022-10-11,4914.05
1890,1910,2022-05-01,2022-05-30,2079.61
1891,6754,2023-02-22,2023-03-13,1567.73
1892,1385,2022-09-26,2022-10-07,5137.31
1893,9947,2022-09-17,2022-09-20,2709.53
1894,2740,2022-05-04,2022-05-26,6020.48
1895,4248,2022-11-27,2022-12-09,3713.55
1896,5332,2022-09-11,2022-09-30,6662.67
1897,6643,2022-12-24,2023-01-21,1806.14
1898,3841,2022-09-11,2022-09-17,3070.07
1899,4152,2022-03-17,2022-04-01,5059.47
1900,9313,2022-09-27,2022-10-10,9261.26
1901,4823,2022-09-04,2022-09-22,3493.49
1902,3606,2023-01-14,2023-02-05,1160.68
1903,3496,2022-08-17,2022-08-30,864.69
1904,597,2022-12-22,2023-01-04,338.63
1905,8497,2023-03-06,2023-03-23,9316.74
1906,2231,2022-12-26,2023-01-03,2475.51
1907,9369,2023-02-08,2023-03-03,8364.56
1908,4429,2023-01-08,2023-02-03,9195.97
1909,1216,2022-10-05,2022-10-19,1493.72
1910,3845,2022-08-08,2022-08-27,3874.76
1911,2711,2022-04-27,2022-04-28,6228.38
1912,6541,2022-11-16,2022-12-07,9619.58
1913,2331,2022-11-21,2022-11-27,9104.84
1914,4965,2022-04-18,2022-04-29,7674.47
1915,8586,2022-07-24,2022-08-05,5788.21
1916,4339,2022-09-26,2022-10-07,5723.99
1917,2226,2022-10-20,2022-10-23,9227.55
1918,2581,2022-09-06,2022-09-15,718.39
1919,444,2022-04-16,2022-04-23,9345.24
1920,9921,2022-10-14,2022-10-25,7617.64
1921,8050,2022-09-28,2022-10-04,3008.51
1922,2148,2022-06-02,2022-06-24,9158.59
1923,7527,2022-04-06,2022-04-21,4049.1
1924,3846,2022-10-24,2022-11-16,3738.52
1925,6571,2022-05-14,2022-06-04,1936.57
1926,3491,2022-07-03,2022-07-16,8861.91
1927,3939,2022-08-13,2022-08-18,1921.12
1928,2206,2022-11-22,2022-12-21,4204.46
1929,6706,2022-05-13,2022-05-16,1438.5
1930,8020,2022-09-22,2022-10-06,9683.93
1931,7264,2022-10-02,2022-10-31,3565.91
1932,9091,2022-07-02,2022-07-16,8935.47
1933,8747,2022-06-21,2022-06-24,9286.38
1934,73,2022-10-01,2022-10-24,2127.65
1935,9534,2023-03-05,2023-03-08,9335.42
1936,8023,2022-08-26,2022-09-07,2395.22
1937,5718,2023-02-25,2023-03-23,1888.67
1938,1248,2022-03-26,2022-04-15,6062.5
1939,1666,2023-02-05,2023-03-03,7943.77
1940,8342,2023-01-09,2023-01-25,1439.95
1941,2816,2022-05-08,2022-05-31,9398.39
1942,9973,2022-12-17,2023-01-05,4414.5
1943,1501,2022-03-25,2022-03-26,775.75
1944,1713,2022-03-21,2022-04-02,4016.54
1945,4529,2022-09-30,2022-10-16,5815.6
1946,2797,2023-02-17,2023-02-26,5555.95
1947,5161,2022-07-03,2022-07-20,8542.88
1948,7421,2022-03-21,2022-04-18,5240.02
1949,3293,2022-10-28,2022-11-11,7005.43
1950,5252,2022-04-30,2022-05-16,5675.74
1951,1654,2022-06-08,2022-06-23,931.98
1952,5587,2022-10-15,2022-10-16,1064.05
1953,2723,2022-03-29,2022-04-19,7786.75
1954,8018,2023-01-15,2023-01-21,6182.73
1955,4388,2022-11-19,2022-11-22,1428.61
1956,975,2022-11-29,2022-12-11,2309.46
1957,7592,2023-01-02,2023-01-05,6066.26
1958,226,2022-10-09,2022-11-03,8867.76
1959,1814,2022-04-07,2022-05-01,2948.7
1960,8152,2022-05-10,2022-05-30,3579.05
1961,7792,2022-10-25,2022-11-21,8744.87
1962,7033,2022-09-11,2022-09-12,3247.56
1963,757,2023-02-14,2023-02-19,4406.69
1964,4935,2022-10-14,2022-11-11,8214.24
1965,1514,2022-05-06,2022-05-11,3254.02
1966,8863,2022-04-15,2022-05-10,4462.95
1967,2060,2023-02-07,2023-03-09,9148.96
1968,163,2022-05-18,2022-05-31,4572.46
1969,6454,2022-09-27,2022-10-11,1567.7
1970,8783,2023-01-21,2023-02-18,9430.19
1971,2662,2022-05-15,2022-06-10,432.57
1972,8193,2022-05-13,2022-05-28,8828.47
1973,5379,2022-04-21,2022-05-21,479.89
1974,5762,2022-05-16,2022-05-29,300.12
1975,32,2022-05-14,2022-06-08,3387.73
1976,2246,2022-12-08,2022-12-17,8838.2
1977,6601,2022-10-21,2022-11-01,3248.18
1978,3694,2022-08-28,2022-09-17,7991.27
1979,2606,2022-05-29,2022-06-03,8480.81
1980,4198,2022-12-23,2023-01-04,5872.23
1981,2750,2023-01-19,2023-02-01,3005.02
1982,4202,2023-02-26,2023-03-13,5273.08
1983,8869,2022-09-26,2022-10-07,1135.33
1984,8504,2022-08-22,2022-09-18,4185.31
1985,2574,2023-01-20,2023-02-18,7163.02
1986,6536,2022-04-24,2022-05-04,1905.62
1987,3442,2022-12-13,2022-12-24,5346.63
1988,8304,2022-08-27,2022-09-15,7827.09
1989,1763,2022-07-09,2022-07-27,2010.1
1990,335,2022-11-12,2022-11-28,9530.19
1991,9125,2022-05-29,2022-06-04,3189.75
1992,7760,2022-04-11,2022-04-20,2866.53
1993,1200,2022-09-14,2022-10-12,8394.62
1994,4727,2022-12-15,2022-12-23,6771.94
1995,5416,2022-05-15,2022-06-11,9313.97
1996,3253,2022-08-13,2022-08-14,9232.91
1997,5007,2022-05-19,2022-05-20,396.06
1998,9320,2022-10-24,2022-11-21,9580.12
1999,3624,2022-12-22,2023-01-20,1094.69
2000,1612,2023-02-14,2023-02-16,5032.87
2001,4579,2022-06-15,2022-07-12,2245.18
2002,436,2022-03-16,2022-03-26,9314.36
2003,9181,2022-03-13,2022-04-01,4596.86
2004,426,2022-09-01,2022-09-10,3999.88
2005,152,2022-12-29,2022-12-31,8084.0
2006,795,2022-11-20,2022-11-26,9515.96
2007,8740,2022-07-24,2022-08-13,9054.22
2008,3893,2022-06-23,2022-06-24,5568.53
2009,4245,2022-08-20,2022-08-29,9432.88
2010,8143,2022-12-05,2022-12-24,725.74
2011,1209,2022-05-10,2022-05-22,9753.14
2012,180,2022-12-09,2022-12-15,3155.31
2013,1413,2022-06-16,2022-06-26,3214.17
2014,2416,2022-03-24,2022-04-07,1653.46
2015,5587,2022-12-22,2023-01-06,8140.89
2016,8105,2022-04-11,2022-05-03,7075.24
2017,4102,2022-04-22,2022-05-17,6850.87
2018,2246,2022-05-19,2022-06-10,1399.83
2019,4749,2023-02-15,2023-03-08,8359.32
2020,6383,2022-10-23,2022-11-15,8326.09
2021,1099,2022-06-06,2022-06-13,4896.18
2022,3489,2022-06-10,2022-06-18,4371.45
2023,8730,2022-06-22,2022-06-29,9951.25
2024,4953,2022-10-21,2022-10-31,9893.91
2025,5582,2022-12-28,2023-01-17,5811.66
2026,1045,2023-01-10,2023-02-05,6478.45
2027,4516,2022-11-29,2022-12-10,5979.22
2028,7700,2022-09-11,2022-09-28,305.87
2029,7254,2022-10-23,2022-11-14,8035.17
2030,7966,2022-11-01,2022-11-30,1668.77
2031,9597,2023-01-16,2023-02-09,157.59
2032,916,2022-11-18,2022-12-14,4102.86
2033,9270,2023-03-04,2023-03-18,2297.49
2034,2161,2022-05-04,2022-05-21,9271.88
2035,4916,2022-11-11,2022-11-26,7499.27
2036,8970,2022-08-22,2022-09-20,6314.17
2037,6945,2022-09-05,2022-09-10,7635.51
2038,167,2022-12-28,2023-01-27,5978.06
2039,2270,2022-10-14,2022-11-02,2523.23
2040,9656,2022-03-16,2022-03-26,5877.84
2041,3038,2022-04-25,2022-05-03,7388.59
2042,69,2022-11-21,2022-12-21,1842.69
2043,442,2022-11-07,2022-11-28,880.43
2044,2271,2022-04-25,2022-05-12,5706.52
2045,8668,2022-11-16,2022-11-23,5221.55
2046,2558,2022-08-20,2022-09-13,9204.62
2047,6165,2023-01-29,2023-02-13,6314.92
2048,344,2022-09-12,2022-10-12,1579.81
2049,4127,2022-10-30,2022-10-31,1987.9
2050,5675,2022-05-15,2022-06-08,686.86
2051,4423,2022-08-10,2022-08-15,6852.04
2052,8662,2022-11-14,2022-11-21,4341.38
2053,6057,2022-12-20,2022-12-24,7976.13
2054,1437,2022-12-23,2023-01-21,3852.32
2055,3576,2023-03-03,2023-03-13,5330.98
2056,7563,2023-01-28,2023-02-12,4980.27
2057,9886,2022-08-06,2022-08-10,1267.72
2058,3256,2022-08-14,2022-09-08,6132.0
2059,6185,2022-03-30,2022-04-17,4550.61
2060,6401,2022-03-24,2022-04-07,1705.65
2061,7999,2022-06-22,2022-07-07,2546.56
2062,8092,2022-05-25,2022-06-20,9311.27
2063,9654,2022-06-04,2022-06-30,1418.49
2064,8095,2022-06-16,2022-07-05,4505.92
2065,1677,2022-10-28,2022-11-11,8692.33
2066,779,2022-09-03,2022-09-04,8293.52
2067,834,2022-09-13,2022-09-23,6760.55
2068,1156,2022-10-08,2022-10-30,1183.3
2069,79,2022-03-14,2022-03-26,7337.0
2070,7183,2023-01-31,2023-02-19,2219.48
2071,2654,2023-01-04,2023-01-31,7018.86
2072,3795,2022-10-06,2022-10-31,4290.92
2073,5497,2022-10-10,2022-10-16,1622.23
2074,9155,2023-02-01,2023-02-08,9382.15
2075,1894,2022-06-28,2022-06-30,5387.23
2076,640,2022-07-13,2022-07-18,7001.77
2077,791,2022-11-15,2022-11-20,7546.09
2078,2118,2022-04-07,2022-04-09,9833.94
2079,5616,2022-04-30,2022-05-05,5586.68
2080,152,2023-03-06,2023-03-29,9933.15
2081,8525,2022-10-09,2022-11-01,7471.06
2082,6545,2022-06-22,2022-06-27,6651.53
2083,9779,2022-11-17,2022-11-21,9287.92
2084,6467,2023-02-09,2023-02-25,5753.99
2085,2600,2022-03-22,2022-04-01,5572.64
2086,5817,2022-06-22,2022-07-06,7771.77
2087,898,2022-07-06,2022-07-15,613.55
2088,3688,2022-08-03,2022-08-18,8288.84
2089,4521,2022-11-20,2022-11-23,1012.01
2090,1418,2023-02-24,2023-03-09,6879.68
2091,408,2022-08-31,2022-09-22,8011.09
2092,4,2022-08-06,2022-08-17,1029.64
2093,5708,2022-11-27,2022-12-15,1168.26
2094,2850,2022-10-25,2022-11-15,7676.77
2095,8222,2022-03-25,2022-04-08,5977.56
2096,2776,2022-03-28,2022-04-19,8075.69
2097,2384,2023-01-07,2023-01-16,5227.78
2098,7415,2023-01-16,2023-01-28,4357.28
2099,1011,2022-07-30,2022-08-25,564.46
2100,7702,2022-05-31,2022-06-04,4485.28
2101,730,2023-02-04,2023-03-01,5913.76
2102,5698,2022-12-12,2022-12-25,9219.81
2103,9967,2022-05-12,2022-05-17,6870.74
2104,8412,2023-02-24,2023-03-13,3112.67
2105,1532,2022-03-28,2022-04-02,8608.94
2106,383,2022-08-13,2022-09-12,9108.42
2107,8244,2022-11-22,2022-12-04,1995.02
2108,9551,2022-12-16,2022-12-30,6653.47
2109,8604,2022-05-07,2022-05-29,9852.13
2110,1892,2023-01-08,2023-01-22,6301.63
2111,7378,2022-08-08,2022-08-25,6469.22
2112,7201,2022-10-22,2022-10-24,4616.52
2113,866,2022-08-20,2022-09-12,9647.06
2114,9593,2023-02-15,2023-03-06,4281.3
2115,554,2023-01-10,2023-01-15,1491.5
2116,9617,2022-04-04,2022-04-18,2699.89
2117,853,2022-08-14,2022-08-25,2878.75
2118,4564,2022-09-26,2022-10-04,2863.97
2119,4001,2023-01-16,2023-01-21,6129.92
2120,3575,2023-02-20,2023-03-19,9210.66
2121,9811,2022-10-23,2022-10-28,4574.83
2122,1009,2023-02-27,2023-03-03,9484.93
2123,8701,2022-12-06,2022-12-24,459.17
2124,9326,2023-02-28,2023-03-09,173.21
2125,7582,2023-01-16,2023-02-12,5466.52
2126,6587,2022-10-02,2022-10-24,6007.31
2127,802,2022-07-04,2022-07-27,830.27
2128,3083,2022-08-24,2022-09-10,7640.6
2129,3315,2023-01-17,2023-02-07,6676.92
2130,4613,2022-04-26,2022-05-16,4497.98
2131,8819,2022-03-22,2022-03-28,1444.85
2132,5231,2022-04-08,2022-05-03,1571.62
2133,849,2022-11-05,2022-11-16,7958.37
2134,7510,2022-10-27,2022-11-15,7451.81
2135,9269,2022-06-10,2022-07-07,3051.7
2136,7117,2023-01-22,2023-02-06,653.69
2137,3239,2022-07-13,2022-07-30,169.02
2138,1839,2022-04-30,2022-05-10,6675.4
2139,8860,2023-03-03,2023-03-28,2809.71
2140,8344,2022-08-02,2022-08-28,8336.91
2141,4178,2022-05-13,2022-06-09,3379.34
2142,595,2022-06-06,2022-07-03,2741.84
2143,1093,2022-10-12,2022-10-24,375.63
2144,3907,2022-04-20,2022-04-23,1456.46
2145,2202,2023-02-10,2023-02-12,4841.85
2146,685,2023-01-06,2023-01-22,9194.65
2147,7219,2022-06-04,2022-07-03,8852.2
2148,748,2022-03-16,2022-04-15,8066.84
2149,5934,2022-09-05,2022-09-21,6641.53
2150,2879,2022-09-16,2022-09-28,8385.39
2151,9375,2022-09-01,2022-09-28,2010.04
2152,6615,2023-01-04,2023-01-19,7989.26
2153,4094,2022-09-17,2022-10-11,7933.01
2154,1133,2022-05-23,2022-06-01,2461.18
2155,4639,2022-11-28,2022-12-26,4497.54
2156,8575,2022-08-18,2022-08-22,4041.71
2157,6556,2022-05-26,2022-06-06,8498.91
2158,9026,2022-03-10,2022-03-29,5728.22
2159,8853,2022-11-16,2022-11-24,381.19
2160,1425,2022-10-03,2022-10-11,640.56
2161,1068,2023-01-01,2023-01-26,1807.33
2162,2119,2022-07-02,2022-07-19,2700.58
2163,2739,2022-11-11,2022-11-23,3889.09
2164,9714,2022-11-21,2022-12-08,4041.6
2165,4831,2023-02-25,2023-03-02,4088.51
2166,2821,2022-10-11,2022-11-02,4246.05
2167,1395,2022-09-13,2022-09-25,8232.96
2168,8032,2022-11-10,2022-12-10,7372.06
2169,5930,2022-04-17,2022-04-20,1346.88
2170,9468,2022-10-06,2022-10-08,9985.58
2171,8122,2023-01-21,2023-01-24,1976.16
2172,2838,2022-10-18,2022-10-25,9244.1
2173,8897,2022-06-06,2022-06-08,9926.04
2174,8940,2022-04-29,2022-05-18,2534.74
2175,5579,2022-04-30,2022-05-15,9392.8
2176,5724,2022-06-20,2022-06-30,5030.13
2177,348,2023-01-10,2023-01-31,1484.56
2178,9189,2023-02-17,2023-02-26,9899.09
2179,6586,2022-04-18,2022-05-14,2462.43
2180,1246,2023-01-08,2023-02-02,8249.72
2181,6061,2022-10-23,2022-11-14,3061.09
2182,8236,2022-07-31,2022-08-30,4536.91
2183,8208,2022-05-25,2022-06-23,7871.76
2184,2923,2022-09-22,2022-09-28,4718.9
2185,3060,2022-11-20,2022-11-24,2409.34
2186,3151,2022-12-07,2022-12-16,6524.96
2187,1442,2023-01-18,2023-01-28,8200.61
2188,8998,2023-02-25,2023-03-02,7532.45
2189,4632,2023-01-23,2023-02-21,3437.43
2190,231,2022-11-04,2022-11-15,2236.49
2191,7099,2022-12-27,2022-12-31,6548.86
2192,3774,2022-12-21,2023-01-17,1916.71
2193,440,2022-08-31,2022-09-09,7275.66
2194,4136,2022-11-15,2022-11-16,587.24
2195,7888,2022-04-21,2022-04-28,7832.2
2196,8412,2023-03-05,2023-03-09,3799.48
2197,1291,2022-09-27,2022-10-06,2076.26
2198,7942,2022-07-16,2022-08-04,7478.43
2199,4373,2022-12-27,2023-01-02,5458.14
2200,9127,2022-12-09,2023-01-05,9521.46
2201,8478,2022-04-07,2022-04-25,6553.57
2202,6996,2022-04-02,2022-04-23,8125.23
2203,9586,2022-08-19,2022-09-04,696.78
2204,2136,2023-02-20,2023-03-06,565.67
2205,879,2023-02-05,2023-03-06,4648.97
2206,6548,2022-03-24,2022-04-23,210.46
2207,562,2022-09-07,2022-09-24,3070.05
2208,5885,2022-06-23,2022-07-14,1365.38
2209,842,2022-06-16,2022-07-06,8161.25
2210,8423,2022-04-23,2022-05-11,5775.43
2211,8720,2022-06-21,2022-07-01,2456.82
2212,4088,2022-11-19,2022-11-28,4159.04
2213,3518,2023-01-02,2023-01-17,4941.51
2214,5592,2022-05-02,2022-05-10,3433.57
2215,3843,2022-04-16,2022-04-26,8932.44
2216,7728,2022-05-04,2022-05-13,4146.17
2217,7962,2022-09-02,2022-09-29,5262.07
2218,3132,2022-04-30,2022-05-18,2992.55
2219,8613,2022-08-28,2022-09-19,1831.81
2220,2415,2022-04-01,2022-04-18,3351.61
2221,6566,2022-12-09,2023-01-06,327.96
2222,3558,2022-08-20,2022-09-03,9418.79
2223,7719,2022-10-14,2022-11-01,847.01
2224,3448,2023-02-15,2023-03-08,999.11
2225,4693,2022-11-10,2022-12-03,663.03
2226,7025,2022-07-18,2022-07-21,3780.69
2227,9451,2022-06-09,2022-06-13,1247.2
2228,3291,2022-06-04,2022-06-24,4018.28
2229,6783,2022-05-22,2022-06-11,8296.15
2230,9593,2022-09-04,2022-09-28,5516.7
2231,3246,2022-05-02,2022-05-26,3819.24
2232,3160,2023-02-23,2023-03-04,2805.77
2233,3373,2022-09-10,2022-10-08,5721.26
2234,3340,2022-08-01,2022-08-22,9889.38
2235,8420,2022-05-06,2022-05-25,2259.73
2236,1210,2022-04-21,2022-05-03,1807.62
2237,9850,2022-11-29,2022-12-14,4132.88
2238,7495,2022-12-21,2023-01-07,5548.52
2239,5518,2022-11-13,2022-11-24,8521.29
2240,3455,2022-06-16,2022-06-20,8069.86
2241,8415,2022-12-27,2022-12-31,3856.14
2242,1411,2022-09-06,2022-09-21,9835.96
2243,9753,2022-03-28,2022-04-17,5105.38
2244,8720,2022-07-21,2022-07-29,9200.0
2245,9102,2023-02-19,2023-03-12,6068.53
2246,55,2022-10-05,2022-11-03,7876.58
2247,8412,2022-12-16,2022-12-24,1562.3
2248,8390,2022-05-09,2022-05-15,2913.28
2249,5093,2023-02-26,2023-03-08,5891.68
2250,7699,2022-08-23,2022-09-04,3081.54
2251,8331,2022-07-25,2022-08-05,2583.95
2252,2947,2023-02-26,2023-03-08,9723.01
2253,6048,2023-01-25,2023-02-10,4443.37
2254,3315,2022-05-22,2022-06-11,4056.94
2255,2513,2023-01-12,2023-02-04,4209.46
2256,4448,2022-10-20,2022-11-11,3933.88
2257,1926,2022-08-24,2022-09-08,4393.97
2258,7430,2022-05-02,2022-05-12,3651.05
2259,1773,2022-12-31,2023-01-09,1877.58
2260,4504,2022-06-27,2022-06-29,8816.86
2261,4988,2022-10-18,2022-10-29,4266.14
2262,4767,2022-09-22,2022-10-01,3818.11
2263,342,2022-03-27,2022-04-08,2806.72
2264,908,2022-05-09,2022-05-14,5726.84
2265,7925,2022-08-15,2022-09-14,9581.28
2266,9057,2022-09-26,2022-10-08,5777.16
2267,61,2022-03-20,2022-03-29,7662.77
2268,3431,2022-05-27,2022-06-23,9833.05
2269,383,2022-12-27,2023-01-21,4433.26
2270,9639,2022-05-21,2022-06-02,9718.66
2271,113,2023-01-16,2023-01-17,1939.05
2272,1718,2023-02-15,2023-03-08,4101.72
2273,393,2022-10-04,2022-11-01,3973.23
2274,8172,2023-01-26,2023-02-06,5967.69
2275,9612,2022-05-30,2022-06-16,9930.65
2276,3978,2023-03-05,2023-03-23,6338.72
2277,9441,2022-12-23,2023-01-22,7907.99
2278,8669,2023-01-02,2023-01-12,4499.93
2279,2551,2022-04-30,2022-05-10,4884.63
2280,6442,2022-10-04,2022-10-27,2587.61
2281,6923,2023-01-06,2023-01-23,3456.47
2282,3756,2022-10-16,2022-10-18,6288.14
2283,9954,2022-12-22,2023-01-11,5565.17
2284,6329,2022-07-17,2022-07-19,2120.53
2285,7131,2022-08-07,2022-08-23,5438.35
2286,8407,2022-10-12,2022-10-20,7306.44
2287,5814,2022-08-21,2022-09-16,6330.81
2288,5189,2022-06-03,2022-06-24,5775.34
2289,2327,2022-04-10,2022-04-18,2571.17
2290,2484,2023-01-19,2023-02-04,9979.62
2291,2417,2022-07-02,2022-07-21,7144.76
2292,8484,2022-10-28,2022-11-13,4850.45
2293,7886,2022-06-22,2022-07-12,3637.03
2294,5044,2022-09-12,2022-10-03,2775.21
2295,4211,2022-07-22,2022-08-02,7734.05
2296,7048,2022-09-26,2022-10-03,1748.18
2297,8419,2023-02-12,2023-02-22,7067.51
2298,4699,2022-04-11,2022-05-03,3247.35
2299,1571,2022-12-25,2022-12-31,4426.63
2300,3514,2022-03-29,2022-04-02,3133.72
2301,1276,2022-09-07,2022-09-22,7476.53
2302,703,2022-09-30,2022-10-16,7260.82
2303,7169,2023-02-12,2023-02-25,9634.6
2304,1607,2022-04-02,2022-04-15,8442.15
2305,9200,2023-01-02,2023-01-10,5617.37
2306,4969,2022-09-21,2022-10-04,204.29
2307,14,2022-12-29,2023-01-14,5010.46
2308,7396,2022-03-24,2022-03-31,7173.18
2309,2384,2022-12-01,2022-12-09,7800.07
2310,7907,2022-12-08,2022-12-15,5917.34
2311,5951,2022-07-27,2022-07-31,3200.49
2312,8935,2023-01-03,2023-01-19,7100.15
2313,7431,2022-09-28,2022-10-13,5761.49
2314,200,2022-09-19,2022-10-18,8178.21
2315,1920,2022-03-28,2022-04-08,3161.88
2316,6442,2023-01-03,2023-01-23,4776.29
2317,5605,2022-05-14,2022-06-08,6693.67
2318,4056,2022-06-15,2022-06-29,6272.4
2319,2051,2022-03-30,2022-04-09,2557.81
2320,231,2023-02-04,2023-02-14,1050.15
2321,9878,2023-02-17,2023-02-27,1601.78
2322,2667,2023-01-19,2023-01-28,1903.77
2323,8286,2022-08-08,2022-08-20,5630.43
2324,8806,2022-04-09,2022-04-13,5734.74
2325,8971,2023-01-09,2023-01-12,906.07
2326,7419,2023-02-28,2023-03-16,9690.95
2327,7678,2022-11-17,2022-11-18,2685.43
2328,267,2022-10-13,2022-11-03,9885.31
2329,8996,2023-02-13,2023-03-13,1438.57
2330,3186,2022-07-30,2022-08-18,7873.82
2331,2718,2022-08-06,2022-08-23,5892.35
2332,1896,2022-10-23,2022-10-24,1837.12
2333,9558,2022-08-07,2022-08-14,6163.6
2334,9487,2022-10-04,2022-10-27,2891.05
