shipment_id,order_id,shipment_date,carrier_name,tracking_number
2487,523,2022-05-12,FedEx,VJGH2FF7OU
2488,1471,2022-07-16,FedEx,JH076CITZK
2489,5313,2021-05-12,UPS,EEN2VHC5BS
2490,9131,2021-08-07,FedEx,OB2WP4L3WS
2491,4407,2021-05-05,UPS,MVB2YGDZ4Q
2492,3292,2022-09-25,UPS,62V5C3KY9U
2493,1265,2021-07-13,UPS,UNG39ALOCO
2494,5381,2021-06-16,FedEx,T13XE58I04
2495,3731,2022-07-26,UPS,8AK63ZJKCD
2496,5443,2021-02-19,FedEx,E2ALBL0U02
2497,6230,2020-10-19,FedEx,XD69M6I7GB
2498,4582,2021-06-07,UPS,GKQGU9Z40F
2499,3479,2021-11-11,FedEx,INH0156PIY
2500,7272,2022-12-12,UPS,HSEEEIOFNJ
2501,9793,2021-09-15,USPS,UMLVM0EOC2
2502,361,2022-05-22,DHL,AEAGB1020M
2503,5509,2020-01-11,DHL,N8FV8VHGUR
2504,3117,2022-05-14,UPS,AX2Y6571FL
2505,9908,2020-04-23,UPS,X51JRH16XS
2506,7970,2022-05-20,USPS,KMPAYYUYZE
2507,1844,2022-09-26,USPS,RZSJS25DYR
2508,6582,2022-09-13,FedEx,ZM8496CHFL
2509,2131,2021-05-04,USPS,UFSVIRIZ70
2510,1687,2020-08-05,USPS,KLOV9JWKJ0
2511,1787,2021-12-02,DHL,IZQ66L3JYO
2512,2834,2020-01-16,FedEx,V20G6KK85G
2513,4856,2021-07-12,UPS,QET1LFYIG2
2514,1504,2021-08-24,USPS,KURG6FBQGZ
2515,5737,2021-06-28,USPS,FHC8ZJAPS0
2516,3022,2020-05-22,FedEx,WFX5SI456W
2517,9705,2021-06-19,USPS,W53EQ81JTK
2518,2019,2020-09-30,DHL,2H8D8PGEDD
2519,4656,2021-05-02,DHL,J2IFUKVGQ5
2520,5821,2020-11-11,UPS,P4JG94KFNA
2521,9676,2022-12-30,UPS,KRS3P79TGJ
2522,862,2020-06-07,FedEx,O6VLRXBGUW
2523,5796,2021-01-16,FedEx,HTM0Q73WA1
2524,4469,2021-11-06,UPS,5CBEOSCSXZ
2525,5202,2021-11-27,FedEx,1EJEETD3FX
2526,8265,2021-03-03,DHL,J4EUIY0ZOB
2527,5552,2022-10-15,UPS,W631SB0EXK
2528,8713,2021-02-21,USPS,16596396P6
2529,1126,2022-01-25,DHL,KY7VQFFIYX
2530,8330,2021-08-21,USPS,XI3JCT6F8S
2531,8151,2020-12-14,UPS,XB7Z38T0UY
2532,7236,2022-03-17,FedEx,SSHFDE8ROM
2533,6654,2020-10-24,FedEx,LCHDVDF8BC
2534,7107,2021-10-03,FedEx,PQ0SH397Y0
2535,6372,2020-03-06,DHL,9CMKYWCFAZ
2536,6740,2022-01-25,USPS,B2IWK4OIUM
2537,5277,2020-05-03,FedEx,9E3CPKWJ47
2538,1462,2020-12-22,FedEx,F2S45GK6ZE
2539,3343,2020-05-27,DHL,L0DQOAA8RQ
2540,3377,2020-11-24,UPS,8B7CVCXORE
2541,2921,2022-03-16,USPS,PQ9VNK7HGZ
2542,3517,2020-04-22,USPS,IZZU5R0W23
2543,1765,2021-01-15,DHL,BTDB2YFN3O
2544,8395,2021-06-24,UPS,APQHJS3ILU
2545,6649,2022-04-05,DHL,GDA3ZMOD35
2546,6287,2020-03-02,DHL,YTL3C5GMAL
2547,1837,2022-01-12,USPS,48D3LI8WLV
2548,9577,2022-09-06,FedEx,QGL3QVVCT3
2549,8019,2020-08-11,DHL,1DPLLGVL5F
2550,1525,2021-01-31,DHL,C7T08WU0KB
2551,1198,2020-12-25,FedEx,X4ZGXKAG2Y
2552,5901,2020-07-23,UPS,N5ZDHQ03R2
2553,9897,2022-11-30,FedEx,TKMPT3G8ZC
2554,8711,2020-01-01,FedEx,CK2Z5QCRGP
2555,7967,2022-03-22,FedEx,OZQP2TSP88
2556,9357,2020-12-08,FedEx,Y4GKOWZ7AJ
2557,2755,2020-04-23,UPS,LSIBCXI518
2558,9550,2021-11-16,DHL,8JSOSSZY1Z
2559,6290,2021-07-17,UPS,0ZNY77TKPH
2560,5845,2020-11-14,USPS,TC8K274XA2
2561,826,2022-05-20,DHL,IOOZQVJTWL
2562,9079,2022-05-13,DHL,7QG0E4CEN0
2563,9566,2021-09-03,DHL,HH28BRL98P
2564,871,2021-01-07,FedEx,OHHJ68AK0K
2565,8521,2022-04-09,UPS,0P0JYBBEU8
2566,2410,2022-06-18,DHL,MH7EL7I4ZV
2567,7048,2021-04-19,UPS,ST3PSJFZ1R
2568,1024,2020-10-05,FedEx,B9J0EPH04W
2569,544,2021-07-09,UPS,SRRZXJ6FV2
2570,6976,2022-10-23,UPS,ZZTLICZHS5
2571,7908,2021-08-25,USPS,NQ3QKPJNOV
2572,5268,2020-02-12,UPS,SOAKH98GEH
2573,3370,2021-02-06,UPS,SEV8IANRZD
2574,4851,2020-12-14,DHL,5P2E9U7VVT
2575,466,2020-05-23,DHL,V1SVZ3ZJHE
2576,1415,2022-10-24,DHL,P2FL58MJZ3
2577,6594,2021-01-25,UPS,0ZDJ1XXNA8
2578,5257,2022-05-09,UPS,7OCDMT3A3Z
2579,3161,2020-04-27,USPS,WT5C8VNCIJ
2580,225,2022-05-21,USPS,RZ29ET091R
2581,5006,2022-11-30,UPS,1SUS8AX2ID
2582,8800,2021-08-28,USPS,ZVP7MDKRHJ
2583,991,2022-07-13,FedEx,RW2FCG7IR9
2584,3844,2021-06-21,DHL,QB608Z8W51
2585,1800,2021-09-18,UPS,ZW2DQNSCRG
2586,418,2020-05-14,DHL,IEMABHVVBA
2587,5860,2020-04-26,USPS,0M2THUGPEK
2588,2702,2021-04-05,USPS,VYQ0651UZ2
2589,1345,2020-03-25,DHL,C3WGWEDP85
2590,6018,2020-10-13,UPS,JL2YPK5AJV
2591,9108,2021-08-15,FedEx,SJHANYXTMC
2592,4667,2021-12-29,DHL,FTOP4F64ZF
2593,3743,2020-05-03,UPS,ZUX7RDYX87
2594,3498,2022-01-25,UPS,MSQXTDL3GH
2595,8433,2020-11-18,DHL,T08I5USM2T
2596,8208,2020-07-17,UPS,SX16XV8BWT
2597,7390,2020-11-22,UPS,FE5S0EHP8K
2598,7945,2021-06-20,FedEx,UBAR0T57AY
2599,7493,2020-02-24,FedEx,8RC0E5S4K0
2600,4987,2021-05-16,FedEx,E2EU06Y01H
2601,9591,2020-06-26,FedEx,1HE0OBJJCN
2602,4375,2022-09-16,DHL,4OZ728JS7J
2603,4034,2020-03-08,UPS,8ZPWJEJ1DA
2604,7720,2020-06-29,UPS,JC0Q97BOF7
2605,2329,2022-05-18,USPS,IB4MBAUZML
2606,7355,2020-08-22,DHL,3F3I9FDB0N
2607,659,2020-11-15,DHL,XNO4N1FUWP
2608,6989,2020-06-06,FedEx,1JHQ362U20
2609,6879,2020-02-11,UPS,RZM2SYD73W
2610,7979,2022-01-20,FedEx,9XH1PJ7R93
2611,8788,2022-06-20,DHL,NBQXA9EH7G
2612,6266,2022-03-20,FedEx,O7VWWZ3C04
2613,2024,2020-12-05,DHL,7JGCAH8IZG
2614,513,2020-10-08,UPS,3ZVEC9F5TR
2615,4946,2020-10-29,FedEx,00CKFXF0AA
2616,1585,2021-04-10,USPS,ENMAST7ULX
2617,8046,2022-01-29,USPS,UZ0WWVVM5M
2618,3506,2022-07-09,FedEx,LA3F97CGCH
2619,5060,2020-08-09,UPS,4AIPS2AWQD
2620,5997,2020-12-16,USPS,QA1KIJGPPD
2621,3163,2021-12-29,FedEx,DZ5XQJV6Y4
2622,2444,2020-05-23,USPS,ZY0U3HZWCF
2623,1861,2021-12-05,DHL,PFK2C0HRO8
2624,124,2020-08-13,UPS,O2N32K7GRT
2625,3255,2021-10-26,USPS,A264U2UP60
2626,1912,2022-11-06,USPS,DU0QCUO85H
2627,9068,2020-10-21,USPS,2HNL0NCYYB
2628,623,2020-01-22,UPS,AV8XJTQB7M
2629,7741,2020-08-04,FedEx,SY8TIL299K
2630,7476,2021-01-28,FedEx,JPMLRB0PBO
2631,7314,2021-09-29,DHL,70O7GSYIFH
2632,1316,2022-02-01,FedEx,SGBILO9H7F
2633,4090,2022-03-09,DHL,U4P1335YZL
2634,9719,2022-05-16,USPS,ES4OXZFGBA
2635,3631,2020-06-08,USPS,I13IYHTW7U
2636,8419,2020-12-01,DHL,0QPUFGXZ5X
2637,4385,2021-01-12,DHL,YU0VT04XYT
2638,7805,2021-01-22,FedEx,LSB5K7RFZU
2639,1550,2021-10-26,FedEx,SG3XEF7YS7
2640,7368,2020-11-24,UPS,ETO4XZLZ1P
2641,150,2021-07-17,UPS,FT9SXPC8IH
2642,2502,2020-05-24,DHL,4KI9J89WVI
2643,6531,2020-09-01,DHL,QYHJCMDVLR
2644,4020,2022-01-01,DHL,0IB70VHKOL
2645,9340,2020-10-10,UPS,VZAL9NFNRY
2646,3814,2021-02-09,FedEx,KVKWI80GMF
2647,6603,2020-08-21,FedEx,S5PVFSG8X7
2648,9436,2021-03-09,FedEx,58PA8YJPHF
2649,917,2021-07-10,UPS,G9EP4XZ22S
2650,2329,2022-07-07,DHL,LWEZQFLADX
2651,2184,2020-06-01,DHL,6CLW1ZG4V9
2652,7703,2022-09-05,FedEx,WPXERU4LYS
2653,2397,2022-02-26,UPS,T3JZSAIJIN
2654,5511,2021-06-19,USPS,12UOV4IDJK
2655,1878,2021-09-21,USPS,K0JU8OUIR6
2656,5069,2021-05-09,USPS,PYDEFP0MSG
2657,419,2022-09-16,DHL,QE5LO50021
2658,4108,2021-05-09,FedEx,2QH0PXM0RU
2659,2325,2020-01-16,UPS,Y8CR3EPHWS
2660,3877,2020-07-05,DHL,NBRZSLDD3K
2661,643,2021-03-01,FedEx,1539H78ZPM
2662,9771,2020-03-19,FedEx,YR1T5S8FAU
2663,4115,2021-04-13,DHL,NXV9VCQ0CQ
2664,8118,2020-10-05,FedEx,W65PDCWQU8
2665,3358,2022-02-20,UPS,DEKIAU8SK4
2666,8295,2022-04-19,DHL,FHQEAWGNQE
2667,318,2020-05-25,FedEx,2ZRRT7OJMM
2668,9414,2022-06-29,DHL,GB9TP5QSU5
2669,5916,2020-03-08,USPS,V3F6LJWQ33
2670,7484,2021-04-22,USPS,3GVU8R0G2E
2671,3450,2022-07-26,FedEx,609W3RDFEO
2672,8650,2020-04-24,DHL,03QMIV95BG
2673,2459,2021-08-19,FedEx,OW2TQVR21B
2674,9621,2022-12-11,USPS,35RDBFD1XG
2675,2447,2021-06-15,FedEx,LUZAZNAGKG
2676,5137,2020-07-17,USPS,FYGDZ1ASM5
2677,3861,2022-08-18,USPS,LE471045SI
2678,4527,2020-02-07,FedEx,4J2AN5KIX8
2679,8484,2020-09-21,DHL,4H3223RSN1
2680,1031,2020-08-23,DHL,ZHF5CRN76O
2681,6490,2022-02-09,USPS,PUW6APG9R3
2682,8535,2021-05-12,FedEx,1NE4BA3TK0
2683,3931,2022-08-01,FedEx,28W7YGZL7Z
2684,2217,2022-05-16,DHL,N65PKAABNU
2685,9302,2020-03-11,USPS,G9PG3SAX27
2686,9644,2020-07-28,FedEx,CNO28HKR21
2687,8828,2020-09-02,DHL,MAY1VAVI9Q
2688,6724,2020-09-30,USPS,LSK8GAJ5QV
2689,4416,2020-08-29,FedEx,09XUI7QCKP
2690,7337,2020-04-05,UPS,AX3FDB8TLU
2691,389,2021-02-03,USPS,ZPO4278ZKW
2692,2137,2021-02-21,UPS,S6ZTJO8QM3
2693,1139,2020-08-27,FedEx,YPHLQ26D8J
2694,3098,2020-01-21,FedEx,HZII9M09LO
2695,3918,2022-07-19,USPS,A19M7HKIUG
2696,4522,2020-04-26,USPS,RYAG7WTTXV
2697,4746,2021-01-15,DHL,BBBWC83OHS
2698,7162,2022-11-02,DHL,2OYGMGRDNE
2699,1403,2022-02-05,FedEx,K69AA717CN
2700,8673,2022-12-05,DHL,D0BRFRVWM7
2701,7106,2022-05-11,DHL,4XWHWOJDB4
2702,1163,2022-08-17,FedEx,YBO5H2XUCR
2703,381,2020-07-17,DHL,HO6W31KZBS
2704,4974,2022-08-28,DHL,V82LIOLDH4
2705,1922,2021-11-11,DHL,MIQ2W98IBS
2706,509,2021-12-07,USPS,LQOUPRA552
2707,2484,2021-10-03,UPS,2K7VLEZAC5
2708,6152,2021-02-27,USPS,WYLNMS9QJ8
2709,3535,2022-07-21,FedEx,KULWGS1078
2710,7385,2021-04-19,UPS,Y6HCS8V26Q
2711,4684,2021-06-07,USPS,H2QBK7TN9G
2712,1770,2020-09-20,UPS,FWGEUB1MPP
2713,1878,2022-10-31,DHL,Q1JB0HH9VR
2714,6672,2020-06-19,USPS,E7WFVM9QJO
2715,3722,2022-12-05,DHL,2JTPWKH92B
2716,9476,2022-02-21,UPS,N8ND8KR58I
2717,6106,2021-12-24,DHL,GGRG6HBXG6
2718,9316,2021-12-06,USPS,ZW9FQHQBRB
2719,9211,2022-02-02,DHL,2191YQTTLS
2720,267,2022-01-31,FedEx,Q4V5A8M1CM
2721,8896,2020-09-12,USPS,0WWIC42041
2722,2056,2021-04-02,FedEx,UNIH5KHXCX
2723,8544,2021-03-13,FedEx,SSSH6TZ1R8
2724,5587,2022-11-11,USPS,S11QDRM06K
2725,3310,2021-10-17,USPS,XGIQBOAKAT
2726,5651,2021-10-20,USPS,Y03S9VQMES
2727,7419,2022-09-18,DHL,OPC1U4M8IW
2728,9881,2021-07-26,DHL,HL95L350PC
2729,9323,2021-04-09,UPS,NIBON4G3MW
2730,9444,2020-10-17,UPS,3V00AA4HIR
2731,9568,2021-10-16,USPS,HFD6T7HLYF
2732,6076,2022-09-22,FedEx,EQU9HFR8EU
2733,4241,2020-03-14,UPS,6CRTNM6KUF
2734,8488,2022-12-21,DHL,XMLEXS7V2R
2735,5112,2021-07-06,FedEx,ZIO7L7U802
2736,9893,2022-12-16,USPS,OPDHH3TB5N
2737,9531,2020-11-06,USPS,XPCCQAMAEU
2738,2941,2021-01-24,USPS,I0M4GVIYBT
2739,7801,2020-09-10,USPS,7JYAWLDD3X
2740,7283,2020-06-28,UPS,EZHIF9PMSX
2741,5912,2020-03-06,FedEx,RGXEYN1B75
2742,8550,2022-05-29,USPS,8YTTUX9QL1
2743,7076,2020-03-06,UPS,1F1KJSLBKD
2744,36,2022-07-01,UPS,R9DDMJLXTP
2745,3734,2020-08-15,FedEx,HPHPF1WVC1
2746,8473,2020-12-31,USPS,Z7QZ4B59RE
2747,7414,2021-06-15,UPS,I1J3YMPUIP
2748,2564,2021-10-15,USPS,Y5Q02C9030
2749,5995,2022-03-15,FedEx,ZS6OMCCLQC
2750,5401,2020-02-22,USPS,JU3NGS45LQ
2751,2572,2022-04-03,USPS,GN6DWYLB21
2752,4174,2022-09-03,USPS,GFOG01TDZF
2753,9231,2022-11-02,DHL,RR1J47R8SG
2754,9012,2021-05-06,DHL,NHM9C7LK2R
2755,9749,2020-09-14,UPS,4HR32KCB4T
2756,8173,2021-01-31,FedEx,DNQEYQ8SLI
2757,3080,2022-07-04,FedEx,N7Y3SOAOEZ
2758,1776,2022-04-25,DHL,NKMJTKG9SX
2759,8058,2020-05-02,FedEx,O7IN92JUWP
2760,767,2022-02-28,FedEx,ZN0QRP62I1
2761,2426,2022-02-16,DHL,D24U7G4M5U
2762,728,2021-04-16,USPS,0R39MJZCSN
2763,2019,2022-12-13,USPS,UG38R3VOBG
2764,4282,2020-11-17,USPS,2MWSS18LM3
2765,2994,2021-02-22,UPS,I7ZLYHLYDY
2766,9318,2022-09-23,USPS,DEJNYQVBXG
2767,8275,2021-04-15,FedEx,YDPW7R4HGQ
2768,42,2021-01-06,DHL,BH4ZS6LESR
2769,7635,2020-02-16,DHL,7Q03HY98HV
2770,731,2022-09-18,UPS,Q04FSSWQ9F
2771,1360,2021-05-02,DHL,L6GEUB5JBW
2772,8142,2021-11-14,UPS,VHAINCC88M
2773,8614,2020-05-31,DHL,BTP2J6OBY1
2774,9335,2022-03-16,FedEx,NR9HLXS53B
2775,3544,2020-10-22,USPS,XX313QQL88
2776,9545,2021-03-01,DHL,8OVD5O2HHU
2777,8371,2022-08-08,UPS,TKNIN20NYH
2778,1057,2022-04-05,UPS,YNAX0K9X72
2779,8481,2020-02-29,UPS,NE7AQ700X6
2780,324,2022-10-15,UPS,5MFZWEZD2M
2781,10000,2022-08-11,USPS,73XNNQTQ1K
2782,5249,2020-05-06,USPS,I5S9HWRVID
2783,6793,2021-09-03,FedEx,481OVMTW96
2784,657,2021-08-02,USPS,RVAPJZ6CPL
2785,7059,2021-02-06,DHL,H915ISJ61F
2786,1711,2022-01-29,FedEx,N98SI30172
2787,8112,2021-10-09,UPS,917DKO0I8R
2788,1548,2020-05-22,FedEx,QF2IGIJE77
2789,2108,2020-11-14,FedEx,4I6QV21WH6
2790,9813,2020-01-14,FedEx,G9BZLWX7YT
2791,9446,2021-03-07,FedEx,3T09OKXJ3V
2792,1409,2020-07-04,USPS,VX7BZI3I5K
2793,7856,2022-02-25,FedEx,DSQF7PCI36
2794,7899,2022-03-06,UPS,S9BXKUOWET
2795,3274,2022-09-28,FedEx,OQDB5WYLWW
2796,1149,2022-06-18,FedEx,M2KXKG3HKS
2797,9802,2020-03-04,USPS,5GJOSZ8A62
2798,1115,2021-11-24,USPS,TLNS19GYZV
2799,5602,2020-04-03,UPS,ZMP08J7AP5
2800,7170,2020-06-17,USPS,XK88CT1L3U
2801,4681,2022-11-02,FedEx,XGTB7ARHYC
2802,9953,2022-04-03,FedEx,ZTRKU8W7W6
2803,6183,2022-12-06,USPS,NV86ZSIC3N
2804,5543,2022-07-11,FedEx,MY0RFYEL7Z
2805,6258,2022-06-30,FedEx,I0EJRP57CC
2806,7390,2021-11-05,DHL,4Y2FVX1ADJ
2807,2115,2020-05-13,FedEx,OL9K4EMA09
2808,7041,2020-12-10,USPS,GEMYC1X975
2809,3634,2022-04-29,DHL,3KBX9J9KKQ
2810,9077,2022-01-27,UPS,E2NIF9Q2EM
2811,2732,2022-08-03,USPS,QMN9WPF8GM
2812,560,2021-03-15,FedEx,UGJN4TSE34
2813,1510,2021-10-26,FedEx,729NLQ6YXN
2814,6229,2021-02-20,FedEx,KTSTM2JZA1
2815,5353,2021-11-07,DHL,OYWRBXU24F
2816,109,2021-05-16,DHL,ON07QFZY6R
2817,5861,2022-03-25,USPS,MYLYMMS3LV
2818,6804,2022-05-29,FedEx,W7DDL3M3E5
2819,426,2020-11-24,FedEx,ZZBXY26IXZ
2820,5467,2022-09-11,USPS,AICLXT0O7C
2821,5492,2020-03-31,DHL,TGZQZOVWDK
2822,8748,2022-10-12,USPS,BX5U0S5P03
2823,3451,2021-01-04,DHL,DASY5A5VFA
2824,1911,2021-10-22,FedEx,RW207HXSGB
2825,6542,2021-11-19,USPS,NW4D3I6NRH
2826,3845,2020-07-31,FedEx,HLHAOXQXQB
2827,6425,2020-05-25,FedEx,1YWDVRVLZ7
2828,4478,2020-06-18,USPS,0P9331UDT1
2829,9975,2020-11-20,USPS,MQ5LLQTJPM
2830,5828,2020-08-19,DHL,GZ4MTVAQCQ
2831,1427,2021-06-03,UPS,0RRQS59AQA
2832,7737,2022-12-27,UPS,ZDE94ZBS8I
2833,8974,2021-06-02,USPS,5K8TGZZGV8
2834,9444,2020-01-08,UPS,RWL1PJ39AK
2835,8854,2020-06-21,UPS,4IK6U6D1YP
2836,4411,2022-01-23,DHL,IK7XZ1DRWW
2837,7310,2022-02-17,FedEx,RMNUE0V63E
2838,6632,2020-03-25,USPS,D3BLIAP8EI
2839,7227,2020-02-24,USPS,1GEOMEQPLX
2840,741,2022-10-23,FedEx,B5ERXDTZ0Y
2841,7015,2021-03-14,UPS,VJXJGXMT3P
2842,3781,2020-06-15,FedEx,I0CFU6HJHJ
2843,4044,2022-06-29,FedEx,2VV4A0DF3F
2844,1129,2021-03-29,USPS,IYIQZXGD7P
2845,2341,2020-05-21,USPS,4D3UBDP4GW
2846,3046,2020-10-07,USPS,4YS9Y5BY0R
2847,5314,2021-08-11,UPS,Z1XF85X5QN
2848,4380,2021-02-28,FedEx,FC9V2JGBCR
2849,477,2020-02-24,DHL,GDZHOOUKPV
2850,1402,2020-06-05,DHL,SK1CZLAFGP
2851,5502,2022-12-02,USPS,LBUO7W3OIE
2852,9365,2022-07-08,UPS,O1HE3H6767
2853,2318,2020-08-10,UPS,BVH3FUT8V2
2854,1128,2020-09-18,UPS,QV2L4D02B4
2855,7005,2020-04-02,DHL,4C6UZKOB6N
2856,7299,2021-11-23,FedEx,A7UXSBYKOD
2857,9547,2021-12-31,USPS,UVGMSUSXVP
2858,1169,2022-11-20,UPS,NOKB5TPFNP
2859,7304,2022-02-27,USPS,YKVLL1OA5K
2860,9796,2022-05-01,DHL,A85L0JN0OS
2861,5064,2020-02-25,DHL,ATPMTQ2BMG
2862,8382,2022-08-22,USPS,CVR6GKFVO5
2863,8437,2022-09-05,FedEx,7A1OEQ5T35
2864,7555,2021-11-24,USPS,FG7TDI2A23
2865,3803,2022-08-07,DHL,Q6SX6NCVLC
2866,4425,2021-11-20,FedEx,QWVA00ACV6
2867,9708,2021-07-30,UPS,RKCUI26NJT
2868,5743,2020-12-29,FedEx,HOKLRPZTAW
2869,599,2022-05-03,FedEx,47YJUXW8N8
2870,3967,2022-03-19,UPS,77UF8N0DYT
2871,9345,2021-03-19,FedEx,21U1DCWXEP
2872,6370,2021-10-16,USPS,S4HKP8GKGF
2873,356,2021-03-20,UPS,B1IE84E570
2874,5619,2020-06-14,USPS,UEBWNU2RIZ
2875,8945,2020-11-10,DHL,4WBR0HJ9OR
2876,362,2020-01-06,FedEx,Z7ONGPLERH
2877,8681,2021-08-14,FedEx,7W0NE17RQF
2878,5662,2022-03-06,DHL,7LEISY3DM6
2879,543,2021-10-21,USPS,OLWFAPCB64
2880,1358,2022-12-11,USPS,RU4DN0ATGL
2881,818,2020-01-14,DHL,QHFAY5H58O
2882,910,2022-08-23,UPS,PQHL5CMZ56
2883,7956,2020-02-09,FedEx,2KJ7FAFNHR
2884,8452,2021-07-09,DHL,3GYN56FBOV
2885,8006,2021-04-11,DHL,RGNEVB3KB7
2886,2149,2020-09-29,FedEx,TDDGPQFD4Y
2887,5233,2020-06-17,USPS,J4LTDZ3C6P
2888,5017,2022-04-07,UPS,C2JWZR2MT7
2889,9675,2020-04-28,FedEx,O3KGFR9UIN
2890,2492,2022-08-04,FedEx,MVJM8S3QYG
2891,3787,2022-05-12,UPS,QXNWVCGTFP
2892,9470,2022-02-07,USPS,5A3ET41BL5
2893,5345,2021-11-20,UPS,A7Z82A7QJK
2894,7861,2022-06-21,UPS,JR1LMQCL9M
2895,7791,2022-08-10,UPS,76EO595J3C
2896,6531,2022-06-18,UPS,BFPCRQT0M9
2897,341,2022-03-20,FedEx,1EBGB3WCOY
2898,4357,2022-02-01,UPS,W1TZACKT0G
2899,865,2021-06-11,FedEx,QSOK10DB3M
2900,2669,2021-11-19,DHL,ALX53V0DGU
2901,5159,2022-05-27,UPS,9B8JG29LI2
2902,3955,2022-11-20,FedEx,ZIH1YKNGFY
2903,54,2020-05-20,USPS,SYM2ZBO5FV
2904,7758,2020-05-22,FedEx,WQDSGNRFXZ
2905,6278,2020-09-02,FedEx,GDFOOMI812
2906,1410,2020-11-19,USPS,7AH4YNU0ED
2907,5036,2022-03-18,USPS,SBH3BEKTTV
2908,8906,2021-03-05,DHL,FLKTQ1946U
2909,4098,2020-12-15,FedEx,WDCRSUIGI5
2910,5331,2022-06-02,DHL,ATMCHBXK5W
2911,7895,2022-10-05,UPS,3PYNYKQ19R
2912,9533,2021-12-04,UPS,QQKBRWYD1Q
2913,936,2021-04-24,DHL,NSQR7B2PKZ
2914,5793,2022-05-21,UPS,AMM7NREJKC
2915,1887,2021-02-23,USPS,27XQ02S5E5
2916,8780,2020-01-21,USPS,7QEU4CBCQ1
2917,5081,2021-08-14,DHL,29AT4JNVWQ
2918,7935,2020-09-30,USPS,BJ2XKYGIO8
2919,4831,2020-05-12,FedEx,X823SQWVKA
2920,1749,2020-01-07,UPS,PM2Q5F06L3
2921,9092,2021-04-30,USPS,MZLNEP8MS1
2922,3517,2021-02-14,USPS,8X0CY1606H
2923,6085,2020-07-04,USPS,HL38GYSYCW
2924,6897,2022-06-25,UPS,JF6W4O2S3Y
2925,5038,2020-11-13,DHL,KC9QH0DKM4
2926,5321,2022-03-07,FedEx,AGCCEJUISL
2927,7438,2021-04-12,FedEx,7JN2QZ3GNB
2928,5618,2022-01-20,FedEx,JZYK3RXZEK
2929,9171,2022-05-19,UPS,R1J5WWFDK8
2930,6587,2020-02-10,USPS,0AVQJKY2ZZ
2931,8436,2020-06-25,FedEx,VAQTXFT8LA
2932,3614,2020-08-18,UPS,M7P9RDZY5S
2933,4770,2022-11-19,DHL,943010GXOM
2934,7348,2021-10-25,DHL,SCK6UD2RR0
2935,8005,2021-04-14,UPS,MPX6V2Q5EU
2936,1835,2020-12-20,FedEx,N3FDXNYKQ9
2937,1520,2021-10-23,DHL,R4VBF8RWHH
2938,6891,2020-06-17,UPS,ZQALSSND18
2939,4002,2020-07-08,USPS,CQW787O5QK
2940,1011,2021-03-16,USPS,B3NWHDMBR5
2941,5814,2022-01-25,USPS,DM28R9SOXA
2942,2307,2021-12-07,DHL,82PNNQTXYQ
2943,2270,2022-04-16,USPS,9RW4QIIPN8
2944,3793,2022-05-14,USPS,GVU5C1HCLX
2945,223,2022-07-03,UPS,NK09TOOFSL
2946,9722,2021-09-05,UPS,JU33JROOVC
2947,9111,2020-05-16,FedEx,XY4T9XY0DR
2948,8061,2021-01-26,FedEx,LJTPDFCPG0
2949,8421,2020-04-06,FedEx,NTWI58UTJD
2950,1830,2022-08-16,FedEx,2UCXEDUVZ0
2951,2315,2021-03-12,DHL,LMYUPSXYGD
2952,7436,2021-09-13,USPS,FWNW4VZ6A1
2953,8867,2021-01-02,FedEx,XHWYNN5UGW
2954,5866,2020-10-16,DHL,3CBC91ARWU
2955,9451,2022-01-20,USPS,9OZXJI7F5S
2956,430,2021-04-24,UPS,ITK3IRHO63
2957,2428,2020-02-06,UPS,QIMOFSPJ65
2958,1402,2020-04-17,DHL,OFNO5OZFO0
2959,2319,2021-10-22,FedEx,P3MGKKOFO8
2960,4981,2020-04-12,USPS,OK2DP1SBER
2961,8203,2022-09-21,FedEx,Q2QCXG5J26
2962,668,2021-07-25,UPS,QHKXLVM5A9
2963,5866,2020-10-03,UPS,VVIF13C7ER
2964,7993,2022-11-29,USPS,KLUCMHE9B1
2965,7861,2020-08-11,DHL,ND3XZDYVP6
2966,242,2020-06-26,DHL,9WCCSBRKNL
2967,7501,2020-01-02,USPS,F853NEPPH3
2968,3654,2020-06-12,DHL,2D3V8JVTCR
2969,6731,2022-03-11,UPS,3NTSQHU6AY
2970,2283,2020-05-01,USPS,XZGT4SYL2T
2971,5653,2020-05-28,USPS,I59LPT61HF
2972,9485,2021-07-23,FedEx,LNGR5KIRC5
2973,2718,2020-07-26,FedEx,OLRQMMIEI9
2974,847,2021-08-26,FedEx,P8X32TOJQY
2975,1858,2020-04-01,FedEx,KZV88OPXTN
2976,6785,2022-05-11,DHL,1GACY6VZTW
2977,411,2022-05-22,FedEx,FYKC1AALZ4
2978,9004,2022-04-02,DHL,Y93VHIFFFC
2979,1313,2021-03-02,DHL,PIIBMRWHT9
2980,7443,2022-06-30,DHL,ONV2PFPFYO
2981,1316,2022-12-19,UPS,5UEBI5FN3S
2982,3132,2022-07-27,FedEx,ZMMK6DE7YA
2983,5630,2020-08-01,DHL,X3L2C11NSV
2984,5445,2021-10-16,UPS,6GO1ODSKUA
2985,1470,2022-07-09,DHL,FL9IZEW9ZS
2986,2607,2020-03-14,USPS,KDVJOCX5I2
2987,2769,2020-09-04,USPS,XL1GNSBIXK
