shipment_item_id,shipment_id,product_name,quantity_received,unit_price
1655,5215,Product C,4,6.85
1656,4835,Product B,2,32.24
1657,170,Product E,3,37.86
1658,5753,Product D,8,22.14
1659,6747,Product B,3,43.77
1660,3679,Product A,3,24.17
1661,7635,Product B,5,27.09
1662,7581,Product C,9,49.54
1663,3722,Product B,6,11.92
1664,5448,Product E,5,22.06
1665,9421,Product A,1,17.85
1666,9307,Product E,3,42.32
1667,6225,Product D,5,6.87
1668,9467,Product B,4,27.57
1669,383,Product C,10,22.08
1670,8157,Product C,2,40.86
1671,5305,Product D,2,35.49
1672,1177,Product E,1,26.03
1673,7946,Product D,9,31.67
1674,5692,Product B,8,37.52
1675,1187,Product B,5,11.7
1676,3733,Product A,6,3.24
1677,7974,Product C,1,24.31
1678,8927,Product C,10,47.63
1679,8141,Product E,7,13.66
1680,1336,Product C,1,50.0
1681,7274,Product B,10,6.21
1682,6649,Product B,2,45.13
1683,1993,Product D,3,16.52
1684,4004,Product D,1,30.74
1685,5768,Product A,6,11.32
1686,7797,Product B,8,30.68
1687,6804,Product A,7,3.36
1688,1177,Product B,8,17.98
1689,8766,Product C,6,45.13
1690,5106,Product B,8,27.24
1691,9370,Product A,8,6.64
1692,6935,Product D,7,17.02
1693,2334,Product E,1,7.24
1694,2281,Product A,7,15.55
1695,9747,Product B,5,5.42
1696,4548,Product A,8,45.84
1697,3379,Product A,1,29.35
1698,7930,Product D,5,31.37
1699,7013,Product D,3,41.99
1700,108,Product D,2,16.58
1701,6959,Product D,10,16.58
1702,379,Product D,10,26.61
1703,9239,Product D,2,31.74
1704,7089,Product A,9,4.69
1705,6639,Product C,2,5.75
1706,9986,Product A,2,4.09
1707,3527,Product A,2,22.74
1708,5589,Product A,10,26.65
1709,9551,Product D,4,37.2
1710,8614,Product D,6,43.49
1711,4429,Product D,5,37.51
1712,1449,Product B,10,37.63
1713,6191,Product A,10,18.71
1714,1097,Product A,7,9.84
1715,2222,Product A,1,4.91
1716,3375,Product B,5,16.22
1717,8617,Product E,6,17.62
1718,6290,Product D,9,23.13
1719,1801,Product D,6,5.84
1720,6417,Product B,7,10.26
1721,752,Product B,1,23.98
1722,3992,Product C,3,26.94
1723,7435,Product C,10,4.75
1724,2472,Product E,7,18.03
1725,6088,Product B,2,41.97
1726,5964,Product C,7,1.64
1727,7002,Product C,10,40.37
1728,9170,Product E,8,9.03
1729,1529,Product E,8,47.68
1730,6959,Product E,9,42.64
1731,9105,Product C,8,45.88
1732,4654,Product E,6,10.57
1733,6123,Product D,4,47.99
1734,961,Product B,6,9.58
1735,5841,Product E,9,28.47
1736,4138,Product D,8,48.86
1737,5641,Product A,3,20.2
1738,8019,Product E,4,31.08
1739,4075,Product C,3,27.93
1740,1286,Product B,1,11.32
1741,2537,Product A,3,48.68
1742,7314,Product C,7,45.9
1743,6808,Product A,10,19.68
1744,5162,Product B,8,7.96
1745,6201,Product D,6,7.09
1746,4684,Product C,7,35.63
1747,862,Product C,1,16.13
1748,8746,Product B,8,1.58
1749,7058,Product A,5,48.91
1750,1923,Product E,7,37.43
1751,9171,Product A,5,40.77
1752,8709,Product B,5,7.08
1753,6581,Product C,3,9.92
1754,3672,Product A,3,48.24
1755,3474,Product E,8,27.71
1756,3609,Product B,7,41.68
1757,7201,Product C,1,16.36
1758,1368,Product C,7,19.16
1759,3979,Product B,4,17.86
1760,8376,Product D,6,33.47
1761,8864,Product E,2,12.36
1762,5536,Product A,7,26.46
1763,4441,Product B,3,49.27
1764,5499,Product B,9,19.07
1765,2209,Product E,10,39.27
1766,5609,Product E,5,37.29
1767,974,Product B,8,7.39
1768,8381,Product A,7,23.3
1769,155,Product E,6,16.56
1770,5871,Product C,2,39.85
1771,3307,Product B,6,8.2
1772,5934,Product A,2,18.74
1773,3285,Product A,7,3.43
1774,3001,Product B,8,4.76
1775,949,Product A,7,23.42
1776,2216,Product C,1,8.5
1777,8375,Product A,5,32.6
1778,4568,Product D,8,44.45
1779,8631,Product A,8,26.79
1780,7623,Product B,3,36.08
1781,9832,Product E,4,42.61
1782,5400,Product C,8,28.45
1783,757,Product A,7,3.91
1784,6498,Product E,10,21.54
1785,8324,Product D,9,33.48
1786,6296,Product D,10,34.83
1787,7940,Product C,8,34.53
1788,8644,Product A,6,35.39
1789,467,Product B,9,41.93
1790,9561,Product E,2,24.38
1791,2901,Product D,6,6.87
1792,8604,Product E,6,39.24
1793,389,Product D,6,5.11
1794,6588,Product B,7,47.81
1795,3373,Product D,9,47.28
1796,5305,Product B,3,10.73
1797,6770,Product C,2,12.94
1798,9160,Product C,8,38.33
1799,5412,Product A,3,28.85
1800,5660,Product A,3,41.39
1801,2524,Product C,8,20.85
1802,1586,Product C,6,44.95
1803,3641,Product A,10,12.09
1804,2717,Product C,4,20.31
1805,3488,Product C,9,30.76
1806,7211,Product B,5,19.33
1807,6599,Product B,7,20.31
1808,7423,Product D,1,33.25
1809,1831,Product A,6,21.94
1810,8299,Product C,6,25.59
1811,6819,Product B,7,26.88
1812,5664,Product E,8,41.59
1813,5999,Product C,9,44.68
1814,1045,Product C,8,43.73
1815,9106,Product C,1,7.4
1816,319,Product E,8,36.86
1817,6374,Product C,4,24.12
1818,9355,Product B,6,46.85
1819,5177,Product A,3,46.21
1820,4827,Product A,5,30.7
1821,4726,Product D,5,36.54
1822,2290,Product E,7,46.54
1823,6253,Product A,4,45.83
1824,7325,Product D,7,37.0
1825,7806,Product A,1,41.82
1826,2545,Product D,3,1.89
1827,812,Product D,9,8.13
1828,4740,Product B,3,8.22
1829,8790,Product C,4,30.23
1830,498,Product C,10,7.09
1831,1610,Product E,2,31.65
1832,9339,Product C,10,27.26
1833,3027,Product A,3,20.29
1834,319,Product A,7,33.12
1835,3745,Product B,8,30.46
1836,5349,Product A,10,33.11
1837,9204,Product B,8,49.68
1838,2155,Product C,4,3.98
1839,6074,Product A,6,6.42
1840,2634,Product C,9,45.93
1841,7458,Product D,6,10.39
1842,7858,Product A,7,24.52
1843,6416,Product B,9,35.65
1844,5976,Product D,7,1.42
1845,1356,Product D,1,7.11
1846,2762,Product A,5,40.43
1847,5406,Product A,6,42.33
1848,6868,Product A,7,43.91
1849,2138,Product A,4,1.74
1850,8999,Product A,7,29.98
1851,1339,Product D,3,49.36
1852,5463,Product D,9,4.84
1853,9212,Product D,9,2.81
1854,2513,Product A,7,1.59
1855,9386,Product C,2,49.3
1856,242,Product D,1,49.67
1857,7634,Product D,7,12.77
1858,3189,Product E,7,25.13
1859,9618,Product B,7,38.02
1860,664,Product D,6,49.52
1861,4934,Product D,3,13.41
1862,4463,Product B,2,9.46
1863,1561,Product C,10,3.96
1864,3769,Product C,5,16.4
1865,6237,Product C,1,28.32
1866,8313,Product D,2,47.12
1867,4656,Product B,5,29.24
1868,223,Product A,1,13.89
1869,6755,Product A,3,9.05
1870,7921,Product E,7,21.1
1871,7063,Product B,9,36.08
1872,5946,Product B,8,17.36
1873,2998,Product B,8,8.37
1874,8621,Product B,8,25.2
1875,8427,Product C,4,34.09
1876,4657,Product C,9,13.84
1877,9296,Product C,7,21.68
1878,7640,Product B,9,2.66
1879,611,Product C,7,5.0
1880,6483,Product C,10,25.87
1881,6745,Product C,6,34.31
1882,232,Product C,7,44.23
1883,2286,Product D,7,35.42
1884,9792,Product D,3,8.15
1885,9242,Product A,7,18.86
1886,9682,Product B,9,42.22
1887,9078,Product C,2,12.01
1888,2540,Product C,6,1.73
1889,2785,Product D,2,18.18
1890,7751,Product C,2,42.9
1891,6080,Product B,9,28.47
1892,6550,Product C,3,27.74
1893,3274,Product B,3,8.41
1894,877,Product D,9,27.99
1895,9893,Product C,4,16.2
1896,4832,Product C,6,40.36
1897,5760,Product D,5,10.13
1898,9837,Product E,5,5.26
1899,2837,Product A,10,22.64
1900,3690,Product E,4,34.29
1901,3673,Product E,3,18.14
1902,4850,Product A,4,24.94
1903,4335,Product C,5,10.38
1904,7354,Product C,10,43.59
1905,7623,Product A,9,33.77
1906,8755,Product A,3,14.9
1907,3602,Product B,3,19.29
1908,3457,Product A,4,14.09
1909,9736,Product B,4,49.67
1910,529,Product B,7,4.46
1911,8634,Product A,2,17.6
1912,3145,Product E,7,13.41
1913,8549,Product E,5,27.94
1914,9717,Product A,9,25.99
1915,7999,Product B,9,39.53
1916,8353,Product D,10,14.77
1917,7756,Product D,7,29.28
1918,7202,Product D,5,36.75
1919,7758,Product B,8,33.34
1920,7793,Product B,10,9.27
1921,1955,Product A,7,26.24
1922,161,Product A,9,45.13
1923,8669,Product D,5,30.36
1924,6585,Product E,2,36.45
1925,509,Product E,2,26.47
1926,9733,Product A,1,16.08
1927,9803,Product C,4,43.4
1928,5092,Product C,10,24.45
1929,5054,Product D,7,18.83
1930,9813,Product A,8,24.4
1931,960,Product C,9,11.28
1932,5725,Product E,8,8.8
1933,1873,Product D,10,44.85
1934,1251,Product D,2,10.01
1935,525,Product B,6,9.12
1936,7173,Product B,6,21.31
1937,2930,Product C,6,37.92
1938,59,Product B,3,12.48
1939,1718,Product E,1,11.68
1940,266,Product C,1,14.14
1941,9891,Product B,1,35.92
1942,671,Product C,9,18.74
1943,4051,Product D,3,32.26
1944,6932,Product C,2,26.46
1945,862,Product B,6,8.27
1946,1825,Product A,1,35.46
1947,4008,Product E,8,42.4
1948,4331,Product D,7,48.63
1949,4240,Product D,4,14.75
1950,5941,Product B,7,41.58
1951,4039,Product D,6,9.91
1952,3677,Product D,7,6.97
1953,1747,Product D,4,12.29
1954,300,Product D,2,41.03
1955,9968,Product C,1,42.11
1956,65,Product B,8,44.8
1957,9970,Product C,5,34.0
1958,5974,Product A,6,36.38
1959,4860,Product A,7,7.14
1960,7866,Product A,10,18.64
1961,3185,Product E,3,49.99
1962,6504,Product C,5,31.9
1963,7427,Product A,6,16.35
1964,1621,Product C,5,16.58
1965,6356,Product D,10,35.03
1966,9774,Product C,7,49.67
1967,9727,Product C,5,4.35
1968,3591,Product B,10,37.84
1969,6575,Product E,8,20.59
1970,119,Product C,7,40.49
1971,4396,Product A,4,46.0
1972,287,Product C,3,6.26
1973,5305,Product C,7,9.97
1974,9430,Product A,4,43.88
1975,6861,Product D,7,49.42
1976,1008,Product A,5,23.74
1977,2381,Product B,10,36.45
1978,1270,Product C,10,45.22
1979,4527,Product C,8,41.31
1980,270,Product E,4,38.39
1981,2744,Product E,7,42.25
1982,1946,Product C,2,1.31
1983,5798,Product B,2,8.27
1984,1663,Product E,9,47.22
1985,7833,Product D,2,5.13
1986,3649,Product C,3,5.93
1987,3522,Product D,2,21.88
1988,2828,Product E,3,8.62
1989,7998,Product A,10,13.94
1990,8564,Product E,1,40.33
1991,5984,Product A,1,48.35
1992,4989,Product C,1,18.55
1993,85,Product A,1,22.71
1994,8284,Product D,5,25.26
1995,6264,Product D,1,17.95
1996,8460,Product B,10,35.02
1997,2795,Product B,4,13.09
1998,9646,Product E,3,11.01
1999,6038,Product B,7,26.37
2000,9867,Product E,1,43.61
2001,5423,Product E,2,48.93
2002,2158,Product D,5,4.75
2003,8710,Product D,5,43.02
2004,1376,Product C,1,32.31
2005,1022,Product A,5,3.36
2006,6182,Product E,3,37.1
2007,256,Product B,10,35.0
2008,7387,Product B,3,49.23
2009,2480,Product D,4,29.58
2010,9303,Product C,7,28.86
2011,4752,Product A,7,4.49
2012,6029,Product B,6,14.4
2013,5750,Product C,8,16.34
2014,3280,Product D,3,30.06
2015,7818,Product D,5,47.71
2016,8625,Product E,6,4.47
2017,6412,Product E,7,34.94
2018,6578,Product C,7,17.58
2019,9995,Product E,5,18.37
2020,4109,Product B,2,6.39
2021,8596,Product A,5,6.69
2022,3797,Product C,8,36.5
2023,6042,Product C,1,28.47
2024,7261,Product C,7,25.92
2025,4877,Product E,5,31.87
2026,6778,Product A,4,48.29
2027,8713,Product B,1,35.93
2028,9723,Product B,2,33.81
2029,6756,Product C,2,24.72
2030,9947,Product B,6,32.63
2031,4389,Product C,7,36.68
2032,5474,Product D,3,27.72
2033,9975,Product C,5,30.43
2034,4078,Product B,3,29.03
2035,2977,Product C,3,42.62
2036,5114,Product A,5,2.39
2037,9150,Product D,8,43.51
2038,2637,Product B,1,9.37
2039,8643,Product D,4,6.73
2040,5763,Product C,1,32.07
2041,7876,Product B,9,44.86
2042,4269,Product E,4,13.84
2043,2073,Product B,7,4.83
2044,5743,Product E,6,17.13
2045,6239,Product D,10,13.06
2046,1328,Product D,9,12.68
2047,9751,Product E,8,35.98
2048,3608,Product E,1,38.95
2049,7341,Product A,3,21.23
2050,8905,Product E,7,35.72
2051,4727,Product D,10,14.19
2052,2341,Product E,8,2.19
2053,8008,Product D,6,49.34
2054,4650,Product D,8,24.94
2055,9146,Product B,10,43.13
2056,8394,Product D,3,22.44
2057,7297,Product A,4,32.18
2058,6200,Product E,6,38.57
2059,8902,Product E,1,34.59
2060,7764,Product B,1,32.98
2061,5523,Product D,6,32.25
2062,7183,Product D,10,40.2
2063,3549,Product B,8,16.39
2064,8031,Product E,6,10.75
2065,3703,Product A,4,17.84
2066,929,Product A,1,7.29
2067,7742,Product C,3,39.76
2068,9393,Product C,6,35.41
2069,5365,Product C,7,5.89
2070,9840,Product B,7,33.81
2071,554,Product C,3,49.67
2072,7512,Product E,4,3.1
2073,9677,Product E,9,26.21
2074,9497,Product E,3,32.17
2075,2902,Product A,10,12.36
2076,4488,Product C,4,35.87
2077,8447,Product B,6,23.32
2078,1791,Product B,4,34.05
2079,4406,Product C,9,10.95
2080,8660,Product C,10,24.42
2081,5602,Product B,10,40.49
2082,2140,Product B,4,27.73
2083,4333,Product D,9,13.4
2084,1720,Product C,2,41.49
2085,2232,Product D,6,25.71
2086,3910,Product E,2,38.54
2087,2284,Product D,9,40.07
2088,1882,Product D,10,38.07
2089,4350,Product D,3,37.05
2090,9747,Product C,9,1.77
2091,9580,Product A,7,5.01
2092,452,Product B,5,2.32
2093,8399,Product D,5,32.99
2094,9834,Product E,4,27.19
2095,2974,Product D,2,15.68
2096,9431,Product B,4,14.59
2097,7975,Product E,10,37.39
2098,8908,Product A,9,8.0
2099,9130,Product A,6,45.37
2100,3338,Product D,10,2.73
2101,8466,Product D,7,37.71
2102,3730,Product C,7,10.59
2103,7012,Product C,8,2.82
2104,1730,Product B,5,32.72
2105,5415,Product B,7,21.17
2106,6652,Product E,9,16.4
2107,7062,Product B,7,3.6
2108,2869,Product A,2,23.35
2109,4598,Product C,4,5.91
2110,4605,Product E,4,49.57
2111,6381,Product D,1,2.18
2112,4492,Product D,10,28.62
2113,7012,Product D,4,27.02
2114,3056,Product E,10,40.9
2115,1961,Product A,8,6.13
2116,9943,Product A,7,10.31
2117,8462,Product E,10,49.96
2118,8135,Product E,6,9.69
2119,9998,Product A,1,5.03
2120,2019,Product E,10,44.92
2121,921,Product B,10,21.68
2122,8411,Product A,9,37.21
2123,6551,Product B,1,39.24
2124,7518,Product D,6,29.51
2125,5993,Product A,1,10.98
2126,4646,Product C,1,23.97
2127,7129,Product D,8,34.91
2128,4354,Product D,10,19.23
2129,6683,Product C,1,1.69
2130,4419,Product D,1,3.35
2131,290,Product E,2,25.33
2132,914,Product E,7,16.56
2133,8735,Product A,2,41.9
2134,9442,Product C,4,6.83
2135,1261,Product A,4,38.41
2136,6640,Product C,9,32.18
2137,8055,Product D,4,11.78
2138,1725,Product E,9,4.67
2139,448,Product E,8,13.32
2140,9068,Product E,4,23.69
2141,8871,Product E,10,1.46
2142,1655,Product D,5,13.88
2143,9060,Product E,6,1.71
2144,3616,Product C,6,4.41
2145,2428,Product C,6,14.34
2146,3854,Product B,1,29.05
2147,3360,Product B,9,39.31
2148,1034,Product C,2,7.21
2149,9866,Product C,1,17.75
2150,6725,Product E,7,11.94
2151,3356,Product C,6,1.26
2152,1672,Product C,2,33.62
2153,7508,Product B,6,23.66
2154,2148,Product A,7,2.29
2155,221,Product B,9,15.09
2156,4830,Product D,5,24.25
2157,7755,Product C,6,17.78
2158,8100,Product A,8,11.11
2159,1110,Product C,2,41.24
2160,9301,Product B,4,15.11
2161,7878,Product D,10,26.53
2162,4416,Product D,1,25.35
2163,3104,Product B,10,25.97
2164,2978,Product A,9,32.4
2165,8887,Product D,4,25.87
2166,4998,Product D,10,26.64
2167,5460,Product A,2,14.58
2168,4413,Product C,3,22.5
2169,4065,Product E,10,39.9
2170,457,Product E,7,10.1
2171,2770,Product D,5,21.67
2172,4090,Product B,5,16.13
2173,1259,Product B,6,36.29
2174,6307,Product E,2,20.8
2175,5188,Product E,3,36.33
2176,2641,Product D,9,45.08
2177,9683,Product C,6,40.59
2178,318,Product A,4,4.8
2179,3313,Product B,3,9.59
2180,1083,Product E,10,3.94
2181,4647,Product C,3,23.95
2182,9701,Product A,7,20.01
2183,7877,Product B,9,18.99
2184,807,Product A,5,17.79
2185,3726,Product A,4,44.85
2186,8676,Product C,4,20.06
2187,3840,Product C,5,18.71
2188,9002,Product C,8,39.39
2189,4447,Product A,7,12.03
2190,3757,Product B,1,34.14
2191,4695,Product B,8,46.54
2192,6705,Product E,10,42.37
2193,2252,Product B,3,6.95
2194,7481,Product E,9,29.56
2195,6292,Product D,2,45.99
2196,2625,Product B,10,1.05
2197,2273,Product E,5,13.97
2198,8243,Product E,10,27.72
2199,1511,Product A,1,4.35
2200,3450,Product E,1,46.04
2201,3270,Product D,9,41.54
2202,741,Product B,3,26.17
2203,5440,Product A,1,16.42
2204,9745,Product E,2,10.98
2205,6244,Product D,3,39.3
2206,8249,Product C,1,48.04
2207,5949,Product D,3,2.64
2208,9410,Product C,5,47.0
2209,4989,Product D,5,26.09
2210,9441,Product B,1,3.39
2211,4178,Product D,1,18.43
2212,672,Product A,4,40.87
2213,4860,Product B,3,25.74
2214,867,Product D,2,47.84
2215,7188,Product E,10,9.97
2216,3994,Product E,4,22.25
2217,6354,Product A,10,42.24
2218,9308,Product B,2,26.18
2219,7223,Product E,1,20.52
2220,1019,Product A,7,30.56
2221,2744,Product E,8,20.99
2222,435,Product C,2,5.01
2223,7134,Product C,8,9.65
2224,3578,Product D,1,49.2
2225,4513,Product C,5,33.31
2226,5493,Product A,1,28.17
2227,1628,Product B,10,18.99
2228,7622,Product E,6,27.38
2229,4441,Product D,4,49.93
2230,3888,Product B,9,3.08
2231,8823,Product B,2,34.97
2232,2294,Product A,5,45.72
2233,4151,Product E,1,4.56
2234,2434,Product A,6,19.71
2235,8345,Product A,9,32.84
2236,3493,Product E,2,7.11
2237,2562,Product E,9,48.45
2238,2311,Product E,8,12.09
2239,3922,Product B,1,12.77
2240,5402,Product A,7,13.27
2241,5587,Product D,8,49.94
2242,8404,Product A,7,37.01
2243,4064,Product A,2,44.33
2244,8433,Product E,6,43.39
2245,1403,Product A,9,22.82
2246,6949,Product B,7,49.3
2247,5741,Product D,5,49.8
2248,9699,Product A,1,28.44
2249,710,Product B,5,24.92
2250,6188,Product B,10,16.35
2251,3553,Product C,3,13.5
2252,8113,Product B,10,21.57
2253,4424,Product A,3,11.13
2254,4139,Product C,8,45.32
2255,4804,Product E,4,11.0
2256,2433,Product A,6,33.54
2257,5118,Product E,1,19.16
2258,6389,Product B,5,41.44
2259,4469,Product E,4,27.89
2260,7026,Product B,4,46.95
2261,1156,Product B,6,42.78
2262,134,Product D,9,27.47
2263,7991,Product A,9,36.11
2264,8856,Product E,3,33.2
2265,8419,Product E,5,36.58
2266,837,Product E,6,18.39
2267,2143,Product B,1,47.31
2268,8211,Product A,10,42.97
2269,7096,Product C,6,47.59
2270,2088,Product D,8,7.79
2271,8475,Product C,5,42.19
2272,8163,Product E,8,35.3
2273,1013,Product C,6,11.37
2274,3510,Product A,2,40.46
2275,4870,Product C,5,12.91
2276,9257,Product B,6,18.53
2277,7971,Product D,8,29.22
2278,5991,Product C,2,33.09
2279,6970,Product E,8,49.19
2280,5647,Product D,8,1.49
2281,2978,Product E,1,30.63
2282,3346,Product D,7,5.54
2283,2386,Product A,5,8.18
2284,9749,Product D,5,49.93
2285,2753,Product B,2,23.15
2286,1020,Product D,9,44.76
2287,4016,Product A,7,32.34
2288,4176,Product A,6,33.0
2289,6494,Product E,7,22.34
2290,656,Product A,9,2.7
2291,9646,Product E,6,19.74
2292,8163,Product B,9,44.03
2293,241,Product E,8,45.39
2294,2576,Product D,3,18.87
2295,909,Product C,1,18.52
2296,1853,Product B,4,26.91
2297,6065,Product B,9,5.99
2298,9597,Product E,5,38.48
2299,8146,Product C,2,10.71
2300,5398,Product B,2,22.46
2301,5198,Product D,4,44.08
2302,4227,Product E,2,15.13
2303,6959,Product D,8,17.3
2304,1577,Product A,10,17.04
2305,7291,Product B,1,42.84
2306,9223,Product B,6,17.92
2307,9742,Product B,6,36.69
2308,1112,Product D,3,5.13
2309,999,Product B,5,17.23
2310,7547,Product C,6,19.95
2311,9311,Product A,2,26.7
2312,2901,Product A,4,13.87
2313,7188,Product D,5,32.44
2314,5161,Product B,2,37.79
2315,5800,Product D,5,38.15
2316,2897,Product B,9,13.67
2317,1193,Product E,4,29.48
2318,6643,Product D,5,14.35
2319,5711,Product C,6,49.14
2320,7216,Product D,2,32.94
2321,853,Product B,5,5.08
2322,8150,Product C,6,39.34
2323,3799,Product A,3,20.17
2324,5522,Product D,5,40.46
2325,4529,Product E,1,11.03
2326,8479,Product C,9,46.88
2327,7234,Product C,5,18.97
2328,437,Product D,5,17.71
2329,3008,Product E,5,15.6
2330,260,Product D,3,35.08
2331,8012,Product A,9,46.91
2332,6909,Product C,10,27.41
2333,7277,Product C,6,24.47
2334,4164,Product A,9,34.24
2335,9919,Product E,9,30.47
2336,9364,Product D,1,4.57
2337,8766,Product C,6,19.88
2338,9148,Product C,7,32.77
2339,4498,Product B,2,38.34
2340,7893,Product B,3,17.33
2341,4697,Product B,2,21.78
2342,8919,Product E,6,46.87
2343,7960,Product B,2,1.54
2344,1484,Product A,2,28.35
2345,6917,Product D,8,46.16
2346,4023,Product D,2,15.21
2347,6183,Product E,8,47.16
2348,1916,Product C,2,5.79
2349,1093,Product D,4,40.86
2350,9555,Product A,10,43.54
2351,4618,Product E,3,26.33
2352,1020,Product E,9,33.66
2353,8095,Product C,6,46.91
2354,598,Product B,6,29.37
2355,6440,Product E,4,26.6
2356,7642,Product A,3,45.46
2357,5718,Product E,1,48.72
2358,3878,Product A,1,13.77
2359,4625,Product B,6,12.96
2360,7152,Product A,1,11.63
2361,3260,Product E,4,43.58
2362,6212,Product C,10,38.29
2363,40,Product C,6,22.2
2364,143,Product B,4,7.06
2365,4951,Product C,3,3.31
2366,9056,Product D,9,33.99
2367,7175,Product D,9,22.2
2368,9019,Product E,9,16.91
2369,4157,Product A,6,19.08
2370,5163,Product D,1,34.01
2371,1602,Product D,7,18.95
2372,5121,Product E,9,43.48
2373,517,Product A,5,28.96
2374,4889,Product B,4,48.76
2375,1641,Product C,2,26.97
2376,2228,Product E,3,7.74
2377,5793,Product E,4,33.2
2378,2786,Product A,5,20.38
2379,859,Product B,5,42.98
2380,1701,Product A,4,19.44
2381,2350,Product B,3,32.88
2382,4822,Product E,4,42.45
2383,328,Product B,5,37.03
2384,8674,Product B,4,3.16
2385,4252,Product C,2,45.19
2386,3790,Product E,8,34.81
2387,8647,Product C,5,12.52
2388,7964,Product B,6,47.8
2389,5768,Product B,3,41.48
2390,9,Product C,7,41.33
2391,122,Product A,8,2.71
2392,4547,Product E,9,44.8
2393,3263,Product A,6,9.21
2394,2726,Product E,6,27.97
2395,8517,Product E,2,22.32
2396,4533,Product E,4,3.44
2397,2336,Product D,8,49.61
2398,119,Product D,7,24.27
2399,6573,Product C,4,27.53
2400,6937,Product D,9,18.78
2401,723,Product C,2,10.74
2402,7021,Product D,1,49.05
2403,4414,Product C,6,48.68
2404,5435,Product A,3,18.18
2405,6459,Product A,1,10.77
2406,4430,Product B,10,6.61
2407,3316,Product C,1,18.63
2408,5228,Product A,5,46.55
2409,306,Product A,4,17.36
2410,5884,Product B,1,26.51
2411,1763,Product A,10,37.93
2412,9059,Product E,8,26.6
2413,921,Product E,4,19.2
2414,5015,Product C,10,42.15
2415,7879,Product B,4,31.68
2416,4452,Product E,2,12.17
2417,5040,Product B,7,44.81
2418,2912,Product A,9,39.59
2419,8271,Product C,9,1.79
2420,9501,Product E,5,43.64
2421,9272,Product C,4,24.78
2422,8746,Product E,6,42.26
2423,6200,Product A,5,14.38
2424,7935,Product D,10,10.57
2425,4488,Product B,7,28.17
2426,9888,Product A,5,10.53
2427,141,Product E,6,15.78
2428,5078,Product A,6,15.4
2429,4663,Product C,5,17.87
2430,6455,Product A,6,3.06
2431,4799,Product A,9,43.62
2432,3919,Product C,6,23.91
2433,9196,Product C,4,2.65
2434,5931,Product D,4,11.15
2435,3609,Product B,3,7.57
2436,3423,Product D,10,24.7
2437,8790,Product E,7,9.6
2438,7884,Product B,4,27.64
2439,3230,Product E,9,16.6
2440,1969,Product E,9,4.54
2441,3688,Product A,7,20.75
2442,9882,Product A,6,39.69
2443,4572,Product B,5,42.31
2444,1335,Product C,2,38.78
2445,9743,Product A,8,13.34
2446,9931,Product C,10,2.82
2447,6627,Product E,5,40.24
2448,3442,Product E,9,3.31
2449,3613,Product E,3,10.85
2450,6443,Product A,2,38.78
2451,3203,Product C,5,39.67
2452,6428,Product A,4,43.71
2453,9330,Product B,8,43.71
2454,7347,Product E,6,47.62
2455,515,Product D,1,15.98
2456,8645,Product B,7,18.27
2457,3354,Product D,7,39.65
2458,7656,Product C,6,13.3
2459,9020,Product A,2,22.87
2460,7493,Product A,1,37.58
2461,8448,Product A,7,17.48
2462,9791,Product C,8,9.14
2463,7765,Product A,6,44.59
2464,3185,Product A,7,40.29
2465,1871,Product E,1,31.81
2466,6001,Product D,4,12.48
2467,2488,Product A,5,30.97
2468,1647,Product D,2,20.1
2469,6663,Product C,4,35.3
2470,8284,Product B,5,41.81
2471,5051,Product E,10,4.03
2472,4321,Product D,7,19.91
2473,298,Product D,10,27.74
2474,5146,Product D,6,31.99
2475,912,Product E,9,16.71
2476,9566,Product A,7,3.3
2477,4929,Product C,2,25.18
2478,418,Product C,4,8.51
2479,1515,Product D,1,37.34
2480,7820,Product B,7,47.91
2481,2000,Product C,7,10.26
2482,7709,Product E,2,45.88
2483,1147,Product D,9,42.66
2484,6167,Product D,6,48.92
2485,3007,Product A,4,1.74
2486,1216,Product B,1,35.47
2487,1377,Product A,4,21.43
2488,9910,Product A,7,49.34
2489,129,Product E,2,33.65
2490,4430,Product A,4,22.14
2491,8497,Product A,1,20.92
2492,3523,Product C,7,5.88
2493,9007,Product B,1,44.98
2494,1138,Product C,2,8.76
2495,6854,Product D,3,4.91
2496,1083,Product A,10,2.75
2497,2919,Product D,4,32.09
2498,8663,Product D,5,33.64
2499,2486,Product C,4,41.43
2500,5299,Product D,4,47.93
2501,2842,Product B,6,38.11
2502,3436,Product E,1,7.52
2503,1271,Product C,7,15.29
2504,3595,Product C,8,40.35
2505,7006,Product E,7,43.48
2506,6812,Product E,4,31.8
2507,9449,Product A,8,31.29
2508,5053,Product C,7,37.25
2509,4770,Product D,1,8.59
2510,7763,Product D,10,12.7
2511,2442,Product E,8,45.58
2512,5199,Product E,1,31.23
2513,5387,Product B,6,10.7
2514,2998,Product E,6,2.16
2515,6779,Product A,2,11.89
2516,3164,Product C,6,5.04
2517,9457,Product E,8,19.88
2518,5797,Product A,10,18.47
2519,877,Product D,7,44.87
2520,8717,Product E,3,14.16
2521,4260,Product A,4,5.67
2522,5207,Product A,5,40.85
2523,3157,Product B,9,31.53
2524,9181,Product A,6,6.77
2525,4687,Product D,8,10.39
2526,674,Product C,4,3.65
2527,7604,Product E,3,46.0
2528,2419,Product B,4,8.74
2529,7677,Product A,3,42.76
2530,4268,Product C,1,22.43
2531,2211,Product E,8,7.93
2532,7978,Product B,4,49.04
